municipio,provincia,codigo_ine,num_centros_salud,municipio_nombre_humano
Alpujarra de la Sierra,Granada,18904,2,Alpujarra de la Sierra
Alqueria d'Asnar (l'),Alicante,3017,1,L' Alqueria d'Asnar
Alqueria de la Comtessa (l'),Valencia,46037,1,L' Alqueria de la Comtessa
Alqueries (les)/Alquerías del Niño Perdido,Castellón,12901,1,Les Alqueries/Alquerías del Niño Perdido
Alquézar,Huesca,22024,2,Alquézar
Alquife,Granada,18018,1,Alquife
Alsodux,Almería,4015,1,Alsodux
Alt Àneu,Lleida,25024,1,Alt Àneu
Altable,Burgos,9013,1,Altable
Altafulla,Tarragona,43012,1,Altafulla
Altarejos,Cuenca,16019,2,Altarejos
Altea,Alicante,3018,3,Altea
Altorricón,Huesca,22025,1,Altorricón
Altos (Los),Burgos,9014,9,Los Altos
Altsasu/Alsasua,Navarra,31010,1,Altsasu/Alsasua
Altura,Castellón,12012,1,Altura
Altzaga,Gipuzkoa,20906,0,Altzaga
Altzo,Gipuzkoa,20007,0,Altzo
Alustante,Guadalajara,19027,2,Alustante
Alzira,Valencia,46017,3,Alzira
Amavida,Ávila,5012,2,Amavida
Amayuelas de Arriba,Palencia,34009,0,Amayuelas de Arriba
Ambel,Zaragoza,50027,1,Ambel
Ambite,Madrid,28011,1,Ambite
Amer,Girona,17007,1,Amer
Ames,A Coruña,15002,2,Ames
Améscoa Baja,Navarra,31013,2,Améscoa Baja
Ametlla de Mar (L'),Tarragona,43013,1,L' Ametlla de Mar
Ametlla del Vallès (L'),Barcelona,8005,1,L' Ametlla del Vallès
Ameyugo,Burgos,9016,1,Ameyugo
Amezketa,Gipuzkoa,20008,1,Amezketa
Amieva,Asturias,33003,1,Amieva
Amoeiro,Ourense,32002,1,Amoeiro
Amorebieta-Etxano,Bizkaia,48003,1,Amorebieta-Etxano
Amoroto,Bizkaia,48004,1,Amoroto
Ampolla (L'),Tarragona,43906,1,L' Ampolla
Amposta,Tarragona,43014,2,Amposta
Ampudia,Palencia,34010,2,Ampudia
Ampuero,Cantabria,39002,1,Ampuero
Amurrio,Álava,1002,1,Amurrio
Amusco,Palencia,34011,2,Amusco
Amusquillo,Valladolid,47009,1,Amusquillo
Anadón,Teruel,44024,0,Anadón
Anaya,Segovia,40017,1,Anaya
Anaya de Alba,Salamanca,37029,2,Anaya de Alba
Anchuelo,Madrid,28012,1,Anchuelo
Anchuras,Ciudad Real,13017,4,Anchuras
Ancín/Antzin,Navarra,31014,1,Ancín/Antzin
Andavías,Zamora,49009,1,Andavías
Andilla,Valencia,46038,1,Andilla
Andoain,Gipuzkoa,20009,1,Andoain
Andorra,Teruel,44025,1,Andorra
Andosilla,Navarra,31015,1,Andosilla
Andratx,Illes Balears,7005,3,Andratx
Andújar,Jaén,23005,7,Andújar
Anento,Zaragoza,50028,1,Anento
Anglès,Girona,17008,1,Anglès
Anglesola,Lleida,25027,1,Anglesola
Angón,Guadalajara,19031,1,Angón
Anguciana,La Rioja,26013,1,Anguciana
Angüés,Huesca,22027,3,Angüés
Anguiano,La Rioja,26014,1,Anguiano
Anguita,Guadalajara,19032,5,Anguita
Anguix,Burgos,9017,1,Anguix
Anievas,Cantabria,39003,1,Anievas
Aniñón,Zaragoza,50029,1,Aniñón
Anna,Valencia,46039,1,Anna
Anoeta,Gipuzkoa,20010,1,Anoeta
Anquela del Ducado,Guadalajara,19033,2,Anquela del Ducado
Anquela del Pedregal,Guadalajara,19034,1,Anquela del Pedregal
Ansó,Huesca,22028,1,Ansó
Ansoáin/Antsoain,Navarra,31016,1,Ansoáin/Antsoain
Antas,Almería,4016,2,Antas
Antas de Ulla,Lugo,27003,1,Antas de Ulla
Antella,Valencia,46040,1,Antella
Antequera,Málaga,29015,8,Antequera
Antigua,Las Palmas,35003,2,Antigua
Antigua (La),León,24005,5,La Antigua
Antigüedad,Palencia,34012,1,Antigüedad
Antillón,Huesca,22029,1,Antillón
Antzuola,Gipuzkoa,20011,1,Antzuola
Anue,Navarra,31017,1,Anue
Añana,Álava,1049,1,Añana
Añe,Segovia,40018,1,Añe
Añón de Moncayo,Zaragoza,50030,1,Añón de Moncayo
Añora,Córdoba,14006,1,Añora
Añorbe,Navarra,31018,1,Añorbe
Añover de Tajo,Toledo,45014,1,Añover de Tajo
Añover de Tormes,Salamanca,37030,1,Añover de Tormes
Aoiz/Agoitz,Navarra,31019,1,Aoiz/Agoitz
Arabayona de Mógica,Salamanca,37031,1,Arabayona de Mógica
Aracena,Huelva,21007,1,Aracena
Arafo,Santa Cruz de Tenerife,38004,1,Arafo
Aragüés del Puerto,Huesca,22032,1,Aragüés del Puerto
Arahal,Sevilla,41011,1,Arahal
Arahuetes,Segovia,40019,2,Arahuetes
Araitz,Navarra,31020,1,Araitz
Arakaldo,Bizkaia,48005,0,Arakaldo
Arakil,Navarra,31025,3,Arakil
Arama,Gipuzkoa,20012,0,Arama
Aramaio,Álava,1003,1,Aramaio
Aranarache/Aranaratxe,Navarra,31021,0,Aranarache/Aranaratxe
Arancón,Soria,42024,4,Arancón
Aranda de Duero,Burgos,9018,4,Aranda de Duero
Aranda de Moncayo,Zaragoza,50031,1,Aranda de Moncayo
Arándiga,Zaragoza,50032,1,Arándiga
Arandilla,Burgos,9019,1,Arandilla
Arandilla del Arroyo,Cuenca,16020,1,Arandilla del Arroyo
Aranga,A Coruña,15003,2,Aranga
Aranguren,Navarra,31023,1,Aranguren
Aranjuez,Madrid,28013,2,Aranjuez
Arano,Navarra,31024,1,Arano
Arantza,Navarra,31022,1,Arantza
Arantzazu,Bizkaia,48006,1,Arantzazu
Aranzueque,Guadalajara,19036,1,Aranzueque
Arañuel,Castellón,12013,1,Arañuel
Arapiles,Salamanca,37032,2,Arapiles
Aras,Navarra,31026,1,Aras
Aras de los Olmos,Valencia,46041,1,Aras de los Olmos
Arauzo de Miel,Burgos,9020,2,Arauzo de Miel
Arauzo de Salce,Burgos,9021,1,Arauzo de Salce
Arauzo de Torre,Burgos,9022,1,Arauzo de Torre
Arbancón,Guadalajara,19037,1,Arbancón
Arbeca,Lleida,25029,1,Arbeca
Arbeteta,Guadalajara,19038,1,Arbeteta
Arbizu,Navarra,31027,1,Arbizu
Arbo,Pontevedra,36001,1,Arbo
Arboç (L'),Tarragona,43016,1,L' Arboç
Arboleas,Almería,4017,1,Arboleas
Arbolí,Tarragona,43015,1,Arbolí
Arbúcies,Girona,17009,1,Arbúcies
Arcas,Cuenca,16905,2,Arcas
Arce/Artzi,Navarra,31028,0,Arce/Artzi
Arcediano,Salamanca,37033,1,Arcediano
Arcenillas,Zamora,49010,1,Arcenillas
Archena,Murcia,30009,2,Archena
Árchez,Málaga,29016,1,Árchez
Archidona,Málaga,29017,3,Archidona
Arcicóllar,Toledo,45015,1,Arcicóllar
Arco (El),Salamanca,37034,1,El Arco
Arconada,Palencia,34015,1,Arconada
Arcones,Segovia,40020,2,Arcones
Arcos,Burgos,9023,1,Arcos
Arcos (Los),Navarra,31029,1,Los Arcos
Arcos de Jalón,Soria,42025,13,Arcos de Jalón
Arcos de la Frontera,Cádiz,11006,4,Arcos de la Frontera
Arcos de la Polvorosa,Zamora,49011,1,Arcos de la Polvorosa
Arcos de la Sierra,Cuenca,16022,1,Arcos de la Sierra
Arcos de las Salinas,Teruel,44026,1,Arcos de las Salinas
Ardales,Málaga,29018,1,Ardales
Ardisa,Zaragoza,50033,1,Ardisa
Ardón,León,24006,6,Ardón
Areatza,Bizkaia,48093,1,Areatza
Arellano,Navarra,31030,1,Arellano
Arén,Huesca,22035,1,Arén
Arenal (El),Ávila,5013,1,El Arenal
Arenales de San Gregorio,Ciudad Real,13903,1,Arenales de San Gregorio
Arenas,Málaga,29019,1,Arenas
Arenas de Iguña,Cantabria,39004,2,Arenas de Iguña
Arenas de San Juan,Ciudad Real,13018,1,Arenas de San Juan
Arenas de San Pedro,Ávila,5014,4,Arenas de San Pedro
Arenas del Rey,Granada,18020,4,Arenas del Rey
Arenillas,Soria,42026,1,Arenillas
Arenillas de Riopisuerga,Burgos,9024,1,Arenillas de Riopisuerga
Arens de Lledó,Teruel,44027,1,Arens de Lledó
Arenys de Mar,Barcelona,8006,1,Arenys de Mar
Arenys de Munt,Barcelona,8007,1,Arenys de Munt
Arenzana de Abajo,La Rioja,26015,1,Arenzana de Abajo
Arenzana de Arriba,La Rioja,26016,1,Arenzana de Arriba
Ares,A Coruña,15004,1,Ares
Ares del Maestrat,Castellón,12014,1,Ares del Maestrat
Areso,Navarra,31031,1,Areso
Aretxabaleta,Gipuzkoa,20013,1,Aretxabaleta
Arevalillo,Ávila,5015,1,Arevalillo
Arevalillo de Cega,Segovia,40021,1,Arevalillo de Cega
Arévalo,Ávila,5016,1,Arévalo
Arévalo de la Sierra,Soria,42027,3,Arévalo de la Sierra
Argamasilla de Alba,Ciudad Real,13019,1,Argamasilla de Alba
Argamasilla de Calatrava,Ciudad Real,13020,1,Argamasilla de Calatrava
Arganda del Rey,Madrid,28014,3,Arganda del Rey
Arganza,León,24007,3,Arganza
Argañín,Zamora,49012,1,Argañín
Argavieso,Huesca,22036,1,Argavieso
Argecilla,Guadalajara,19039,1,Argecilla
Argelaguer,Girona,17010,1,Argelaguer
Argelita,Castellón,12015,1,Argelita
Argençola,Barcelona,8008,1,Argençola
Argente,Teruel,44028,1,Argente
Argentera (L'),Tarragona,43017,1,L' Argentera
Argentona,Barcelona,8009,2,Argentona
Argés,Toledo,45016,1,Argés
Argoños,Cantabria,39005,1,Argoños
Arguedas,Navarra,31032,1,Arguedas
Arguis,Huesca,22037,1,Arguis
Arguisuelas,Cuenca,16024,1,Arguisuelas
Argujillo,Zamora,49013,1,Argujillo
Aria,Navarra,31033,0,Aria
Ariany,Illes Balears,7901,1,Ariany
Aribe,Navarra,31034,1,Aribe
Arico,Santa Cruz de Tenerife,38005,2,Arico
Arija,Burgos,9025,1,Arija
Ariño,Teruel,44029,1,Ariño
Ariza,Zaragoza,50034,1,Ariza
Arjona,Jaén,23006,1,Arjona
Arjonilla,Jaén,23007,1,Arjonilla
Arlanzón,Burgos,9026,4,Arlanzón
Armallones,Guadalajara,19040,1,Armallones
Armañanzas,Navarra,31035,1,Armañanzas
Armentera (L'),Girona,17011,1,L' Armentera
Armenteros,Salamanca,37035,3,Armenteros
Armilla,Granada,18021,1,Armilla
Armiñón,Álava,1006,0,Armiñón
Armuña,Segovia,40022,2,Armuña
Armuña de Almanzora,Almería,4018,1,Armuña de Almanzora
Armuña de Tajuña,Guadalajara,19041,1,Armuña de Tajuña
Arnedillo,La Rioja,26017,2,Arnedillo
Arnedo,La Rioja,26018,1,Arnedo
Arnes,Tarragona,43018,1,Arnes
Arnoia (A),Ourense,32003,1,A Arnoia
Arnuero,Cantabria,39006,3,Arnuero
Aroche,Huelva,21008,2,Aroche
Arona,Santa Cruz de Tenerife,38006,8,Arona
Arquillinos,Zamora,49014,1,Arquillinos
Arquillos,Jaén,23008,2,Arquillos
Arrabalde,Zamora,49015,1,Arrabalde
Arraia-Maeztu,Álava,1037,1,Arraia-Maeztu
Arrancacepas,Cuenca,16025,1,Arrancacepas
Arrankudiaga,Bizkaia,48009,1,Arrankudiaga
Arrasate/Mondragón,Gipuzkoa,20055,1,Arrasate/Mondragón
Arratzu,Bizkaia,48914,1,Arratzu
Arratzua-Ubarrundia,Álava,1008,1,Arratzua-Ubarrundia
Arraya de Oca,Burgos,9027,1,Arraya de Oca
Arrecife,Las Palmas,35004,2,Arrecife
Arredondo,Cantabria,39007,2,Arredondo
Arres,Lleida,25031,0,Arres
Arriate,Málaga,29020,1,Arriate
Arrieta,Bizkaia,48010,1,Arrieta
Arrigorriaga,Bizkaia,48011,1,Arrigorriaga
Arroba de los Montes,Ciudad Real,13021,1,Arroba de los Montes
Arróniz,Navarra,31036,1,Arróniz
Arroyo de la Encomienda,Valladolid,47010,2,Arroyo de la Encomienda
Arroyo de la Luz,Cáceres,10021,1,Arroyo de la Luz
Arroyo de las Fraguas,Guadalajara,19042,1,Arroyo de las Fraguas
Arroyo de San Serván,Badajoz,6012,1,Arroyo de San Serván
Arroyo del Ojanco,Jaén,23905,1,Arroyo del Ojanco
Arroyomolinos,Cáceres,10023,1,Arroyomolinos
Arroyomolinos,Madrid,28015,1,Arroyomolinos
Arroyomolinos de la Vera,Cáceres,10022,1,Arroyomolinos de la Vera
Arroyomolinos de León,Huelva,21009,1,Arroyomolinos de León
Arruazu,Navarra,31037,1,Arruazu
Arrúbal,La Rioja,26019,1,Arrúbal
Arsèguel,Lleida,25032,1,Arsèguel
Artà,Illes Balears,7006,2,Artà
Artajona,Navarra,31038,1,Artajona
Artana,Castellón,12016,1,Artana
Artazu,Navarra,31039,1,Artazu
Artea,Bizkaia,48023,1,Artea
Arteixo,A Coruña,15005,3,Arteixo
Artenara,Las Palmas,35005,2,Artenara
Artés,Barcelona,8010,1,Artés
Artesa de Lleida,Lleida,25033,1,Artesa de Lleida
Artesa de Segre,Lleida,25034,1,Artesa de Segre
Artieda,Zaragoza,50035,1,Artieda
Artzentales,Bizkaia,48008,2,Artzentales
Artziniega,Álava,1004,1,Artziniega
Arucas,Las Palmas,35006,4,Arucas
Arzúa,A Coruña,15006,1,Arzúa
Ascó,Tarragona,43019,1,Ascó
Asín,Zaragoza,50036,1,Asín
Aspa,Lleida,25036,1,Aspa
Aspariegos,Zamora,49016,1,Aspariegos
Asparrena,Álava,1009,1,Asparrena
Aspe,Alicante,3019,1,Aspe
Asteasu,Gipuzkoa,20014,1,Asteasu
Astigarraga,Gipuzkoa,20903,0,Astigarraga
Astillero (El),Cantabria,39008,1,El Astillero
Astorga,León,24008,6,Astorga
Astudillo,Palencia,34017,1,Astudillo
Asturianos,Zamora,49017,2,Asturianos
Atajate,Málaga,29021,1,Atajate
Atalaya,Badajoz,6013,1,Atalaya
Atalaya (La),Salamanca,37037,1,La Atalaya
Atalaya del Cañavate,Cuenca,16026,1,Atalaya del Cañavate
Atanzón,Guadalajara,19043,1,Atanzón
Atapuerca,Burgos,9029,2,Atapuerca
Ataquines,Valladolid,47011,1,Ataquines
Atarfe,Granada,18022,2,Atarfe
Ataun,Gipuzkoa,20015,3,Ataun
Atazar (El),Madrid,28016,1,El Atazar
Atea,Zaragoza,50037,1,Atea
Ateca,Zaragoza,50038,1,Ateca
Atez/Atetz,Navarra,31040,0,Atez/Atetz
Atienza,Guadalajara,19044,5,Atienza
Atxondo,Bizkaia,48091,1,Atxondo
Atzeneta d'Albaida,Valencia,46003,1,Atzeneta d'Albaida
Atzeneta del Maestrat,Castellón,12001,1,Atzeneta del Maestrat
Atzúbia (l'),Alicante,3001,2,L' Atzúbia
Aulesti,Bizkaia,48070,1,Aulesti
Auñón,Guadalajara,19045,1,Auñón
Auritz/Burguete,Navarra,31058,1,Auritz/Burguete
Ausejo,La Rioja,26020,1,Ausejo
Ausejo de la Sierra,Soria,42028,2,Ausejo de la Sierra
Ausines (Los),Burgos,9030,1,Los Ausines
Autilla del Pino,Palencia,34018,1,Autilla del Pino
Autillo de Campos,Palencia,34019,1,Autillo de Campos
Autol,La Rioja,26021,1,Autol
Aveinte,Ávila,5017,1,Aveinte
Avellaneda,Ávila,5018,1,Avellaneda
Avellanes i Santa Linya (Les),Lleida,25037,4,Les Avellanes i Santa Linya
Avellanosa de Muñó,Burgos,9032,4,Avellanosa de Muñó
Avià,Barcelona,8011,1,Avià
Ávila,Ávila,5019,13,Ávila
Avilés,Asturias,33004,8,Avilés
Avinyó,Barcelona,8012,1,Avinyó
Avinyonet de Puigventós,Girona,17012,1,Avinyonet de Puigventós
Avinyonet del Penedès,Barcelona,8013,1,Avinyonet del Penedès
Avión,Ourense,32004,1,Avión
Ayala/Aiara,Álava,1010,2,Ayala/Aiara
Ayamonte,Huelva,21010,4,Ayamonte
Ayegui/Aiegi,Navarra,31041,1,Ayegui/Aiegi
Ayerbe,Huesca,22039,2,Ayerbe
Ayllón,Segovia,40024,7,Ayllón
Ayna,Albacete,2011,2,Ayna
Ayódar,Castellón,12017,1,Ayódar
Ayoó de Vidriales,Zamora,49018,3,Ayoó de Vidriales
Ayora,Valencia,46044,1,Ayora
Ayuela,Palencia,34020,1,Ayuela
Azagra,Navarra,31042,1,Azagra
Azaila,Teruel,44031,1,Azaila
Azanuy-Alins,Huesca,22040,1,Azanuy-Alins
Azara,Huesca,22041,1,Azara
Azkoitia,Gipuzkoa,20017,1,Azkoitia
Azlor,Huesca,22042,1,Azlor
Aznalcázar,Sevilla,41012,1,Aznalcázar
Aznalcóllar,Sevilla,41013,1,Aznalcóllar
Azofra,La Rioja,26022,1,Azofra
Azpeitia,Gipuzkoa,20018,2,Azpeitia
Azuaga,Badajoz,6014,2,Azuaga
Azuara,Zaragoza,50039,1,Azuara
Azuébar,Castellón,12018,1,Azuébar
Azuelo,Navarra,31043,1,Azuelo
Azuqueca de Henares,Guadalajara,19046,1,Azuqueca de Henares
Azután,Toledo,45017,1,Azután
Babilafuente,Salamanca,37038,1,Babilafuente
Bacares,Almería,4019,1,Bacares
Badajoz,Badajoz,6015,17,Badajoz
Badalona,Barcelona,8015,11,Badalona
Badarán,La Rioja,26023,1,Badarán
Bádenas,Teruel,44032,1,Bádenas
Badia del Vallès,Barcelona,8904,1,Badia del Vallès
Badolatosa,Sevilla,41014,2,Badolatosa
Badules,Zaragoza,50040,1,Badules
Baélls,Huesca,22043,2,Baélls
Baena,Córdoba,14007,2,Baena
Baeza,Jaén,23009,4,Baeza
Bagà,Barcelona,8016,1,Bagà
Báguena,Teruel,44033,1,Báguena
Bagüés,Zaragoza,50041,0,Bagüés
Bahabón,Valladolid,47012,1,Bahabón
Bahabón de Esgueva,Burgos,9033,1,Bahabón de Esgueva
Baides,Guadalajara,19047,1,Baides
Bailén,Jaén,23010,1,Bailén
Bailo,Huesca,22044,2,Bailo
Baiona,Pontevedra,36003,1,Baiona
Baix Pallars,Lleida,25039,3,Baix Pallars
Bakaiku,Navarra,31044,1,Bakaiku
Bakio,Bizkaia,48012,1,Bakio
Balaguer,Lleida,25040,1,Balaguer
Balanegra,Almería,4904,0,Balanegra
Balazote,Albacete,2012,1,Balazote
Balbases (Los),Burgos,9034,1,Los Balbases
Balboa,León,24009,1,Balboa
Balconchán,Zaragoza,50042,1,Balconchán
Baldellou,Huesca,22045,1,Baldellou
Baleira,Lugo,27004,1,Baleira
Balenyà,Barcelona,8017,1,Balenyà
Baliarrain,Gipuzkoa,20904,1,Baliarrain
Ballestero (El),Albacete,2014,1,El Ballestero
Ballesteros de Calatrava,Ciudad Real,13022,1,Ballesteros de Calatrava
Ballobar,Huesca,22046,1,Ballobar
Balmaseda,Bizkaia,48090,1,Balmaseda
Balones,Alicante,3020,1,Balones
Balsa de Ves,Albacete,2013,4,Balsa de Ves
Balsareny,Barcelona,8018,1,Balsareny
Baltanás,Palencia,34022,2,Baltanás
Baltar,Ourense,32005,1,Baltar
Banastás,Huesca,22047,1,Banastás
Bande,Ourense,32006,1,Bande
Banyalbufar,Illes Balears,7007,1,Banyalbufar
Banyeres de Mariola,Alicante,3021,1,Banyeres de Mariola
Banyeres del Penedès,Tarragona,43020,1,Banyeres del Penedès
Banyoles,Girona,17015,2,Banyoles
Baña (A),A Coruña,15007,1,A Baña
Bañares,La Rioja,26024,1,Bañares
Bañeza (La),León,24010,2,La Bañeza
Bañobárez,Salamanca,37039,1,Bañobárez
Bañón,Teruel,44034,1,Bañón
Baños de Ebro/Mañueta,Álava,1011,0,Baños de Ebro/Mañueta
Baños de la Encina,Jaén,23011,1,Baños de la Encina
Baños de Molgas,Ourense,32007,1,Baños de Molgas
Baños de Montemayor,Cáceres,10024,1,Baños de Montemayor
Baños de Río Tobía,La Rioja,26026,1,Baños de Río Tobía
Baños de Rioja,La Rioja,26025,1,Baños de Rioja
Baños de Tajo,Guadalajara,19048,1,Baños de Tajo
Baños de Valdearados,Burgos,9035,1,Baños de Valdearados
Bañuelos,Guadalajara,19049,1,Bañuelos
Bañuelos de Bureba,Burgos,9036,1,Bañuelos de Bureba
Baquerín de Campos,Palencia,34024,1,Baquerín de Campos
Barajas de Melo,Cuenca,16027,2,Barajas de Melo
Barakaldo,Bizkaia,48013,8,Barakaldo
Baralla,Lugo,27901,1,Baralla
Barañáin/Barañain,Navarra,31901,2,Barañáin/Barañain
Baraona,Soria,42029,3,Baraona
Barásoain,Navarra,31045,1,Barásoain
Barbadás,Ourense,32008,1,Barbadás
Barbadillo,Salamanca,37040,1,Barbadillo
Barbadillo de Herreros,Burgos,9037,1,Barbadillo de Herreros
Barbadillo del Mercado,Burgos,9038,1,Barbadillo del Mercado
Barbadillo del Pez,Burgos,9039,1,Barbadillo del Pez
Barbalos,Salamanca,37041,2,Barbalos
Barbarin,Navarra,31046,1,Barbarin
Barbastro,Huesca,22048,2,Barbastro
Barbate,Cádiz,11007,3,Barbate
Barbens,Lleida,25041,1,Barbens
Barberà de la Conca,Tarragona,43021,1,Barberà de la Conca
Barberà del Vallès,Barcelona,8252,2,Barberà del Vallès
Bárboles,Zaragoza,50043,1,Bárboles
Barbolla,Segovia,40025,1,Barbolla
Barbués,Huesca,22049,1,Barbués
Barbuñales,Huesca,22050,1,Barbuñales
Barca,Soria,42030,2,Barca
Bárcabo,Huesca,22051,1,Bárcabo
Barcarrota,Badajoz,6016,1,Barcarrota
Barcelona,Barcelona,8019,54,Barcelona
Bárcena de Campos,Palencia,34025,1,Bárcena de Campos
Bárcena de Cicero,Cantabria,39009,3,Bárcena de Cicero
Bárcena de Pie de Concha,Cantabria,39010,2,Bárcena de Pie de Concha
Barceo,Salamanca,37042,2,Barceo
Barchín del Hoyo,Cuenca,16029,1,Barchín del Hoyo
Barcial de la Loma,Valladolid,47013,1,Barcial de la Loma
Barcial del Barco,Zamora,49019,1,Barcial del Barco
Barcience,Toledo,45018,1,Barcience
Barco de Ávila (El),Ávila,5021,1,El Barco de Ávila
Barco de Valdeorras (O),Ourense,32009,1,O Barco de Valdeorras
Barcones,Soria,42031,1,Barcones
Bardallur,Zaragoza,50044,1,Bardallur
Bareyo,Cantabria,39011,1,Bareyo
Bargas,Toledo,45019,1,Bargas
Bargota,Navarra,31047,1,Bargota
Barillas,Navarra,31048,1,Barillas
Barjas,León,24011,2,Barjas
Barlovento,Santa Cruz de Tenerife,38007,2,Barlovento
Baronia de Rialb (La),Lleida,25042,1,La Baronia de Rialb
Barracas,Castellón,12020,1,Barracas
Barrachina,Teruel,44035,1,Barrachina
Barraco (El),Ávila,5022,2,El Barraco
Barrado,Cáceres,10025,1,Barrado
Barrax,Albacete,2015,1,Barrax
Barreiros,Lugo,27005,1,Barreiros
Barrika,Bizkaia,48014,1,Barrika
Barrio de Muñó,Burgos,9041,0,Barrio de Muñó
Barriopedro,Guadalajara,19050,1,Barriopedro
Barrios (Los),Cádiz,11008,4,Los Barrios
Barrios de Bureba (Los),Burgos,9043,5,Los Barrios de Bureba
Barrios de Colina,Burgos,9044,3,Barrios de Colina
Barrios de Luna (Los),León,24012,5,Los Barrios de Luna
Barro,Pontevedra,36002,1,Barro
Barromán,Ávila,5023,1,Barromán
Barruecopardo,Salamanca,37044,1,Barruecopardo
Barruelo de Santullán,Palencia,34027,2,Barruelo de Santullán
Barruelo del Valle,Valladolid,47014,1,Barruelo del Valle
Barrundia,Álava,1013,1,Barrundia
Barx,Valencia,46046,1,Barx
Barxeta,Valencia,46045,1,Barxeta
Basaburua,Navarra,31049,1,Basaburua
Basardilla,Segovia,40026,1,Basardilla
Basauri,Bizkaia,48015,4,Basauri
Bàscara,Girona,17016,1,Bàscara
Basconcillos del Tozo,Burgos,9045,7,Basconcillos del Tozo
Báscones de Ojeda,Palencia,34028,1,Báscones de Ojeda
Bascuñana,Burgos,9046,2,Bascuñana
Bascuñana de San Pedro,Cuenca,16030,1,Bascuñana de San Pedro
Bassella,Lleida,25044,1,Bassella
Bastida (La),Salamanca,37045,1,La Bastida
Batea,Tarragona,43022,1,Batea
Baterno,Badajoz,6017,1,Baterno
Batres,Madrid,28017,1,Batres
Bausen,Lleida,25045,0,Bausen
Bayárcal,Almería,4020,1,Bayárcal
Bayarque,Almería,4021,1,Bayarque
Bayubas de Abajo,Soria,42032,2,Bayubas de Abajo
Bayubas de Arriba,Soria,42033,1,Bayubas de Arriba
Baza,Granada,18023,4,Baza
Baztan,Navarra,31050,8,Baztan
Bea,Teruel,44036,1,Bea
Beade,Ourense,32010,1,Beade
Beamud,Cuenca,16031,1,Beamud
Beariz,Ourense,32011,1,Beariz
Beas,Huelva,21011,2,Beas
Beas de Granada,Granada,18024,1,Beas de Granada
Beas de Guadix,Granada,18025,1,Beas de Guadix
Beas de Segura,Jaén,23012,3,Beas de Segura
Beasain,Gipuzkoa,20019,1,Beasain
Becedas,Ávila,5024,2,Becedas
Becedillas,Ávila,5025,1,Becedillas
Beceite,Teruel,44037,1,Beceite
Becerreá,Lugo,27006,1,Becerreá
Becerril de Campos,Palencia,34029,1,Becerril de Campos
Becerril de la Sierra,Madrid,28018,1,Becerril de la Sierra
Becilla de Valderaduey,Valladolid,47015,1,Becilla de Valderaduey
Bédar,Almería,4022,1,Bédar
Bedia,Bizkaia,48092,1,Bedia
Bedmar y Garcíez,Jaén,23902,2,Bedmar y Garcíez
Begíjar,Jaén,23014,1,Begíjar
Begonte,Lugo,27007,2,Begonte
Begues,Barcelona,8020,1,Begues
Begur,Girona,17013,2,Begur
Beintza-Labaien,Navarra,31137,1,Beintza-Labaien
Beire,Navarra,31051,1,Beire
Beires,Almería,4023,1,Beires
Beizama,Gipuzkoa,20020,1,Beizama
Béjar,Salamanca,37046,3,Béjar
Bejís,Castellón,12022,1,Bejís
Belalcázar,Córdoba,14008,1,Belalcázar
Belascoáin,Navarra,31052,0,Belascoáin
Belauntza,Gipuzkoa,20021,1,Belauntza
Belbimbre,Burgos,9047,1,Belbimbre
Belchite,Zaragoza,50045,1,Belchite
Beleña,Salamanca,37047,1,Beleña
Bèlgida,Valencia,46047,1,Bèlgida
Belianes,Lleida,25046,1,Belianes
Belinchón,Cuenca,16032,1,Belinchón
Bell-lloc d'Urgell,Lleida,25048,1,Bell-lloc d'Urgell
Bellaguarda,Lleida,25170,1,Bellaguarda
Bellcaire d'Empordà,Girona,17018,1,Bellcaire d'Empordà
Bellcaire d'Urgell,Lleida,25047,1,Bellcaire d'Urgell
Bellmunt d'Urgell,Lleida,25049,1,Bellmunt d'Urgell
Bellmunt del Priorat,Tarragona,43023,1,Bellmunt del Priorat
Bello,Teruel,44039,1,Bello
Bellprat,Barcelona,8021,0,Bellprat
Bellpuig,Lleida,25050,2,Bellpuig
Bellreguard,Valencia,46048,2,Bellreguard
Bellús,Valencia,46049,1,Bellús
Bellvei,Tarragona,43024,1,Bellvei
Bellver de Cerdanya,Lleida,25051,1,Bellver de Cerdanya
Bellvís,Lleida,25052,2,Bellvís
Belmez,Córdoba,14009,3,Belmez
Bélmez de la Moraleda,Jaén,23015,1,Bélmez de la Moraleda
Belmonte,Cuenca,16033,1,Belmonte
Belmonte de Campos,Palencia,34031,1,Belmonte de Campos
Belmonte de Gracián,Zaragoza,50046,1,Belmonte de Gracián
Belmonte de Miranda,Asturias,33005,1,Belmonte de Miranda
Belmonte de San José,Teruel,44038,1,Belmonte de San José
Belmonte de Tajo,Madrid,28019,1,Belmonte de Tajo
Belmontejo,Cuenca,16034,1,Belmontejo
Belorado,Burgos,9048,4,Belorado
Belver de Cinca,Huesca,22052,1,Belver de Cinca
Belver de los Montes,Zamora,49020,1,Belver de los Montes
Belvís de la Jara,Toledo,45020,1,Belvís de la Jara
Belvís de Monroy,Cáceres,10026,2,Belvís de Monroy
Bembibre,León,24014,7,Bembibre
Benabarre,Huesca,22053,3,Benabarre
Benacazón,Sevilla,41015,1,Benacazón
