municipio,provincia,codigo_ine,municipio_nombre_humano,num_colegios
Alpujarra de la Sierra,Granada,18904,Alpujarra de la Sierra,0
Alqueria d'Asnar (L'),Alicante,3017,L' Alqueria d'Asnar,0
Alqueria de la Comtessa (L'),Valencia,46037,L' Alqueria de la Comtessa,0
Alqueries (Les)/Alquerías del Niño Perdido,Castellón,12901,Les Alqueries/Alquerías del Niño Perdido,0
Alquézar,Huesca,22024,Alquézar,1
Alquife,Granada,18018,Alquife,2
Alsodux,Almería,4015,Alsodux,0
Alt Àneu,Lleida,25024,Alt Àneu,0
Altable,Burgos,9013,Altable,0
Altafulla,Tarragona,43012,Altafulla,6
Altarejos,Cuenca,16019,Altarejos,0
Altea,Alicante,3018,Altea,11
Altorricón,Huesca,22025,Altorricón,3
Altos (Los),Burgos,9014,Los Altos,0
Altsasu/Alsasua,Navarra,31010,Altsasu/Alsasua,11
Altura,Castellón,12012,Altura,3
Altzaga,Gipuzkoa,20906,Altzaga,5
Altzo,Gipuzkoa,20007,Altzo,2
Alustante,Guadalajara,19027,Alustante,0
Alzira,Valencia,46017,Alzira,33
Amavida,Ávila,5012,Amavida,0
Amayuelas de Arriba,Palencia,34009,Amayuelas de Arriba,0
Ambel,Zaragoza,50027,Ambel,0
Ambite,Madrid,28011,Ambite,1
Amer,Girona,17007,Amer,3
Ames,A Coruña,15002,Ames,20
Améscoa Baja,Navarra,31013,Améscoa Baja,1
Ametlla de Mar (L'),Tarragona,43013,L' Ametlla de Mar,0
Ametlla del Vallès (L'),Barcelona,8005,L' Ametlla del Vallès,0
Ameyugo,Burgos,9016,Ameyugo,0
Amezketa,Gipuzkoa,20008,Amezketa,2
Amieva,Asturias,33003,Amieva,2
Amoeiro,Ourense,32002,Amoeiro,2
Amorebieta-Etxano,Bizkaia,48003,Amorebieta-Etxano,10
Amoroto,Bizkaia,48004,Amoroto,0
Ampolla (L'),Tarragona,43906,L' Ampolla,0
Amposta,Tarragona,43014,Amposta,22
Ampudia,Palencia,34010,Ampudia,1
Ampuero,Cantabria,39002,Ampuero,2
Amurrio,Álava,1002,Amurrio,9
Amusco,Palencia,34011,Amusco,0
Amusquillo,Valladolid,47009,Amusquillo,0
Anadón,Teruel,44024,Anadón,0
Anaya,Segovia,40017,Anaya,0
Anaya de Alba,Salamanca,37029,Anaya de Alba,0
Anchuelo,Madrid,28012,Anchuelo,1
Anchuras,Ciudad Real,13017,Anchuras,0
Ancín/Antzin,Navarra,31014,Ancín/Antzin,1
Andavías,Zamora,49009,Andavías,0
Andilla,Valencia,46038,Andilla,0
Andoain,Gipuzkoa,20009,Andoain,10
Andorra,Teruel,44025,Andorra,8
Andosilla,Navarra,31015,Andosilla,2
Andratx,Illes Balears,7005,Andratx,5
Andújar,Jaén,23005,Andújar,35
Anento,Zaragoza,50028,Anento,0
Anglès,Girona,17008,Anglès,5
Anglesola,Lleida,25027,Anglesola,2
Angón,Guadalajara,19031,Angón,0
Anguciana,La Rioja,26013,Anguciana,0
Angüés,Huesca,22027,Angüés,0
Anguiano,La Rioja,26014,Anguiano,0
Anguita,Guadalajara,19032,Anguita,0
Anguix,Burgos,9017,Anguix,0
Anievas,Cantabria,39003,Anievas,1
Aniñón,Zaragoza,50029,Aniñón,1
Anna,Valencia,46039,Anna,4
Anoeta,Gipuzkoa,20010,Anoeta,3
Anquela del Ducado,Guadalajara,19033,Anquela del Ducado,0
Anquela del Pedregal,Guadalajara,19034,Anquela del Pedregal,0
Ansó,Huesca,22028,Ansó,0
Ansoáin/Antsoain,Navarra,31016,Ansoáin/Antsoain,4
Antas,Almería,4016,Antas,5
Antas de Ulla,Lugo,27003,Antas de Ulla,2
Antella,Valencia,46040,Antella,3
Antequera,Málaga,29015,Antequera,40
Antigua,Las Palmas,35003,Antigua,2
Antigua (La),León,24005,La Antigua,0
Antigüedad,Palencia,34012,Antigüedad,0
Antillón,Huesca,22029,Antillón,0
Antzuola,Gipuzkoa,20011,Antzuola,2
Anue,Navarra,31017,Anue,0
Añana,Álava,1049,Añana,0
Añe,Segovia,40018,Añe,0
Añón de Moncayo,Zaragoza,50030,Añón de Moncayo,0
Añora,Córdoba,14006,Añora,3
Añorbe,Navarra,31018,Añorbe,1
Añover de Tajo,Toledo,45014,Añover de Tajo,4
Añover de Tormes,Salamanca,37030,Añover de Tormes,0
Aoiz/Agoitz,Navarra,31019,Aoiz/Agoitz,4
Arabayona de Mógica,Salamanca,37031,Arabayona de Mógica,0
Aracena,Huelva,21007,Aracena,8
Arafo,Santa Cruz de Tenerife,38004,Arafo,2
Aragüés del Puerto,Huesca,22032,Aragüés del Puerto,0
Arahal,Sevilla,41011,Arahal,11
Arahuetes,Segovia,40019,Arahuetes,0
Araitz,Navarra,31020,Araitz,0
Arakaldo,Bizkaia,48005,Arakaldo,0
Arakil,Navarra,31025,Arakil,0
Arama,Gipuzkoa,20012,Arama,0
Aramaio,Álava,1003,Aramaio,5
Aranarache/Aranaratxe,Navarra,31021,Aranarache/Aranaratxe,0
Arancón,Soria,42024,Arancón,0
Aranda de Duero,Burgos,9018,Aranda de Duero,22
Aranda de Moncayo,Zaragoza,50031,Aranda de Moncayo,0
Arándiga,Zaragoza,50032,Arándiga,0
Arandilla,Burgos,9019,Arandilla,0
Arandilla del Arroyo,Cuenca,16020,Arandilla del Arroyo,0
Aranga,A Coruña,15003,Aranga,21
Aranguren,Navarra,31023,Aranguren,10
Aranjuez,Madrid,28013,Aranjuez,29
Arano,Navarra,31024,Arano,0
Arantza,Navarra,31022,Arantza,1
Arantzazu,Bizkaia,48006,Arantzazu,0
Aranzueque,Guadalajara,19036,Aranzueque,0
Arañuel,Castellón,12013,Arañuel,0
Arapiles,Salamanca,37032,Arapiles,0
Aras,Navarra,31026,Aras,0
Aras de los Olmos,Valencia,46041,Aras de los Olmos,1
Arauzo de Miel,Burgos,9020,Arauzo de Miel,0
Arauzo de Salce,Burgos,9021,Arauzo de Salce,0
Arauzo de Torre,Burgos,9022,Arauzo de Torre,0
Arbancón,Guadalajara,19037,Arbancón,0
Arbeca,Lleida,25029,Arbeca,2
Arbeteta,Guadalajara,19038,Arbeteta,0
Arbizu,Navarra,31027,Arbizu,3
Arbo,Pontevedra,36001,Arbo,0
Arboç (L'),Tarragona,43016,L' Arboç,0
Arboleas,Almería,4017,Arboleas,4
Arbolí,Tarragona,43015,Arbolí,0
Arbúcies,Girona,17009,Arbúcies,4
Arcas,Cuenca,16905,Arcas,0
Arce/Artzi,Navarra,31028,Arce/Artzi,0
Arcediano,Salamanca,37033,Arcediano,0
Arcenillas,Zamora,49010,Arcenillas,0
Archena,Murcia,30009,Archena,12
Árchez,Málaga,29016,Árchez,0
Archidona,Málaga,29017,Archidona,9
Arcicóllar,Toledo,45015,Arcicóllar,1
Arco (El),Salamanca,37034,El Arco,0
Arconada,Palencia,34015,Arconada,0
Arcones,Segovia,40020,Arcones,0
Arcos,Burgos,9023,Arcos,3
Arcos (Los),Navarra,31029,Los Arcos,2
Arcos de Jalón,Soria,42025,Arcos de Jalón,3
Arcos de la Frontera,Cádiz,11006,Arcos de la Frontera,22
Arcos de la Polvorosa,Zamora,49011,Arcos de la Polvorosa,0
Arcos de la Sierra,Cuenca,16022,Arcos de la Sierra,0
Arcos de las Salinas,Teruel,44026,Arcos de las Salinas,0
Ardales,Málaga,29018,Ardales,3
Ardisa,Zaragoza,50033,Ardisa,0
Ardón,León,24006,Ardón,0
Areatza,Bizkaia,48093,Areatza,2
Arellano,Navarra,31030,Arellano,0
Arén,Huesca,22035,Arén,1
Arenal (El),Ávila,5013,El Arenal,1
Arenales de San Gregorio,Ciudad Real,13903,Arenales de San Gregorio,1
Arenas,Málaga,29019,Arenas,3
Arenas de Iguña,Cantabria,39004,Arenas de Iguña,0
Arenas de San Juan,Ciudad Real,13018,Arenas de San Juan,1
Arenas de San Pedro,Ávila,5014,Arenas de San Pedro,7
Arenas del Rey,Granada,18020,Arenas del Rey,2
Arenillas,Soria,42026,Arenillas,0
Arenillas de Riopisuerga,Burgos,9024,Arenillas de Riopisuerga,0
Arens de Lledó,Teruel,44027,Arens de Lledó,0
Arenys de Mar,Barcelona,8006,Arenys de Mar,9
Arenys de Munt,Barcelona,8007,Arenys de Munt,6
Arenzana de Abajo,La Rioja,26015,Arenzana de Abajo,0
Arenzana de Arriba,La Rioja,26016,Arenzana de Arriba,0
Ares,A Coruña,15004,Ares,1
Ares del Maestrat,Castellón,12014,Ares del Maestrat,0
Areso,Navarra,31031,Areso,1
Aretxabaleta,Gipuzkoa,20013,Aretxabaleta,6
Arevalillo,Ávila,5015,Arevalillo,0
Arevalillo de Cega,Segovia,40021,Arevalillo de Cega,0
Arévalo,Ávila,5016,Arévalo,10
Arévalo de la Sierra,Soria,42027,Arévalo de la Sierra,0
Argamasilla de Alba,Ciudad Real,13019,Argamasilla de Alba,7
Argamasilla de Calatrava,Ciudad Real,13020,Argamasilla de Calatrava,5
Arganda del Rey,Madrid,28014,Arganda del Rey,0
Arganza,León,24007,Arganza,0
Argañín,Zamora,49012,Argañín,0
Argavieso,Huesca,22036,Argavieso,0
Argecilla,Guadalajara,19039,Argecilla,0
Argelaguer,Girona,17010,Argelaguer,1
Argelita,Castellón,12015,Argelita,1
Argençola,Barcelona,8008,Argençola,0
Argente,Teruel,44028,Argente,0
Argentera (L'),Tarragona,43017,L' Argentera,0
Argentona,Barcelona,8009,Argentona,8
Argés,Toledo,45016,Argés,4
Argoños,Cantabria,39005,Argoños,1
Arguedas,Navarra,31032,Arguedas,2
Arguis,Huesca,22037,Arguis,0
Arguisuelas,Cuenca,16024,Arguisuelas,0
Argujillo,Zamora,49013,Argujillo,0
Aria,Navarra,31033,Aria,0
Ariany,Illes Balears,7901,Ariany,1
Aribe,Navarra,31034,Aribe,0
Arico,Santa Cruz de Tenerife,38005,Arico,2
Arija,Burgos,9025,Arija,0
Ariño,Teruel,44029,Ariño,1
Ariza,Zaragoza,50034,Ariza,2
Arjona,Jaén,23006,Arjona,12
Arjonilla,Jaén,23007,Arjonilla,5
Arlanzón,Burgos,9026,Arlanzón,0
Armallones,Guadalajara,19040,Armallones,0
Armañanzas,Navarra,31035,Armañanzas,0
Armentera (L'),Girona,17011,L' Armentera,0
Armenteros,Salamanca,37035,Armenteros,1
Armilla,Granada,18021,Armilla,18
Armiñón,Álava,1006,Armiñón,0
Armuña,Segovia,40022,Armuña,0
Armuña de Almanzora,Almería,4018,Armuña de Almanzora,1
Armuña de Tajuña,Guadalajara,19041,Armuña de Tajuña,0
Arnedillo,La Rioja,26017,Arnedillo,1
Arnedo,La Rioja,26018,Arnedo,0
Arnes,Tarragona,43018,Arnes,1
Arnoia (A),Ourense,32003,A Arnoia,0
Arnuero,Cantabria,39006,Arnuero,1
Aroche,Huelva,21008,Aroche,35
Arona,Santa Cruz de Tenerife,38006,Arona,21
Arquillinos,Zamora,49014,Arquillinos,0
Arquillos,Jaén,23008,Arquillos,4
Arrabalde,Zamora,49015,Arrabalde,0
Arraia-Maeztu,Álava,1037,Arraia-Maeztu,2
Arrancacepas,Cuenca,16025,Arrancacepas,0
Arrankudiaga,Bizkaia,48009,Arrankudiaga,2
Arrasate/Mondragón,Gipuzkoa,20055,Arrasate/Mondragón,20
Arratzu,Bizkaia,48914,Arratzu,3
Arratzua-Ubarrundia,Álava,1008,Arratzua-Ubarrundia,0
Arraya de Oca,Burgos,9027,Arraya de Oca,0
Arrecife,Las Palmas,35004,Arrecife,28
Arredondo,Cantabria,39007,Arredondo,0
Arres,Lleida,25031,Arres,0
Arriate,Málaga,29020,Arriate,4
Arrieta,Bizkaia,48010,Arrieta,2
Arrigorriaga,Bizkaia,48011,Arrigorriaga,4
Arroba de los Montes,Ciudad Real,13021,Arroba de los Montes,1
Arróniz,Navarra,31036,Arróniz,1
Arroyo de la Encomienda,Valladolid,47010,Arroyo de la Encomienda,11
Arroyo de la Luz,Cáceres,10021,Arroyo de la Luz,5
Arroyo de las Fraguas,Guadalajara,19042,Arroyo de las Fraguas,0
Arroyo de San Serván,Badajoz,6012,Arroyo de San Serván,2
Arroyo del Ojanco,Jaén,23905,Arroyo del Ojanco,3
Arroyomolinos,Cáceres,10023,Arroyomolinos,1
Arroyomolinos,Madrid,28015,Arroyomolinos,23
Arroyomolinos de la Vera,Cáceres,10022,Arroyomolinos de la Vera,0
Arroyomolinos de León,Huelva,21009,Arroyomolinos de León,2
Arruazu,Navarra,31037,Arruazu,0
Arrúbal,La Rioja,26019,Arrúbal,0
Arsèguel,Lleida,25032,Arsèguel,0
Artà,Illes Balears,7006,Artà,7
Artajona,Navarra,31038,Artajona,3
Artana,Castellón,12016,Artana,3
Artazu,Navarra,31039,Artazu,0
Artea,Bizkaia,48023,Artea,6
Arteixo,A Coruña,15005,Arteixo,169
Artenara,Las Palmas,35005,Artenara,9
Artés,Barcelona,8010,Artés,6
Artesa de Lleida,Lleida,25033,Artesa de Lleida,3
Artesa de Segre,Lleida,25034,Artesa de Segre,4
Artieda,Zaragoza,50035,Artieda,0
Artzentales,Bizkaia,48008,Artzentales,1
Artziniega,Álava,1004,Artziniega,3
Arucas,Las Palmas,35006,Arucas,22
Arzúa,A Coruña,15006,Arzúa,29
Ascó,Tarragona,43019,Ascó,3
Asín,Zaragoza,50036,Asín,0
Aspa,Lleida,25036,Aspa,0
Aspariegos,Zamora,49016,Aspariegos,0
Asparrena,Álava,1009,Asparrena,2
Aspe,Alicante,3019,Aspe,16
Asteasu,Gipuzkoa,20014,Asteasu,2
Astigarraga,Gipuzkoa,20903,Astigarraga,4
Astillero (El),Cantabria,39008,El Astillero,10
Astorga,León,24008,Astorga,13
Astudillo,Palencia,34017,Astudillo,1
Asturianos,Zamora,49017,Asturianos,0
Atajate,Málaga,29021,Atajate,2
Atalaya,Badajoz,6013,Atalaya,0
Atalaya (La),Salamanca,37037,La Atalaya,0
Atalaya del Cañavate,Cuenca,16026,Atalaya del Cañavate,0
Atanzón,Guadalajara,19043,Atanzón,0
Atapuerca,Burgos,9029,Atapuerca,0
Ataquines,Valladolid,47011,Ataquines,1
Atarfe,Granada,18022,Atarfe,19
Ataun,Gipuzkoa,20015,Ataun,2
Atazar (El),Madrid,28016,El Atazar,0
Atea,Zaragoza,50037,Atea,0
Ateca,Zaragoza,50038,Ateca,3
Atez/Atetz,Navarra,31040,Atez/Atetz,0
Atienza,Guadalajara,19044,Atienza,1
Atxondo,Bizkaia,48091,Atxondo,2
Atzeneta d'Albaida,Valencia,46003,Atzeneta d'Albaida,3
Atzeneta del Maestrat,Castellón,12001,Atzeneta del Maestrat,2
Atzúbia (L'),Alicante,3001,L' Atzúbia,0
Aulesti,Bizkaia,48070,Aulesti,0
Auñón,Guadalajara,19045,Auñón,0
Auritz/Burguete,Navarra,31058,Auritz/Burguete,1
Ausejo,La Rioja,26020,Ausejo,2
Ausejo de la Sierra,Soria,42028,Ausejo de la Sierra,0
Ausines (Los),Burgos,9030,Los Ausines,0
Autilla del Pino,Palencia,34018,Autilla del Pino,0
Autillo de Campos,Palencia,34019,Autillo de Campos,0
Autol,La Rioja,26021,Autol,3
Aveinte,Ávila,5017,Aveinte,0
Avellaneda,Ávila,5018,Avellaneda,0
Avellanes i Santa Linya (Les),Lleida,25037,Les Avellanes i Santa Linya,0
Avellanosa de Muñó,Burgos,9032,Avellanosa de Muñó,0
Avià,Barcelona,8011,Avià,3
Ávila,Ávila,5019,Ávila,41
Avilés,Asturias,33004,Avilés,48
Avinyó,Barcelona,8012,Avinyó,4
Avinyonet de Puigventós,Girona,17012,Avinyonet de Puigventós,2
Avinyonet del Penedès,Barcelona,8013,Avinyonet del Penedès,0
Avión,Ourense,32004,Avión,0
Ayala/Aiara,Álava,1010,Ayala/Aiara,3
Ayamonte,Huelva,21010,Ayamonte,14
Ayegui/Aiegi,Navarra,31041,Ayegui/Aiegi,2
Ayerbe,Huesca,22039,Ayerbe,6
Ayllón,Segovia,40024,Ayllón,3
Ayna,Albacete,2011,Ayna,1
Ayódar,Castellón,12017,Ayódar,0
Ayoó de Vidriales,Zamora,49018,Ayoó de Vidriales,1
Ayora,Valencia,46044,Ayora,5
Ayuela,Palencia,34020,Ayuela,0
Azagra,Navarra,31042,Azagra,4
Azaila,Teruel,44031,Azaila,0
Azanuy-Alins,Huesca,22040,Azanuy-Alins,0
Azara,Huesca,22041,Azara,0
Azkoitia,Gipuzkoa,20017,Azkoitia,8
Azlor,Huesca,22042,Azlor,0
Aznalcázar,Sevilla,41012,Aznalcázar,6
Aznalcóllar,Sevilla,41013,Aznalcóllar,7
Azofra,La Rioja,26022,Azofra,0
Azpeitia,Gipuzkoa,20018,Azpeitia,10
Azuaga,Badajoz,6014,Azuaga,8
Azuara,Zaragoza,50039,Azuara,1
Azuébar,Castellón,12018,Azuébar,0
Azuelo,Navarra,31043,Azuelo,0
Azuqueca de Henares,Guadalajara,19046,Azuqueca de Henares,23
Azután,Toledo,45017,Azután,0
Babilafuente,Salamanca,37038,Babilafuente,2
Bacares,Almería,4019,Bacares,8
Badajoz,Badajoz,6015,Badajoz,101
Badalona,Barcelona,8015,Badalona,130
Badarán,La Rioja,26023,Badarán,1
Bádenas,Teruel,44032,Bádenas,0
Badia del Vallès,Barcelona,8904,Badia del Vallès,9
Badolatosa,Sevilla,41014,Badolatosa,6
Badules,Zaragoza,50040,Badules,0
Baélls,Huesca,22043,Baélls,1
Baena,Córdoba,14007,Baena,13
Baeza,Jaén,23009,Baeza,14
Bagà,Barcelona,8016,Bagà,3
Báguena,Teruel,44033,Báguena,0
Bagüés,Zaragoza,50041,Bagüés,0
Bahabón,Valladolid,47012,Bahabón,0
Bahabón de Esgueva,Burgos,9033,Bahabón de Esgueva,0
Baides,Guadalajara,19047,Baides,0
Bailén,Jaén,23010,Bailén,17
Bailo,Huesca,22044,Bailo,0
Baiona,Pontevedra,36003,Baiona,6
Baix Pallars,Lleida,25039,Baix Pallars,12
Bakaiku,Navarra,31044,Bakaiku,0
Bakio,Bizkaia,48012,Bakio,27
Balaguer,Lleida,25040,Balaguer,15
Balanegra,Almería,4904,Balanegra,0
Balazote,Albacete,2012,Balazote,4
Balbases (Los),Burgos,9034,Los Balbases,0
Balboa,León,24009,Balboa,1
Balconchán,Zaragoza,50042,Balconchán,0
Baldellou,Huesca,22045,Baldellou,0
Baleira,Lugo,27004,Baleira,2
Balenyà,Barcelona,8017,Balenyà,0
Baliarrain,Gipuzkoa,20904,Baliarrain,1
Ballestero (El),Albacete,2014,El Ballestero,0
Ballesteros de Calatrava,Ciudad Real,13022,Ballesteros de Calatrava,1
Ballobar,Huesca,22046,Ballobar,2
Balmaseda,Bizkaia,48090,Balmaseda,6
Balones,Alicante,3020,Balones,0
Balsa de Ves,Albacete,2013,Balsa de Ves,0
Balsareny,Barcelona,8018,Balsareny,3
Baltanás,Palencia,34022,Baltanás,1
Baltar,Ourense,32005,Baltar,0
Banastás,Huesca,22047,Banastás,0
Bande,Ourense,32006,Bande,4
Banyalbufar,Illes Balears,7007,Banyalbufar,0
Banyeres de Mariola,Alicante,3021,Banyeres de Mariola,8
Banyeres del Penedès,Tarragona,43020,Banyeres del Penedès,2
Banyoles,Girona,17015,Banyoles,17
Baña (A),A Coruña,15007,A Baña,12
Bañares,La Rioja,26024,Bañares,0
Bañeza (La),León,24010,La Bañeza,7
Bañobárez,Salamanca,37039,Bañobárez,0
Bañón,Teruel,44034,Bañón,0
Baños de Ebro/Mañueta,Álava,1011,Baños de Ebro/Mañueta,0
Baños de la Encina,Jaén,23011,Baños de la Encina,4
Baños de Molgas,Ourense,32007,Baños de Molgas,1
Baños de Montemayor,Cáceres,10024,Baños de Montemayor,1
Baños de Río Tobía,La Rioja,26026,Baños de Río Tobía,3
Baños de Rioja,La Rioja,26025,Baños de Rioja,0
Baños de Tajo,Guadalajara,19048,Baños de Tajo,0
Baños de Valdearados,Burgos,9035,Baños de Valdearados,0
Bañuelos,Guadalajara,19049,Bañuelos,0
Bañuelos de Bureba,Burgos,9036,Bañuelos de Bureba,0
Baquerín de Campos,Palencia,34024,Baquerín de Campos,0
Barajas de Melo,Cuenca,16027,Barajas de Melo,2
Barakaldo,Bizkaia,48013,Barakaldo,0
Baralla,Lugo,27901,Baralla,0
Barañáin/Barañain,Navarra,31901,Barañáin/Barañain,0
Baraona,Soria,42029,Baraona,0
Barásoain,Navarra,31045,Barásoain,1
Barbadás,Ourense,32008,Barbadás,0
Barbadillo,Salamanca,37040,Barbadillo,1
Barbadillo de Herreros,Burgos,9037,Barbadillo de Herreros,0
Barbadillo del Mercado,Burgos,9038,Barbadillo del Mercado,0
Barbadillo del Pez,Burgos,9039,Barbadillo del Pez,0
Barbalos,Salamanca,37041,Barbalos,0
Barbarin,Navarra,31046,Barbarin,0
Barbastro,Huesca,22048,Barbastro,12
Barbate,Cádiz,11007,Barbate,13
Barbens,Lleida,25041,Barbens,2
Barberà de la Conca,Tarragona,43021,Barberà de la Conca,2
Barberà del Vallès,Barcelona,8252,Barberà del Vallès,24
Bárboles,Zaragoza,50043,Bárboles,0
Barbolla,Segovia,40025,Barbolla,0
Barbués,Huesca,22049,Barbués,0
Barbuñales,Huesca,22050,Barbuñales,0
Barca,Soria,42030,Barca,0
Bárcabo,Huesca,22051,Bárcabo,0
Barcarrota,Badajoz,6016,Barcarrota,2
Barcelona,Barcelona,8019,Barcelona,1010
Bárcena de Campos,Palencia,34025,Bárcena de Campos,0
Bárcena de Cicero,Cantabria,39009,Bárcena de Cicero,0
Bárcena de Pie de Concha,Cantabria,39010,Bárcena de Pie de Concha,0
Barceo,Salamanca,37042,Barceo,0
Barchín del Hoyo,Cuenca,16029,Barchín del Hoyo,0
Barcial de la Loma,Valladolid,47013,Barcial de la Loma,0
Barcial del Barco,Zamora,49019,Barcial del Barco,0
Barcience,Toledo,45018,Barcience,1
Barco de Ávila (El),Ávila,5021,El Barco de Ávila,3
Barco de Valdeorras (O),Ourense,32009,O Barco de Valdeorras,0
Barcones,Soria,42031,Barcones,0
Bardallur,Zaragoza,50044,Bardallur,0
Bareyo,Cantabria,39011,Bareyo,1
Bargas,Toledo,45019,Bargas,5
Bargota,Navarra,31047,Bargota,0
Barillas,Navarra,31048,Barillas,0
Barjas,León,24011,Barjas,0
Barlovento,Santa Cruz de Tenerife,38007,Barlovento,2
Baronia de Rialb (La),Lleida,25042,La Baronia de Rialb,0
Barracas,Castellón,12020,Barracas,0
Barrachina,Teruel,44035,Barrachina,0
Barraco (El),Ávila,5022,El Barraco,10
Barrado,Cáceres,10025,Barrado,0
Barrax,Albacete,2015,Barrax,2
Barreiros,Lugo,27005,Barreiros,10
Barrika,Bizkaia,48014,Barrika,2
Barrio de Muñó,Burgos,9041,Barrio de Muñó,0
Barriopedro,Guadalajara,19050,Barriopedro,0
Barrios (Los),Cádiz,11008,Los Barrios,15
Barrios de Bureba (Los),Burgos,9043,Los Barrios de Bureba,0
Barrios de Colina,Burgos,9044,Barrios de Colina,0
Barrios de Luna (Los),León,24012,Los Barrios de Luna,0
Barro,Pontevedra,36002,Barro,0
Barromán,Ávila,5023,Barromán,0
Barruecopardo,Salamanca,37044,Barruecopardo,1
Barruelo de Santullán,Palencia,34027,Barruelo de Santullán,1
Barruelo del Valle,Valladolid,47014,Barruelo del Valle,0
Barrundia,Álava,1013,Barrundia,2
Barx,Valencia,46046,Barx,1
Barxeta,Valencia,46045,Barxeta,3
Basaburua,Navarra,31049,Basaburua,2
Basardilla,Segovia,40026,Basardilla,0
Basauri,Bizkaia,48015,Basauri,21
Bàscara,Girona,17016,Bàscara,2
Basconcillos del Tozo,Burgos,9045,Basconcillos del Tozo,0
Báscones de Ojeda,Palencia,34028,Báscones de Ojeda,0
Bascuñana,Burgos,9046,Bascuñana,0
Bascuñana de San Pedro,Cuenca,16030,Bascuñana de San Pedro,0
Bassella,Lleida,25044,Bassella,0
Bastida (La),Salamanca,37045,La Bastida,0
Batea,Tarragona,43022,Batea,3
Baterno,Badajoz,6017,Baterno,0
Batres,Madrid,28017,Batres,1
Bausen,Lleida,25045,Bausen,0
Bayárcal,Almería,4020,Bayárcal,1
Bayarque,Almería,4021,Bayarque,0
Bayubas de Abajo,Soria,42032,Bayubas de Abajo,0
Bayubas de Arriba,Soria,42033,Bayubas de Arriba,0
Baza,Granada,18023,Baza,22
Baztan,Navarra,31050,Baztan,17
Bea,Teruel,44036,Bea,0
Beade,Ourense,32010,Beade,0
Beamud,Cuenca,16031,Beamud,0
Beariz,Ourense,32011,Beariz,0
Beas,Huelva,21011,Beas,10
Beas de Granada,Granada,18024,Beas de Granada,2
Beas de Guadix,Granada,18025,Beas de Guadix,1
Beas de Segura,Jaén,23012,Beas de Segura,5
Beasain,Gipuzkoa,20019,Beasain,8
Becedas,Ávila,5024,Becedas,0
Becedillas,Ávila,5025,Becedillas,0
Beceite,Teruel,44037,Beceite,1
Becerreá,Lugo,27006,Becerreá,5
Becerril de Campos,Palencia,34029,Becerril de Campos,1
Becerril de la Sierra,Madrid,28018,Becerril de la Sierra,3
Becilla de Valderaduey,Valladolid,47015,Becilla de Valderaduey,1
Bédar,Almería,4022,Bédar,5
Bedia,Bizkaia,48092,Bedia,0
Bedmar y Garcíez,Jaén,23902,Bedmar y Garcíez,0
Begíjar,Jaén,23014,Begíjar,3
Begonte,Lugo,27007,Begonte,3
Begues,Barcelona,8020,Begues,4
Begur,Girona,17013,Begur,2
Beintza-Labaien,Navarra,31137,Beintza-Labaien,0
Beire,Navarra,31051,Beire,1
Beires,Almería,4023,Beires,0
Beizama,Gipuzkoa,20020,Beizama,0
Béjar,Salamanca,37046,Béjar,13
Bejís,Castellón,12022,Bejís,1
Belalcázar,Córdoba,14008,Belalcázar,4
Belascoáin,Navarra,31052,Belascoáin,0
Belauntza,Gipuzkoa,20021,Belauntza,0
Belbimbre,Burgos,9047,Belbimbre,0
Belchite,Zaragoza,50045,Belchite,4
Beleña,Salamanca,37047,Beleña,0
Bèlgida,Valencia,46047,Bèlgida,2
Belianes,Lleida,25046,Belianes,2
Belinchón,Cuenca,16032,Belinchón,0
Bell-lloc d'Urgell,Lleida,25048,Bell-lloc d'Urgell,0
Bellaguarda,Lleida,25170,Bellaguarda,1
Bellcaire d'Empordà,Girona,17018,Bellcaire d'Empordà,2
Bellcaire d'Urgell,Lleida,25047,Bellcaire d'Urgell,3
Bellmunt d'Urgell,Lleida,25049,Bellmunt d'Urgell,1
Bellmunt del Priorat,Tarragona,43023,Bellmunt del Priorat,1
Bello,Teruel,44039,Bello,0
Bellprat,Barcelona,8021,Bellprat,0
Bellpuig,Lleida,25050,Bellpuig,5
Bellreguard,Valencia,46048,Bellreguard,5
Bellús,Valencia,46049,Bellús,1
Bellvei,Tarragona,43024,Bellvei,0
Bellver de Cerdanya,Lleida,25051,Bellver de Cerdanya,2
Bellvís,Lleida,25052,Bellvís,2
Belmez,Córdoba,14009,Belmez,4
Bélmez de la Moraleda,Jaén,23015,Bélmez de la Moraleda,3
Belmonte,Cuenca,16033,Belmonte,3
Belmonte de Campos,Palencia,34031,Belmonte de Campos,0
Belmonte de Gracián,Zaragoza,50046,Belmonte de Gracián,0
Belmonte de Miranda,Asturias,33005,Belmonte de Miranda,0
Belmonte de San José,Teruel,44038,Belmonte de San José,0
Belmonte de Tajo,Madrid,28019,Belmonte de Tajo,3
Belmontejo,Cuenca,16034,Belmontejo,0
Belorado,Burgos,9048,Belorado,2
Belver de Cinca,Huesca,22052,Belver de Cinca,2
Belver de los Montes,Zamora,49020,Belver de los Montes,0
Belvís de la Jara,Toledo,45020,Belvís de la Jara,3
Belvís de Monroy,Cáceres,10026,Belvís de Monroy,0
Bembibre,León,24014,Bembibre,0
Benabarre,Huesca,22053,Benabarre,2
Benacazón,Sevilla,41015,Benacazón,7
