municipio,provincia,municipio_nombre_humano,codigo_INE
Anchuras,Ciudad Real,Anchuras,13017
Ancín/Antzin,Navarra,Ancín/Antzin,31014
Andavías,Zamora,Andavías,49009
Andilla,Valencia,Andilla,46038
Andoain,Gipuzkoa,Andoain,20009
Andorra,Teruel,Andorra,44025
Andosilla,Navarra,Andosilla,31015
Andratx,Illes Balears,Andratx,7005
Andújar,Jaén,Andújar,23005
Anento,Zaragoza,Anento,50028
Anglès,Girona,Anglès,17008
Anglesola,Lleida,Anglesola,25027
Angón,Guadalajara,Angón,19031
Anguciana,La Rioja,Anguciana,26013
Angüés,Huesca,Angüés,22027
Anguiano,La Rioja,Anguiano,26014
Anguita,Guadalajara,Anguita,19032
Anguix,Burgos,Anguix,9017
Anievas,Cantabria,Anievas,39003
Aniñón,Zaragoza,Aniñón,50029
Anna,Valencia,Anna,46039
Anoeta,Gipuzkoa,Anoeta,20010
Anquela del Ducado,Guadalajara,Anquela del Ducado,19033
Anquela del Pedregal,Guadalajara,Anquela del Pedregal,19034
Ansó,Huesca,Ansó,22028
Ansoáin/Antsoain,Navarra,Ansoáin/Antsoain,31016
Antas,Almería,Antas,4016
Antas de Ulla,Lugo,Antas de Ulla,27003
Antella,Valencia,Antella,46040
Antequera,Málaga,Antequera,29015
Antigua,Las Palmas,Antigua,35003
Antigua (La),León,La Antigua,24005
Antigüedad,Palencia,Antigüedad,34012
Antillón,Huesca,Antillón,22029
Antzuola,Gipuzkoa,Antzuola,20011
Anue,Navarra,Anue,31017
Añana,Álava,Añana,1049
Añe,Segovia,Añe,40018
Añón de Moncayo,Zaragoza,Añón de Moncayo,50030
Añora,Córdoba,Añora,14006
Añorbe,Navarra,Añorbe,31018
Añover de Tajo,Toledo,Añover de Tajo,45014
Añover de Tormes,Salamanca,Añover de Tormes,37030
Aoiz/Agoitz,Navarra,Aoiz/Agoitz,31019
Arabayona de Mógica,Salamanca,Arabayona de Mógica,37031
Aracena,Huelva,Aracena,21007
Arafo,Santa Cruz de Tenerife,Arafo,38004
Aragüés del Puerto,Huesca,Aragüés del Puerto,22032
Arahal,Sevilla,Arahal,41011
Arahuetes,Segovia,Arahuetes,40019
Araitz,Navarra,Araitz,31020
Arakaldo,Bizkaia,Arakaldo,48005
Arakil,Navarra,Arakil,31025
Arama,Gipuzkoa,Arama,20012
Aramaio,Álava,Aramaio,1003
Aranarache/Aranaratxe,Navarra,Aranarache/Aranaratxe,31021
Arancón,Soria,Arancón,42024
Aranda de Duero,Burgos,Aranda de Duero,9018
Aranda de Moncayo,Zaragoza,Aranda de Moncayo,50031
Arándiga,Zaragoza,Arándiga,50032
Arandilla,Burgos,Arandilla,9019
Arandilla del Arroyo,Cuenca,Arandilla del Arroyo,16020
Aranga,A Coruña,Aranga,15003
Aranguren,Navarra,Aranguren,31023
Aranjuez,Madrid,Aranjuez,28013
Arano,Navarra,Arano,31024
Arantza,Navarra,Arantza,31022
Arantzazu,Bizkaia,Arantzazu,48006
Aranzueque,Guadalajara,Aranzueque,19036
Arañuel,Castellón,Arañuel,12013
Arapiles,Salamanca,Arapiles,37032
Aras,Navarra,Aras,31026
Aras de los Olmos,Valencia,Aras de los Olmos,46041
Arauzo de Miel,Burgos,Arauzo de Miel,9020
Arauzo de Salce,Burgos,Arauzo de Salce,9021
Arauzo de Torre,Burgos,Arauzo de Torre,9022
Arbancón,Guadalajara,Arbancón,19037
Arbeca,Lleida,Arbeca,25029
Arbeteta,Guadalajara,Arbeteta,19038
Arbizu,Navarra,Arbizu,31027
Arbo,Pontevedra,Arbo,36001
Arboç (L'),Tarragona,L' Arboç,43016
Arboleas,Almería,Arboleas,4017
Arbolí,Tarragona,Arbolí,43015
Arbúcies,Girona,Arbúcies,17009
Arcas,Cuenca,Arcas,16905
Arce/Artzi,Navarra,Arce/Artzi,31028
Arcediano,Salamanca,Arcediano,37033
Arcenillas,Zamora,Arcenillas,49010
Archena,Murcia,Archena,30009
Árchez,Málaga,Árchez,29016
Archidona,Málaga,Archidona,29017
Arcicóllar,Toledo,Arcicóllar,45015
Arco (El),Salamanca,El Arco,37034
Arconada,Palencia,Arconada,34015
Arcones,Segovia,Arcones,40020
Arcos,Burgos,Arcos,9023
Arcos (Los),Navarra,Los Arcos,31029
Arcos de Jalón,Soria,Arcos de Jalón,42025
Arcos de la Frontera,Cádiz,Arcos de la Frontera,11006
Arcos de la Polvorosa,Zamora,Arcos de la Polvorosa,49011
Arcos de la Sierra,Cuenca,Arcos de la Sierra,16022
Arcos de las Salinas,Teruel,Arcos de las Salinas,44026
Ardales,Málaga,Ardales,29018
Ardisa,Zaragoza,Ardisa,50033
Ardón,León,Ardón,24006
Areatza,Bizkaia,Areatza,48093
Arellano,Navarra,Arellano,31030
Arén,Huesca,Arén,22035
Arenal (El),Ávila,El Arenal,5013
Arenales de San Gregorio,Ciudad Real,Arenales de San Gregorio,13903
Arenas,Málaga,Arenas,29019
Arenas de Iguña,Cantabria,Arenas de Iguña,39004
Arenas de San Juan,Ciudad Real,Arenas de San Juan,13018
Arenas de San Pedro,Ávila,Arenas de San Pedro,5014
Arenas del Rey,Granada,Arenas del Rey,18020
Arenillas,Soria,Arenillas,42026
Arenillas de Riopisuerga,Burgos,Arenillas de Riopisuerga,9024
Arens de Lledó,Teruel,Arens de Lledó,44027
Arenys de Mar,Barcelona,Arenys de Mar,8006
Arenys de Munt,Barcelona,Arenys de Munt,8007
Arenzana de Abajo,La Rioja,Arenzana de Abajo,26015
Arenzana de Arriba,La Rioja,Arenzana de Arriba,26016
Ares,A Coruña,Ares,15004
Ares del Maestrat,Castellón,Ares del Maestrat,12014
Areso,Navarra,Areso,31031
Aretxabaleta,Gipuzkoa,Aretxabaleta,20013
Arevalillo,Ávila,Arevalillo,5015
Arevalillo de Cega,Segovia,Arevalillo de Cega,40021
Arévalo,Ávila,Arévalo,5016
Arévalo de la Sierra,Soria,Arévalo de la Sierra,42027
Argamasilla de Alba,Ciudad Real,Argamasilla de Alba,13019
Argamasilla de Calatrava,Ciudad Real,Argamasilla de Calatrava,13020
Arganda del Rey,Madrid,Arganda del Rey,28014
Arganza,León,Arganza,24007
Argañín,Zamora,Argañín,49012
Argavieso,Huesca,Argavieso,22036
Argecilla,Guadalajara,Argecilla,19039
Argelaguer,Girona,Argelaguer,17010
Argelita,Castellón,Argelita,12015
Argençola,Barcelona,Argençola,8008
Argente,Teruel,Argente,44028
Argentera (L'),Tarragona,L' Argentera,43017
Argentona,Barcelona,Argentona,8009
Argés,Toledo,Argés,45016
Argoños,Cantabria,Argoños,39005
Arguedas,Navarra,Arguedas,31032
Arguis,Huesca,Arguis,22037
Arguisuelas,Cuenca,Arguisuelas,16024
Argujillo,Zamora,Argujillo,49013
Aria,Navarra,Aria,31033
Ariany,Illes Balears,Ariany,7901
Aribe,Navarra,Aribe,31034
Arico,Santa Cruz de Tenerife,Arico,38005
Arija,Burgos,Arija,9025
Ariño,Teruel,Ariño,44029
Ariza,Zaragoza,Ariza,50034
Arjona,Jaén,Arjona,23006
Arjonilla,Jaén,Arjonilla,23007
Arlanzón,Burgos,Arlanzón,9026
Armallones,Guadalajara,Armallones,19040
Armañanzas,Navarra,Armañanzas,31035
Armentera (L'),Girona,L' Armentera,17011
Armenteros,Salamanca,Armenteros,37035
Armilla,Granada,Armilla,18021
Armiñón,Álava,Armiñón,1006
Armuña,Segovia,Armuña,40022
Armuña de Almanzora,Almería,Armuña de Almanzora,4018
Armuña de Tajuña,Guadalajara,Armuña de Tajuña,19041
Arnedillo,La Rioja,Arnedillo,26017
Arnedo,La Rioja,Arnedo,26018
Arnes,Tarragona,Arnes,43018
Arnoia (A),Ourense,A Arnoia,32003
Arnuero,Cantabria,Arnuero,39006
Aroche,Huelva,Aroche,21008
Arona,Santa Cruz de Tenerife,Arona,38006
Arquillinos,Zamora,Arquillinos,49014
Arquillos,Jaén,Arquillos,23008
Arrabalde,Zamora,Arrabalde,49015
Arraia-Maeztu,Álava,Arraia-Maeztu,1037
Arrancacepas,Cuenca,Arrancacepas,16025
Arrankudiaga,Bizkaia,Arrankudiaga,48009
Arrasate/Mondragón,Gipuzkoa,Arrasate/Mondragón,20055
Arratzu,Bizkaia,Arratzu,48914
Arratzua-Ubarrundia,Álava,Arratzua-Ubarrundia,1008
Arraya de Oca,Burgos,Arraya de Oca,9027
Arrecife,Las Palmas,Arrecife,35004
Arredondo,Cantabria,Arredondo,39007
Arres,Lleida,Arres,25031
Arriate,Málaga,Arriate,29020
Arrieta,Bizkaia,Arrieta,48010
Arrigorriaga,Bizkaia,Arrigorriaga,48011
Arroba de los Montes,Ciudad Real,Arroba de los Montes,13021
Arróniz,Navarra,Arróniz,31036
Arroyo de la Encomienda,Valladolid,Arroyo de la Encomienda,47010
Arroyo de la Luz,Cáceres,Arroyo de la Luz,10021
Arroyo de las Fraguas,Guadalajara,Arroyo de las Fraguas,19042
Arroyo de San Serván,Badajoz,Arroyo de San Serván,6012
Arroyo del Ojanco,Jaén,Arroyo del Ojanco,23905
Arroyomolinos,Madrid,Arroyomolinos,10023
Arroyomolinos,Cáceres,Arroyomolinos,28015
Arroyomolinos de la Vera,Cáceres,Arroyomolinos de la Vera,10022
Arroyomolinos de León,Huelva,Arroyomolinos de León,21009
Arruazu,Navarra,Arruazu,31037
Arrúbal,La Rioja,Arrúbal,26019
Arsèguel,Lleida,Arsèguel,25032
Artà,Illes Balears,Artà,7006
Artajona,Navarra,Artajona,31038
Artana,Castellón,Artana,12016
Artazu,Navarra,Artazu,31039
Artea,Bizkaia,Artea,48023
Arteixo,A Coruña,Arteixo,15005
Artenara,Las Palmas,Artenara,35005
Artés,Barcelona,Artés,8010
Artesa de Lleida,Lleida,Artesa de Lleida,25033
Artesa de Segre,Lleida,Artesa de Segre,25034
Artieda,Zaragoza,Artieda,50035
Artzentales,Bizkaia,Artzentales,48008
Artziniega,Álava,Artziniega,1004
Arucas,Las Palmas,Arucas,35006
Arzúa,A Coruña,Arzúa,15006
Ascó,Tarragona,Ascó,43019
Asín,Zaragoza,Asín,50036
Aspa,Lleida,Aspa,25036
Aspariegos,Zamora,Aspariegos,49016
Asparrena,Álava,Asparrena,1009
Aspe,Alicante,Aspe,3019
Asteasu,Gipuzkoa,Asteasu,20014
Astigarraga,Gipuzkoa,Astigarraga,20903
Astillero (El),Cantabria,El Astillero,39008
Astorga,León,Astorga,24008
Astudillo,Palencia,Astudillo,34017
Asturianos,Zamora,Asturianos,49017
Atajate,Málaga,Atajate,29021
Atalaya,Badajoz,Atalaya,6013
Atalaya (La),Salamanca,La Atalaya,37037
Atalaya del Cañavate,Cuenca,Atalaya del Cañavate,16026
Atanzón,Guadalajara,Atanzón,19043
Atapuerca,Burgos,Atapuerca,9029
Ataquines,Valladolid,Ataquines,47011
Atarfe,Granada,Atarfe,18022
Ataun,Gipuzkoa,Ataun,20015
Atazar (El),Madrid,El Atazar,28016
Atea,Zaragoza,Atea,50037
Ateca,Zaragoza,Ateca,50038
Atez/Atetz,Navarra,Atez/Atetz,31040
Atienza,Guadalajara,Atienza,19044
Atxondo,Bizkaia,Atxondo,48091
Atzeneta d'Albaida,Valencia,Atzeneta d'Albaida,46003
Atzeneta del Maestrat,Castellón,Atzeneta del Maestrat,12001
Atzúbia (l'),Alicante,L' Atzúbia,3001
Aulesti,Bizkaia,Aulesti,48070
Auñón,Guadalajara,Auñón,19045
Auritz/Burguete,Navarra,Auritz/Burguete,31058
Ausejo,La Rioja,Ausejo,26020
Ausejo de la Sierra,Soria,Ausejo de la Sierra,42028
Ausines (Los),Burgos,Los Ausines,9030
Autilla del Pino,Palencia,Autilla del Pino,34018
Autillo de Campos,Palencia,Autillo de Campos,34019
Autol,La Rioja,Autol,26021
Aveinte,Ávila,Aveinte,5017
Avellaneda,Ávila,Avellaneda,5018
Avellanes i Santa Linya (Les),Lleida,Les Avellanes i Santa Linya,25037
Avellanosa de Muñó,Burgos,Avellanosa de Muñó,9032
Avià,Barcelona,Avià,8011
Ávila,Ávila,Ávila,5019
Avilés,Asturias,Avilés,33004
Avinyó,Barcelona,Avinyó,8012
Avinyonet de Puigventós,Girona,Avinyonet de Puigventós,17012
Avinyonet del Penedès,Barcelona,Avinyonet del Penedès,8013
Avión,Ourense,Avión,32004
Ayala/Aiara,Álava,Ayala/Aiara,1010
Ayamonte,Huelva,Ayamonte,21010
Ayegui/Aiegi,Navarra,Ayegui/Aiegi,31041
Ayerbe,Huesca,Ayerbe,22039
Ayllón,Segovia,Ayllón,40024
Ayna,Albacete,Ayna,2011
Ayódar,Castellón,Ayódar,12017
Ayoó de Vidriales,Zamora,Ayoó de Vidriales,49018
Ayora,Valencia,Ayora,46044
Ayuela,Palencia,Ayuela,34020
Azagra,Navarra,Azagra,31042
Azaila,Teruel,Azaila,44031
Azanuy-Alins,Huesca,Azanuy-Alins,22040
Azara,Huesca,Azara,22041
Azkoitia,Gipuzkoa,Azkoitia,20017
Azlor,Huesca,Azlor,22042
Aznalcázar,Sevilla,Aznalcázar,41012
Aznalcóllar,Sevilla,Aznalcóllar,41013
Azofra,La Rioja,Azofra,26022
Azpeitia,Gipuzkoa,Azpeitia,20018
Azuaga,Badajoz,Azuaga,6014
Azuara,Zaragoza,Azuara,50039
Azuébar,Castellón,Azuébar,12018
Azuelo,Navarra,Azuelo,31043
Azuqueca de Henares,Guadalajara,Azuqueca de Henares,19046
Azután,Toledo,Azután,45017
Babilafuente,Salamanca,Babilafuente,37038
Bacares,Almería,Bacares,4019
Badajoz,Badajoz,Badajoz,6015
Badalona,Barcelona,Badalona,8015
Badarán,La Rioja,Badarán,26023
Bádenas,Teruel,Bádenas,44032
Badia del Vallès,Barcelona,Badia del Vallès,8904
Badolatosa,Sevilla,Badolatosa,41014
Badules,Zaragoza,Badules,50040
Baélls,Huesca,Baélls,22043
Baena,Córdoba,Baena,14007
Baeza,Jaén,Baeza,23009
Bagà,Barcelona,Bagà,8016
Báguena,Teruel,Báguena,44033
Bagüés,Zaragoza,Bagüés,50041
Bahabón,Valladolid,Bahabón,47012
Bahabón de Esgueva,Burgos,Bahabón de Esgueva,9033
Baides,Guadalajara,Baides,19047
Bailén,Jaén,Bailén,23010
Bailo,Huesca,Bailo,22044
Baiona,Pontevedra,Baiona,36003
Baix Pallars,Lleida,Baix Pallars,25039
Bakaiku,Navarra,Bakaiku,31044
Bakio,Bizkaia,Bakio,48012
Balaguer,Lleida,Balaguer,25040
Balanegra,Almería,Balanegra,4904
Balazote,Albacete,Balazote,2012
Balbases (Los),Burgos,Los Balbases,9034
Balboa,León,Balboa,24009
Balconchán,Zaragoza,Balconchán,50042
Baldellou,Huesca,Baldellou,22045
Baleira,Lugo,Baleira,27004
Balenyà,Barcelona,Balenyà,8017
Baliarrain,Gipuzkoa,Baliarrain,20904
Ballestero (El),Albacete,El Ballestero,2014
Ballesteros de Calatrava,Ciudad Real,Ballesteros de Calatrava,13022
Ballobar,Huesca,Ballobar,22046
Balmaseda,Bizkaia,Balmaseda,48090
Balones,Alicante,Balones,3020
Balsa de Ves,Albacete,Balsa de Ves,2013
Balsareny,Barcelona,Balsareny,8018
Baltanás,Palencia,Baltanás,34022
Baltar,Ourense,Baltar,32005
Banastás,Huesca,Banastás,22047
Bande,Ourense,Bande,32006
Banyalbufar,Illes Balears,Banyalbufar,7007
Banyeres de Mariola,Alicante,Banyeres de Mariola,3021
Banyeres del Penedès,Tarragona,Banyeres del Penedès,43020
Banyoles,Girona,Banyoles,17015
Baña (A),A Coruña,A Baña,15007
Bañares,La Rioja,Bañares,26024
Bañeza (La),León,La Bañeza,24010
Bañobárez,Salamanca,Bañobárez,37039
Bañón,Teruel,Bañón,44034
Baños de Ebro/Mañueta,Álava,Baños de Ebro/Mañueta,1011
Baños de la Encina,Jaén,Baños de la Encina,23011
Baños de Molgas,Ourense,Baños de Molgas,32007
Baños de Montemayor,Cáceres,Baños de Montemayor,10024
Baños de Río Tobía,La Rioja,Baños de Río Tobía,26026
Baños de Rioja,La Rioja,Baños de Rioja,26025
Baños de Tajo,Guadalajara,Baños de Tajo,19048
Baños de Valdearados,Burgos,Baños de Valdearados,9035
Bañuelos,Guadalajara,Bañuelos,19049
Bañuelos de Bureba,Burgos,Bañuelos de Bureba,9036
Baquerín de Campos,Palencia,Baquerín de Campos,34024
Barajas de Melo,Cuenca,Barajas de Melo,16027
Barakaldo,Bizkaia,Barakaldo,48013
Baralla,Lugo,Baralla,27901
Barañáin/Barañain,Navarra,Barañáin/Barañain,31901
Baraona,Soria,Baraona,42029
Barásoain,Navarra,Barásoain,31045
Barbadás,Ourense,Barbadás,32008
Barbadillo,Salamanca,Barbadillo,37040
Barbadillo de Herreros,Burgos,Barbadillo de Herreros,9037
Barbadillo del Mercado,Burgos,Barbadillo del Mercado,9038
Barbadillo del Pez,Burgos,Barbadillo del Pez,9039
Barbalos,Salamanca,Barbalos,37041
Barbarin,Navarra,Barbarin,31046
Barbastro,Huesca,Barbastro,22048
Barbate,Cádiz,Barbate,11007
Barbens,Lleida,Barbens,25041
Barberà de la Conca,Tarragona,Barberà de la Conca,43021
Barberà del Vallès,Barcelona,Barberà del Vallès,8252
Bárboles,Zaragoza,Bárboles,50043
Barbolla,Segovia,Barbolla,40025
Barbués,Huesca,Barbués,22049
Barbuñales,Huesca,Barbuñales,22050
Barca,Soria,Barca,42030
Bárcabo,Huesca,Bárcabo,22051
Barcarrota,Badajoz,Barcarrota,6016
Barcelona,Barcelona,Barcelona,8019
Bárcena de Campos,Palencia,Bárcena de Campos,34025
Bárcena de Cicero,Cantabria,Bárcena de Cicero,39009
Bárcena de Pie de Concha,Cantabria,Bárcena de Pie de Concha,39010
Barceo,Salamanca,Barceo,37042
Barchín del Hoyo,Cuenca,Barchín del Hoyo,16029
Barcial de la Loma,Valladolid,Barcial de la Loma,47013
Barcial del Barco,Zamora,Barcial del Barco,49019
Barcience,Toledo,Barcience,45018
Barco de Ávila (El),Ávila,El Barco de Ávila,5021
Barco de Valdeorras (O),Ourense,O Barco de Valdeorras,32009
Barcones,Soria,Barcones,42031
Bardallur,Zaragoza,Bardallur,50044
Bareyo,Cantabria,Bareyo,39011
Bargas,Toledo,Bargas,45019
Bargota,Navarra,Bargota,31047
Barillas,Navarra,Barillas,31048
Barjas,León,Barjas,24011
Barlovento,Santa Cruz de Tenerife,Barlovento,38007
Baronia de Rialb (La),Lleida,La Baronia de Rialb,25042
Barracas,Castellón,Barracas,12020
Barrachina,Teruel,Barrachina,44035
Barraco (El),Ávila,El Barraco,5022
Barrado,Cáceres,Barrado,10025
Barrax,Albacete,Barrax,2015
Barreiros,Lugo,Barreiros,27005
Barrika,Bizkaia,Barrika,48014
Barrio de Muñó,Burgos,Barrio de Muñó,9041
Barriopedro,Guadalajara,Barriopedro,19050
Barrios (Los),Cádiz,Los Barrios,11008
Barrios de Bureba (Los),Burgos,Los Barrios de Bureba,9043
Barrios de Colina,Burgos,Barrios de Colina,9044
Barrios de Luna (Los),León,Los Barrios de Luna,24012
Barro,Pontevedra,Barro,36002
Barromán,Ávila,Barromán,5023
Barruecopardo,Salamanca,Barruecopardo,37044
Barruelo de Santullán,Palencia,Barruelo de Santullán,34027
Barruelo del Valle,Valladolid,Barruelo del Valle,47014
Barrundia,Álava,Barrundia,1013
Barx,Valencia,Barx,46046
Barxeta,Valencia,Barxeta,46045
Basaburua,Navarra,Basaburua,31049
Basardilla,Segovia,Basardilla,40026
Basauri,Bizkaia,Basauri,48015
Bàscara,Girona,Bàscara,17016
Basconcillos del Tozo,Burgos,Basconcillos del Tozo,9045
Báscones de Ojeda,Palencia,Báscones de Ojeda,34028
Bascuñana,Burgos,Bascuñana,9046
Bascuñana de San Pedro,Cuenca,Bascuñana de San Pedro,16030
Bassella,Lleida,Bassella,25044
Bastida (La),Salamanca,La Bastida,37045
Batea,Tarragona,Batea,43022
Baterno,Badajoz,Baterno,6017
Batres,Madrid,Batres,28017
Bausen,Lleida,Bausen,25045
Bayárcal,Almería,Bayárcal,4020
Bayarque,Almería,Bayarque,4021
Bayubas de Abajo,Soria,Bayubas de Abajo,42032
Bayubas de Arriba,Soria,Bayubas de Arriba,42033
Baza,Granada,Baza,18023
Baztan,Navarra,Baztan,31050
Bea,Teruel,Bea,44036
Beade,Ourense,Beade,32010
Beamud,Cuenca,Beamud,16031
Beariz,Ourense,Beariz,32011
Beas,Huelva,Beas,21011
Beas de Granada,Granada,Beas de Granada,18024
Beas de Guadix,Granada,Beas de Guadix,18025
Beas de Segura,Jaén,Beas de Segura,23012
Beasain,Gipuzkoa,Beasain,20019
Becedas,Ávila,Becedas,5024
Becedillas,Ávila,Becedillas,5025
Beceite,Teruel,Beceite,44037
Becerreá,Lugo,Becerreá,27006
Becerril de Campos,Palencia,Becerril de Campos,34029
Becerril de la Sierra,Madrid,Becerril de la Sierra,28018
Becilla de Valderaduey,Valladolid,Becilla de Valderaduey,47015
Bédar,Almería,Bédar,4022
Bedia,Bizkaia,Bedia,48092
Bedmar y Garcíez,Jaén,Bedmar y Garcíez,23902
Begíjar,Jaén,Begíjar,23014
Begonte,Lugo,Begonte,27007
Begues,Barcelona,Begues,8020
Begur,Girona,Begur,17013
Beintza-Labaien,Navarra,Beintza-Labaien,31137
Beire,Navarra,Beire,31051
Beires,Almería,Beires,4023
Beizama,Gipuzkoa,Beizama,20020
Béjar,Salamanca,Béjar,37046
Bejís,Castellón,Bejís,12022
Belalcázar,Córdoba,Belalcázar,14008
Belascoáin,Navarra,Belascoáin,31052
Belauntza,Gipuzkoa,Belauntza,20021
Belbimbre,Burgos,Belbimbre,9047
Belchite,Zaragoza,Belchite,50045
Beleña,Salamanca,Beleña,37047
Bèlgida,Valencia,Bèlgida,46047
Belianes,Lleida,Belianes,25046
Belinchón,Cuenca,Belinchón,16032
Bell-lloc d'Urgell,Lleida,Bell-lloc d'Urgell,25048
Bellaguarda,Lleida,Bellaguarda,25170
Bellcaire d'Empordà,Girona,Bellcaire d'Empordà,17018
Bellcaire d'Urgell,Lleida,Bellcaire d'Urgell,25047
Bellmunt d'Urgell,Lleida,Bellmunt d'Urgell,25049
Bellmunt del Priorat,Tarragona,Bellmunt del Priorat,43023
Bello,Teruel,Bello,44039
Bellprat,Barcelona,Bellprat,8021
Bellpuig,Lleida,Bellpuig,25050
Bellreguard,Valencia,Bellreguard,46048
Bellús,Valencia,Bellús,46049
Bellvei,Tarragona,Bellvei,43024
Bellver de Cerdanya,Lleida,Bellver de Cerdanya,25051
Bellvís,Lleida,Bellvís,25052
Belmez,Córdoba,Belmez,14009
Bélmez de la Moraleda,Jaén,Bélmez de la Moraleda,23015
Belmonte,Cuenca,Belmonte,16033
Belmonte de Campos,Palencia,Belmonte de Campos,34031
Belmonte de Gracián,Zaragoza,Belmonte de Gracián,50046
Belmonte de Miranda,Asturias,Belmonte de Miranda,33005
Belmonte de San José,Teruel,Belmonte de San José,44038
Belmonte de Tajo,Madrid,Belmonte de Tajo,28019
Belmontejo,Cuenca,Belmontejo,16034
Belorado,Burgos,Belorado,9048
Belver de Cinca,Huesca,Belver de Cinca,22052
Belver de los Montes,Zamora,Belver de los Montes,49020
Belvís de la Jara,Toledo,Belvís de la Jara,45020
Belvís de Monroy,Cáceres,Belvís de Monroy,10026
Bembibre,León,Bembibre,24014
Benabarre,Huesca,Benabarre,22053
Benacazón,Sevilla,Benacazón,41015
Benadalid,Málaga,Benadalid,29022
Benafarces,Valladolid,Benafarces,47016
Benafer,Castellón,Benafer,12024
Benafigos,Castellón,Benafigos,12025
Benagéber,Valencia,Benagéber,46050
Benaguasil,Valencia,Benaguasil,46051
Benahadux,Almería,Benahadux,4024
Benahavís,Málaga,Benahavís,29023
Benalauría,Málaga,Benalauría,29024
Benalmádena,Málaga,Benalmádena,29025
Benalúa,Granada,Benalúa,18027
Benalúa de las Villas,Granada,Benalúa de las Villas,18028
Benalup-Casas Viejas,Cádiz,Benalup-Casas Viejas,11901
Benamargosa,Málaga,Benamargosa,29026
Benamaurel,Granada,Benamaurel,18029
Benamejí,Córdoba,Benamejí,14010
Benamocarra,Málaga,Benamocarra,29027
Benaocaz,Cádiz,Benaocaz,11009
Benaoján,Málaga,Benaoján,29028
Benarrabá,Málaga,Benarrabá,29029
Benasau,Alicante,Benasau,3022
Benasque,Huesca,Benasque,22054
Benassal,Castellón,Benassal,12026
Benatae,Jaén,Benatae,23016
Benavent de Segrià,Lleida,Benavent de Segrià,25053
Benavente,Zamora,Benavente,49021
Benavides,León,Benavides,24015
Benavites,Valencia,Benavites,46052
Benegiles,Zamora,Benegiles,49022
Beneixama,Alicante,Beneixama,3023
Beneixida,Valencia,Beneixida,46053
Benejúzar,Alicante,Benejúzar,3024
Benetússer,Valencia,Benetússer,46054
Benferri,Alicante,Benferri,3025
Beniarbeig,Alicante,Beniarbeig,3026
Beniardá,Alicante,Beniardá,3027
Beniarjó,Valencia,Beniarjó,46055
Beniarrés,Alicante,Beniarrés,3028
Beniatjar,Valencia,Beniatjar,46056
Benicarló,Castellón,Benicarló,12027
Benicasim/Benicàssim,Castellón,Benicasim/Benicàssim,12028
Benicolet,Valencia,Benicolet,46057
Benicull de Xúquer,Valencia,Benicull de Xúquer,46904
Benidoleig,Alicante,Benidoleig,3030
Benidorm,Alicante,Benidorm,3031
Beniel,Murcia,Beniel,30010
Benifaió,Valencia,Benifaió,46060
Benifairó de la Valldigna,Valencia,Benifairó de la Valldigna,46059
Benifairó de les Valls,Valencia,Benifairó de les Valls,46058
Benifallet,Tarragona,Benifallet,43025
Benifallim,Alicante,Benifallim,3032
Benifato,Alicante,Benifato,3033
Beniflá,Valencia,Beniflá,46061
Benigànim,Valencia,Benigànim,46062
Benigembla,Alicante,Benigembla,3029
Benijófar,Alicante,Benijófar,3034
Benilloba,Alicante,Benilloba,3035
Benillup,Alicante,Benillup,3036
Benimantell,Alicante,Benimantell,3037
Benimarfull,Alicante,Benimarfull,3038
Benimassot,Alicante,Benimassot,3039
Benimeli,Alicante,Benimeli,3040
Benimodo,Valencia,Benimodo,46063
Benimuslem,Valencia,Benimuslem,46064
Beniparrell,Valencia,Beniparrell,46065
Benirredrà,Valencia,Benirredrà,46066
Benissa,Alicante,Benissa,3041
Benissanet,Tarragona,Benissanet,43026
Benissanó,Valencia,Benissanó,46067
Benissoda,Valencia,Benissoda,46068
Benissuera,Valencia,Benissuera,46069
Benitachell/Poble Nou de Benitatxell (el),Alicante,El Benitachell/Poble Nou de Benitatxell,3042
