municipio,provincia,municipio_nombre_humano,precio_m2_venta,num_casas_venta
Montornès del Vallès,Barcelona,Montornès del Vallès,1757.1,101
Montoro,Córdoba,Montoro,1183.19,87
Montroi/Montroy,Valencia,Montroi,-,-
Montseny,Barcelona,Montseny,1851.54,7
Montserrat,Valencia,Montserrat,1086.87,233
Montuïri,Illes Balears,Montuïri,858.99,41
Monturque,Córdoba,Monturque,282.82,32
Monzón,Huesca,Monzón,871.78,98
Monzón de Campos,Palencia,Monzón de Campos,480.49,11
Mora,Toledo,Mora,309.52,55
Móra d'Ebre,Tarragona,Móra d'Ebre,-,-
Mora de Rubielos,Teruel,Mora de Rubielos,1305.0,53
Móra la Nova,Tarragona,Móra la Nova,-,-
Moradillo de Roa,Burgos,Moradillo de Roa,0,0
Moral de Calatrava,Ciudad Real,Moral de Calatrava,393.35,57
Moral de Hornuez,Segovia,Moral de Hornuez,-,-
Moral de la Reina,Valladolid,Moral de la Reina,-,-
Moral de Sayago,Zamora,Moral de Sayago,-,-
Moraleda de Zafayona,Granada,Moraleda de Zafayona,806.13,65
Moraleja,Cáceres,Moraleja,675.29,48
Moraleja de Enmedio,Madrid,Moraleja de Enmedio,1891.86,31
Moraleja de las Panaderas,Valladolid,Moraleja de las Panaderas,-,-
Moraleja de Matacabras,Ávila,Moraleja de Matacabras,193.33,1
Moraleja de Sayago,Zamora,Moraleja de Sayago,-,-
Moraleja del Vino,Zamora,Moraleja del Vino,516.67,20
Morales de Campos,Valladolid,Morales de Campos,-,-
Morales de Rey,Zamora,Morales de Rey,613.08,5
Morales de Toro,Zamora,Morales de Toro,-,-
Morales de Valverde,Zamora,Morales de Valverde,-,-
Morales del Vino,Zamora,Morales del Vino,539.03,48
Moralina,Zamora,Moralina,-,-
Moralzarzal,Madrid,Moralzarzal,2118.57,62
Moraña,Pontevedra,Moraña,1253.03,39
Morasverdes,Salamanca,Morasverdes,-,-
Morata de Jalón,Zaragoza,Morata de Jalón,-,-
Morata de Jiloca,Zaragoza,Morata de Jiloca,-,-
Morata de Tajuña,Madrid,Morata de Tajuña,1312.46,46
Moratalla,Murcia,Moratalla,565.36,137
Moratilla de los Meleros,Guadalajara,Moratilla de los Meleros,501.85,5
Moratinos,Palencia,Moratinos,109.09,1
Morcillo,Cáceres,Morcillo,366.05,4
Morcín,Asturias,Morcín,729.04,56
Moreda de Álava/Moreda Araba,Álava,Moreda de Álava,771.97,4
Morelábor,Granada,Morelábor,453.3,5
Morell (El),Tarragona,El Morell,-,-
Morella,Castellón,Morella,915.54,22
Morenilla,Guadalajara,Morenilla,0,0
Morentin,Navarra,Morentin,278.74,5
Morera (La),Badajoz,La Morera,462.5,2
Morera de Montsant (La),Tarragona,La Morera de Montsant,-,-
Moreruela de los -anzones,Zamora,Moreruela de los -anzones,-,-
Moreruela de Tábara,Zamora,Moreruela de Tábara,-,-
Morés,Zaragoza,Morés,295.0,8
Morga,Bizkaia,Morga,-,-
Moriles,Córdoba,Moriles,520.72,39
Morille,Salamanca,Morille,-,-
Moríñigo,Salamanca,Moríñigo,-,-
Moriscos,Salamanca,Moriscos,-,-
Morón de Almazán,Soria,Morón de Almazán,-,-
Morón de la Frontera,Sevilla,Morón de la Frontera,-,-
Moronta,Salamanca,Moronta,-,-
Moros,Zaragoza,Moros,-,-
Mos,Pontevedra,Mos,949.61,141
Moscardón,Teruel,Moscardón,-,-
Mosqueruela,Teruel,Mosqueruela,-,-
Móstoles,Madrid,Móstoles,2012.25,565
Mota de Altarejos,Cuenca,Mota de Altarejos,252.1,1
Mota del Cuervo,Cuenca,Mota del Cuervo,438.51,48
Mota del Marqués,Valladolid,Mota del Marqués,-,-
Motilla del Palancar,Cuenca,Motilla del Palancar,924.53,43
Motilleja,Albacete,Motilleja,457.81,16
Motril,Granada,Motril,1240.89,815
Moya,Cuenca,Moya,318.82,3
Moya,Las Palmas,Moya,-,-
Moyuela,Zaragoza,Moyuela,218.57,5
Mozárbez,Salamanca,Mozárbez,-,-
Mozoncillo,Segovia,Mozoncillo,341.73,30
Mozota,Zaragoza,Mozota,-,-
Mucientes,Valladolid,Mucientes,954.17,32
Mudá,Palencia,Mudá,536.07,2
Mudarra (La),Valladolid,La Mudarra,-,-
Muduex,Guadalajara,Muduex,405.52,3
Muel,Zaragoza,Muel,523.79,20
Muela (La),Zaragoza,La Muela,1180.86,191
Muelas de los Caballeros,Zamora,Muelas de los Caballeros,-,-
Muelas del Pan,Zamora,Muelas del Pan,-,-
Mues,Navarra,Mues,553.37,4
Muga de Sayago,Zamora,Muga de Sayago,-,-
Mugardos,A Coruña,Mugardos,869.47,137
Muíños,Ourense,Muíños,476.61,20
Mula,Murcia,Mula,705.49,165
Mundaka,Bizkaia,Mundaka,3314.81,9
Munébrega,Zaragoza,Munébrega,368.41,3
Munera,Albacete,Munera,590.77,9
Mungia,Bizkaia,Mungia,1611.67,77
Muniesa,Teruel,Muniesa,-,-
Munilla,La Rioja,Munilla,296.96,6
Munitibar-Arbatzegi Gerrikaitz,Bizkaia,Munitibar-Arbatzegi Gerrikaitz,-,-
Muntanyola,Barcelona,Muntanyola,2253.59,15
Muñana,Ávila,Muñana,475.15,10
Muñico,Ávila,Muñico,332.46,4
Muñogalindo,Ávila,Muñogalindo,573.62,8
Muñogrande,Ávila,Muñogrande,251.51,3
Muñomer del Peco,Ávila,Muñomer del Peco,145.0,1
Muñopedro,Segovia,Muñopedro,-,-
Muñopepe,Ávila,Muñopepe,528.09,3
Muñosancho,Ávila,Muñosancho,90.91,1
Muñotello,Ávila,Muñotello,147.14,3
Muñoveros,Segovia,Muñoveros,-,-
Mura,Barcelona,Mura,998.17,5
Muras,Lugo,Muras,353.52,20
Murchante,Navarra,Murchante,1285.98,12
Murcia,Murcia,Murcia,2096.73,6336
Murero,Zaragoza,Murero,-,-
Murias de Paredes,León,Murias de Paredes,311.51,14
Muriel,Valladolid,Muriel,-,-
Muriel de la Fuente,Soria,Muriel de la Fuente,-,-
Muriel Viejo,Soria,Muriel Viejo,-,-
Murieta,Navarra,Murieta,792.58,5
Murillo de Gállego,Zaragoza,Murillo de Gállego,-,-
Murillo de Río Leza,La Rioja,Murillo de Río Leza,697.12,52
Murillo el Cuende,Navarra,Murillo el Cuende,674.74,10
Murillo el Fruto,Navarra,Murillo el Fruto,568.58,22
Murla,Alicante,Murla,1808.84,29
Muro,Illes Balears,Muro,2200.43,220
Muro de Aguas,La Rioja,Muro de Aguas,0,0
Muro de Alcoy,Alicante,Muro de Alcoy,1058.33,119
Muro en Cameros,La Rioja,Muro en Cameros,178.57,1
Muros,A Coruña,Muros,1215.46,124
Muros de Nalón,Asturias,Muros de Nalón,1613.8,38
Murtas,Granada,Murtas,366.19,20
Murueta,Bizkaia,Murueta,-,-
Muruzábal,Navarra,Muruzábal,0,0
Museros,Valencia,Museros,1164.95,35
Muskiz,Bizkaia,Muskiz,2018.84,71
Mutiloa,Gipuzkoa,Mutiloa,-,-
Mutriku,Gipuzkoa,Mutriku,-,-
Mutxamel,Alicante,Mutxamel,1616.16,777
Muxía,A Coruña,Muxía,801.1,53
Muxika,Bizkaia,Muxika,2314.88,8
Nabarniz,Bizkaia,Nabarniz,-,-
Nacimiento,Almería,Nacimiento,432.26,10
Nafría de Ucero,Soria,Nafría de Ucero,-,-
Nájera,La Rioja,Nájera,911.59,118
Nalda,La Rioja,Nalda,1156.42,67
Nalec,Lleida,Nalec,403.23,1
Nambroca,Toledo,Nambroca,1101.57,54
Nàquera/Náquera,Valencia,Nàquera,1068.64,159
Narboneta,Cuenca,Narboneta,377.05,3
Narón,A Coruña,Narón,975.88,864
Narrillos del Álamo,Ávila,Narrillos del Álamo,168.7,2
Narrillos del Rebollar,Ávila,Narrillos del Rebollar,104.85,4
Narros,Soria,Narros,-,-
Narros de Matalayegua,Salamanca,Narros de Matalayegua,-,-
Narros de Saldueña,Ávila,Narros de Saldueña,65.45,1
Narros del Castillo,Ávila,Narros del Castillo,1422.76,1
Narros del Puerto,Ávila,Narros del Puerto,0,0
Naut Aran,Lleida,Naut Aran,3468.5,18
Nava,Asturias,Nava,818.89,99
Nava (La),Huelva,La Nava,2861.14,15
Nava de Arévalo,Ávila,Nava de Arévalo,165.18,4
Nava de Béjar,Salamanca,Nava de Béjar,-,-
Nava de Francia,Salamanca,Nava de Francia,-,-
Nava de la Asunción,Segovia,Nava de la Asunción,-,-
Nava de Ricomalillo (La),Toledo,La Nava de Ricomalillo,-,-
Nava de Roa,Burgos,Nava de Roa,312.67,4
Nava de Santiago (La),Badajoz,La Nava de Santiago,397.73,1
Nava de Sotrobal,Salamanca,Nava de Sotrobal,-,-
Nava del Barco,Ávila,Nava del Barco,324.58,5
Nava del Rey,Valladolid,Nava del Rey,272.73,22
Navacarros,Salamanca,Navacarros,-,-
Navacepedilla de Corneja,Ávila,Navacepedilla de Corneja,236.11,4
Navacerrada,Madrid,Navacerrada,2043.06,32
Navaconcejo,Cáceres,Navaconcejo,409.52,7
Navadijos,Ávila,Navadijos,0,0
Navaescurial,Ávila,Navaescurial,454.55,1
Navafría,Segovia,Navafría,3418.75,8
Navahermosa,Toledo,Navahermosa,2028.79,42
Navahondilla,Ávila,Navahondilla,917.8,13
Navajas,Castellón,Navajas,1144.92,46
Navajún,La Rioja,Navajún,214.29,1
Naval,Huesca,Naval,298.97,7
Navalacruz,Ávila,Navalacruz,604.3,4
Navalafuente,Madrid,Navalafuente,1866.27,26
Navalagamella,Madrid,Navalagamella,1773.56,19
Navalcán,Toledo,Navalcán,-,-
Navalcarnero,Madrid,Navalcarnero,1612.19,219
Navaleno,Soria,Navaleno,191.49,10
Navales,Salamanca,Navales,-,-
Navalilla,Segovia,Navalilla,-,-
Navalmanzano,Segovia,Navalmanzano,189.7,1
Navalmoral,Ávila,Navalmoral,455.0,21
Navalmoral de Béjar,Salamanca,Navalmoral de Béjar,-,-
Navalmoral de la Mata,Cáceres,Navalmoral de la Mata,760.55,115
Navalmoralejo,Toledo,Navalmoralejo,-,-
Navalmorales (Los),Toledo,Los Navalmorales,-,-
Navalonguilla,Ávila,Navalonguilla,331.93,6
Navalosa,Ávila,Navalosa,326.47,4
Navalperal de Pinares,Ávila,Navalperal de Pinares,818.61,46
Navalperal de Tormes,Ávila,Navalperal de Tormes,440.64,3
Navalpino,Ciudad Real,Navalpino,1853.02,5
Navalucillos (Los),Toledo,Los Navalucillos,-,-
Navaluenga,Ávila,Navaluenga,1048.89,130
Navalvillar de Ibor,Cáceres,Navalvillar de Ibor,549.02,1
Navalvillar de Pela,Badajoz,Navalvillar de Pela,419.23,21
Navamorales,Salamanca,Navamorales,-,-
Navamorcuende,Toledo,Navamorcuende,486.15,6
Navaquesera,Ávila,Navaquesera,550.0,2
Navarcles,Barcelona,Navarcles,1101.45,95
Navardún,Zaragoza,Navardún,-,-
Navares de Ayuso,Segovia,Navares de Ayuso,-,-
Navares de Enmedio,Segovia,Navares de Enmedio,-,-
Navares de las Cuevas,Segovia,Navares de las Cuevas,-,-
Navaridas,Álava,Navaridas,777.79,7
Navarredonda de Gredos,Ávila,Navarredonda de Gredos,901.37,20
Navarredonda de la Rinconada,Salamanca,Navarredonda de la Rinconada,-,-
Navarredonda y San Mamés,Madrid,Navarredonda y San Mamés,-,-
Navarredondilla,Ávila,Navarredondilla,506.59,4
Navarrés,Valencia,Navarrés,-,-
Navarrete,La Rioja,Navarrete,1000.32,84
Navarrevisca,Ávila,Navarrevisca,382.28,3
Navàs,Barcelona,Navàs,823.81,88
Navas de Bureba,Burgos,Navas de Bureba,0,0
Navas de Estena,Ciudad Real,Navas de Estena,849.97,4
Navas de Jadraque (Las),Guadalajara,Las Navas de Jadraque,-,-
Navas de Jorquera,Albacete,Navas de Jorquera,450.58,2
Navas de la Concepción (Las),Sevilla,Las Navas de la Concepción,-,-
Navas de Oro,Segovia,Navas de Oro,-,-
Navas de Riofrío,Segovia,Navas de Riofrío,1034.72,16
Navas de San Antonio,Segovia,Navas de San Antonio,-,-
Navas de San Juan,Jaén,Navas de San Juan,399.4,25
Navas del Madroño,Cáceres,Navas del Madroño,243.06,4
Navas del Marqués (Las),Ávila,Las Navas del Marqués,763.91,107
Navas del Rey,Madrid,Navas del Rey,1326.48,22
Navascués/Nabaskoze,Navarra,Navascués,-,-
Navasfrías,Salamanca,Navasfrías,-,-
Navata,Girona,Navata,2071.57,61
Navatalgordo,Ávila,Navatalgordo,377.99,6
Navatejares,Ávila,Navatejares,696.73,4
Navès,Lleida,Navès,833.33,6
Navezuelas,Cáceres,Navezuelas,255.34,4
Navia,Asturias,Navia,1126.48,92
Navia de Suarna,Lugo,Navia de Suarna,541.3,13
Navianos de Valverde,Zamora,Navianos de Valverde,-,-
Nazar,Navarra,Nazar,540.9,8
Nebreda,Burgos,Nebreda,0,0
Neda,A Coruña,Neda,738.6,103
Negredo,Guadalajara,Negredo,0,0
Negreira,A Coruña,Negreira,968.06,70
Negrilla de Palencia,Salamanca,Negrilla de Palencia,-,-
Negueira de Muñiz,Lugo,Negueira de Muñiz,382.37,2
Neila,Burgos,Neila,380.43,1
Neila de San Miguel,Ávila,Neila de San Miguel,279.86,3
Nepas,Soria,Nepas,-,-
Nerja,Málaga,Nerja,2951.66,1045
Nerpio,Albacete,Nerpio,598.59,22
Nerva,Huelva,Nerva,608.36,32
Nestares,La Rioja,Nestares,716.72,4
Nevada,Granada,Nevada,655.0,42
Neves (As),Pontevedra,As Neves,1147.34,55
Niebla,Huelva,Niebla,808.52,23
Nieva,Segovia,Nieva,-,-
Nieva de Cameros,La Rioja,Nieva de Cameros,295.19,2
Nigrán,Pontevedra,Nigrán,2370.36,339
Nigüelas,Granada,Nigüelas,615.76,32
Nigüella,Zaragoza,Nigüella,-,-
Niharra,Ávila,Niharra,707.14,2
Níjar,Almería,Níjar,2033.38,294
Nívar,Granada,Nívar,897.85,13
Noáin (Valle de Elorz)/Noain (Elortzibar),Navarra,Noáin Valle de Elorz,-,-
Noalejo,Jaén,Noalejo,618.97,9
Noblejas,Toledo,Noblejas,-,-
Noceda del Bierzo,León,Noceda del Bierzo,-,-
Noez,Toledo,Noez,579.28,52
Nogais (As),Lugo,As Nogais,1668.62,9
Nogal de las Huertas,Palencia,Nogal de las Huertas,0,0
Nogales,Badajoz,Nogales,250.21,6
Nogueira de Ramuín,Ourense,Nogueira de Ramuín,586.36,71
Noguera de Albarracín,Teruel,Noguera de Albarracín,-,-
Nogueras,Teruel,Nogueras,-,-
Nogueruelas,Teruel,Nogueruelas,-,-
Noia,A Coruña,Noia,888.88,133
Noja,Cantabria,Noja,2569.23,527
Nolay,Soria,Nolay,-,-
Nombela,Toledo,Nombela,964.29,21
Nombrevilla,Zaragoza,Nombrevilla,-,-
Nonaspe,Zaragoza,Nonaspe,-,-
Noreña,Asturias,Noreña,1279.71,88
Nou de Berguedà (La),Barcelona,La Nou de Berguedà,-,-
Nou de Gaià (La),Tarragona,La Nou de Gaià,676.34,7
Novales,Huesca,Novales,0,0
Novallas,Zaragoza,Novallas,1269.23,27
Novelda,Alicante,Novelda,693.15,740
Novelé/Novetlè,Valencia,Novelé,-,-
Novés,Toledo,Novés,-,-
Noviercas,Soria,Noviercas,-,-
Novillas,Zaragoza,Novillas,417.08,5
Nucia (la),Alicante,La Nucia,1837.0,1153
Nueno,Huesca,Nueno,861.52,5
Nueva Carteya,Córdoba,Nueva Carteya,1119.78,15
Nueva Villa de las Torres,Valladolid,Nueva Villa de las Torres,-,-
Nuévalos,Zaragoza,Nuévalos,-,-
Nuevo Baztán,Madrid,Nuevo Baztán,1450.49,14
Nuez de Ebro,Zaragoza,Nuez de Ebro,461.66,9
Nules,Castellón,Nules,956.33,294
Nulles,Tarragona,Nulles,-,-
Numancia de la Sagra,Toledo,Numancia de la Sagra,1016.98,69
Nuño Gómez,Toledo,Nuño Gómez,-,-
Nuñomoral,Cáceres,Nuñomoral,421.06,7
Obanos,Navarra,Obanos,1271.97,7
Obejo,Córdoba,Obejo,1081.0,29
Obón,Teruel,Obón,-,-
Ocaña,Toledo,Ocaña,991.7,277
Ocentejo,Guadalajara,Ocentejo,277.27,3
Ochagavía/Otsagabia,Navarra,Ochagavía,-,-
Ochánduri,La Rioja,Ochánduri,934.68,8
Oco,Navarra,Oco,0,0
Ocón,La Rioja,Ocón,582.82,10
Odèn,Lleida,Odèn,-,-
Òdena,Barcelona,Òdena,602.04,64
Odieta,Navarra,Odieta,2498.61,1
Odón,Teruel,Odón,-,-
Oencia,León,Oencia,113.33,2
Ogassa,Girona,Ogassa,5142.86,7
Ogíjares,Granada,Ogíjares,1097.38,353
Ohanes,Almería,Ohanes,600.19,67
Oia,Pontevedra,Oia,1066.93,60
Oiartzun,Gipuzkoa,Oiartzun,2310.53,32
Oímbra,Ourense,Oímbra,291.68,3
Oiz,Navarra,Oiz,-,-
Ojacastro,La Rioja,Ojacastro,882.42,22
Ojén,Málaga,Ojén,3556.26,241
Ojós,Murcia,Ojós,703.49,6
Ojos Negros,Teruel,Ojos Negros,-,-
Ojos-Albos,Ávila,Ojos-Albos,0,0
Okondo,Álava,Okondo,1375.87,11
Olaberria,Gipuzkoa,Olaberria,-,-
Olaibar,Navarra,Olaibar,1302.23,3
Olazti/Olazagutía,Navarra,Olazti,-,-
Olba,Teruel,Olba,-,-
Olea de Boedo,Palencia,Olea de Boedo,407.27,2
Oleiros,A Coruña,Oleiros,1639.18,544
Olejua,Navarra,Olejua,173.08,1
Olèrdola,Barcelona,Olèrdola,1771.32,47
Olesa de Bonesvalls,Barcelona,Olesa de Bonesvalls,1721.03,34
Olesa de Montserrat,Barcelona,Olesa de Montserrat,1982.78,183
Oliana,Lleida,Oliana,803.21,19
Olías del Rey,Toledo,Olías del Rey,869.44,70
Oliete,Teruel,Oliete,-,-
Oliola,Lleida,Oliola,0,0
Olite/Erriberri,Navarra,Olite,-,-
Olius,Lleida,Olius,8058.41,2
Oliva,Valencia,Oliva,3061.69,946
Oliva (La),Las Palmas,La Oliva,2671.42,482
Oliva de la Frontera,Badajoz,Oliva de la Frontera,529.47,16
Oliva de Mérida,Badajoz,Oliva de Mérida,451.96,7
Oliva de Plasencia,Cáceres,Oliva de Plasencia,471.7,5
Olivar (El),Guadalajara,El Olivar,1748.25,1
Olivares,Sevilla,Olivares,878.12,140
Olivares de Duero,Valladolid,Olivares de Duero,-,-
Olivares de Júcar,Cuenca,Olivares de Júcar,391.88,7
Olivella,Barcelona,Olivella,1733.99,266
Olivenza,Badajoz,Olivenza,1203.33,83
Ollauri,La Rioja,Ollauri,784.73,19
Olleria (l'),Valencia,L' Olleria,-,-
Olmeda de Cobeta,Guadalajara,Olmeda de Cobeta,8666.67,1
Olmeda de Jadraque (La),Guadalajara,La Olmeda de Jadraque,500.98,3
Olmeda de la Cuesta,Cuenca,Olmeda de la Cuesta,0,0
Olmeda de las Fuentes,Madrid,Olmeda de las Fuentes,1013.28,12
Olmeda del Rey,Cuenca,Olmeda del Rey,383.65,4
Olmedilla de Alarcón,Cuenca,Olmedilla de Alarcón,754.84,1
Olmedilla de Eliz,Cuenca,Olmedilla de Eliz,785.0,2
Olmedillo de Roa,Burgos,Olmedillo de Roa,148.15,1
Olmedo,Valladolid,Olmedo,114.79,86
Olmedo de Camaces,Salamanca,Olmedo de Camaces,-,-
Olmillos de Castro,Zamora,Olmillos de Castro,-,-
Olmillos de Muñó,Burgos,Olmillos de Muñó,60.0,1
Olmos (Los),Teruel,Los Olmos,-,-
Olmos de Esgueva,Valladolid,Olmos de Esgueva,-,-
Olmos de Ojeda,Palencia,Olmos de Ojeda,260.98,7
Olmos de Peñafiel,Valladolid,Olmos de Peñafiel,-,-
Olocau,Valencia,Olocau,1433.53,66
Olocau del Rey,Castellón,Olocau del Rey,108.91,1
Olombrada,Segovia,Olombrada,119.42,6
Olóriz/Oloritz,Navarra,Olóriz,-,-
Olost,Barcelona,Olost,1240.23,15
Olot,Girona,Olot,2651.23,194
Oluges (Les),Lleida,Les Oluges,228.87,6
Olula de Castro,Almería,Olula de Castro,578.15,2
Olula del Río,Almería,Olula del Río,760.69,147
Olvan,Barcelona,Olvan,806.64,8
Ólvega,Soria,Ólvega,-,-
Olvena,Huesca,Olvena,179.69,1
Olvera,Cádiz,Olvera,873.51,89
Olvés,Zaragoza,Olvés,-,-
Omañas (Las),León,Las Omañas,245.23,5
Omellons (Els),Lleida,Els Omellons,828.31,8
Omells de na Gaia (Els),Lleida,Els Omells de na Gaia,-,-
Oncala,Soria,Oncala,-,-
Onda,Castellón,Onda,679.8,428
Ondara,Alicante,Ondara,1654.52,145
Ondarroa,Bizkaia,Ondarroa,-,-
Onil,Alicante,Onil,821.36,120
Onís,Asturias,Onís,624.42,22
Ontígola,Toledo,Ontígola,1054.81,93
Ontinyent,Valencia,Ontinyent,863.07,792
Ontiñena,Huesca,Ontiñena,274.02,6
Ontur,Albacete,Ontur,543.58,13
Onzonilla,León,Onzonilla,843.79,29
Oña,Burgos,Oña,525.59,18
Oñati,Gipuzkoa,Oñati,2341.77,20
Oquillas,Burgos,Oquillas,391.41,2
Orba,Alicante,Orba,1688.04,85
Orbada (La),Salamanca,La Orbada,496.63,4
Orbaizeta,Navarra,Orbaizeta,-,-
Orbaneja Riopico,Burgos,Orbaneja Riopico,831.51,3
Orbara,Navarra,Orbara,0,0
Orbita,Ávila,Orbita,561.25,1
Orcajo,Zaragoza,Orcajo,-,-
Orce,Granada,Orce,562.33,12
Orcera,Jaén,Orcera,532.42,34
Ordes,A Coruña,Ordes,718.74,60
Ordial (El),Guadalajara,El Ordial,566.67,1
Ordis,Girona,Ordis,920.19,14
Ordizia,Gipuzkoa,Ordizia,2590.94,57
Orea,Guadalajara,Orea,323.18,6
Orejana,Segovia,Orejana,-,-
Orellana de la Sierra,Badajoz,Orellana de la Sierra,1885.8,8
Orellana la Vieja,Badajoz,Orellana la Vieja,435,35
Orendain,Gipuzkoa,Orendain,-,-
Orera,Zaragoza,Orera,-,-
Orés,Zaragoza,Orés,-,-
Orexa,Gipuzkoa,Orexa,-,-
Organyà,Lleida,Organyà,-,-
Orgaz,Toledo,Orgaz,-,-
Órgiva,Granada,Órgiva,1307.74,50
Oria,Almería,Oria,737.04,50
Orihuela,Alicante,Orihuela,2236.11,4817
Orihuela del Tremedal,Teruel,Orihuela del Tremedal,-,-
Orio,Gipuzkoa,Orio,3152.6,22
Orís,Barcelona,Orís,1592.14,4
Orísoain,Navarra,Orísoain,0,0
Oristà,Barcelona,Oristà,-,-
Orkoien,Navarra,Orkoien,-,-
Ormaiztegi,Gipuzkoa,Ormaiztegi,-,-
Oronz/Orontze,Navarra,Oronz,-,-
Oropesa,Toledo,Oropesa,422.54,19
Oropesa del Mar/Orpesa,Castellón,Oropesa del Mar,-,-
Oroso,A Coruña,Oroso,925.48,34
Orotava (La),Santa Cruz de Tenerife,La Orotava,2027.54,360
Oroz-Betelu/Orotz-Betelu,Navarra,Oroz-Betelu,-,-
Orozko,Bizkaia,Orozko,1980.1,14
Orpí,Barcelona,Orpí,0,0
Orreaga/Roncesvalles,Navarra,Orreaga,-,-
Orrios,Teruel,Orrios,-,-
Òrrius,Barcelona,Òrrius,-,-
Ortigosa de Cameros,La Rioja,Ortigosa de Cameros,-,-
Ortigosa de Pestaño,Segovia,Ortigosa de Pestaño,-,-
Ortigosa del Monte,Segovia,Ortigosa del Monte,588.24,15
Ortigueira,A Coruña,Ortigueira,851.12,159
Ortuella,Bizkaia,Ortuella,2453.01,42
Orusco de Tajuña,Madrid,Orusco de Tajuña,970.24,34
Orxeta,Alicante,Orxeta,1517.28,43
Os de Balaguer,Lleida,Os de Balaguer,638.28,10
Osa de la Vega,Cuenca,Osa de la Vega,313.26,6
Oseja,Zaragoza,Oseja,-,-
Oseja de Sajambre,León,Oseja de Sajambre,543.05,7
Osera de Ebro,Zaragoza,Osera de Ebro,1912.77,10
Oso (El),Ávila,El Oso,177.3,2
Osor,Girona,Osor,3501.69,7
Osornillo,Palencia,Osornillo,126.67,1
Osorno la Mayor,Palencia,Osorno la Mayor,297.1,20
Ossa de Montiel,Albacete,Ossa de Montiel,1103.93,27
Osso de Cinca,Huesca,Osso de Cinca,580.65,1
Ossó de Sió,Lleida,Ossó de Sió,987.43,6
Osuna,Sevilla,Osuna,-,-
Oteiza,Navarra,Oteiza,576.66,9
Otero,Toledo,Otero,434.78,26
Otero de Bodas,Zamora,Otero de Bodas,-,-
Otero de Herreros,Segovia,Otero de Herreros,-,-
Otívar,Granada,Otívar,818.23,13
Otos,Valencia,Otos,304.49,8
Otxandio,Bizkaia,Otxandio,-,-
Ourense,Ourense,Ourense,1854.23,2890
Ourol,Lugo,Ourol,319.32,32
Outeiro de Rei,Lugo,Outeiro de Rei,937.39,69
Outes,A Coruña,Outes,635.78,62
Oviedo,Asturias,Oviedo,1902.55,4685
Oyón-Oion,Álava,Oyón-Oion,-,-
Oza-Cesuras,A Coruña,Oza-Cesuras,749.94,125
Pacs del Penedès,Barcelona,Pacs del Penedès,-,-
Paderne,A Coruña,Paderne,824.61,44
Paderne de Allariz,Ourense,Paderne de Allariz,426.87,44
Padiernos,Ávila,Padiernos,570.53,3
Padilla de Abajo,Burgos,Padilla de Abajo,403.77,5
Padilla de Arriba,Burgos,Padilla de Arriba,0,0
Padrenda,Ourense,Padrenda,436.08,12
Padrón,A Coruña,Padrón,892.59,62
Padrones de Bureba,Burgos,Padrones de Bureba,260.42,1
Padul,Granada,Padul,859.26,198
Padules,Almería,Padules,693.88,8
Paiporta,Valencia,Paiporta,1317.06,197
Pájara,Las Palmas,Pájara,2079.97,173
Pajarejos,Segovia,Pajarejos,-,-
Pajares de Adaja,Ávila,Pajares de Adaja,708.1,5
Pajares de la Laguna,Salamanca,Pajares de la Laguna,-,-
Pajares de la Lampreana,Zamora,Pajares de la Lampreana,300.0,1
Pajares de los Oteros,León,Pajares de los Oteros,359.87,8
Pajarón,Cuenca,Pajarón,0,0
Pajaroncillo,Cuenca,Pajaroncillo,250.0,1
Palacios de Goda,Ávila,Palacios de Goda,888.17,4
Palacios de la Sierra,Burgos,Palacios de la Sierra,749.6,7
Palacios de la Valduerna,León,Palacios de la Valduerna,231.12,7
Palacios de Riopisuerga,Burgos,Palacios de Riopisuerga,0,0
Palacios de Sanabria,Zamora,Palacios de Sanabria,238.04,7
Palacios del Arzobispo,Salamanca,Palacios del Arzobispo,-,-
Palacios del Pan,Zamora,Palacios del Pan,-,-
Palacios del Sil,León,Palacios del Sil,263.5,13
Palacios y Villafranca (Los),Sevilla,Los Palacios y Villafranca,961.96,148
Palaciosrubios,Salamanca,Palaciosrubios,-,-
Palafolls,Barcelona,Palafolls,1683.27,190
Palafrugell,Girona,Palafrugell,2826.29,618
Palamós,Girona,Palamós,2833.86,498
Palanques,Castellón,Palanques,149.97,3
Palas de Rei,Lugo,Palas de Rei,568.53,52
Palau d'Anglesola (El),Lleida,El Palau d'Anglesola,-,-
Palau de Santa Eulàlia,Girona,Palau de Santa Eulàlia,-,-
Palau-sator,Girona,Palau-sator,1992.54,3
Palau-saverdera,Girona,Palau-saverdera,8209.9,98
Palau-solità i Plegamans,Barcelona,Palau-solità i Plegamans,2401.46,183
Palazuelo de Vedija,Valladolid,Palazuelo de Vedija,-,-
Palazuelos de Eresma,Segovia,Palazuelos de Eresma,1811.67,78
Palazuelos de la Sierra,Burgos,Palazuelos de la Sierra,0,0
Palazuelos de Muñó,Burgos,Palazuelos de Muñó,0,0
Palencia,Palencia,Palencia,1337.63,1703
Palencia de Negrilla,Salamanca,Palencia de Negrilla,-,-
Palenciana,Córdoba,Palenciana,802.06,6
Palenzuela,Palencia,Palenzuela,100.15,2
Pallaresos (Els),Tarragona,Els Pallaresos,1376.45,37
