codigo_ine,municipio,provincia,municipio_nombre_humano
37029,Anaya de Alba,Salamanca,Anaya de Alba
28012,Anchuelo,Madrid,Anchuelo
13017,Anchuras,Ciudad Real,Anchuras
31014,Ancín/Antzin,Navarra,Ancín/Antzin
49009,Andavías,Zamora,Andavías
46038,Andilla,Valencia,Andilla
20009,Andoain,Gipuzkoa,Andoain
44025,Andorra,Teruel,Andorra
31015,Andosilla,Navarra,Andosilla
07005,Andratx,Islas Baleares,Andratx
23005,Andújar,Jaén,Andújar
50028,Anento,Zaragoza,Anento
17008,Anglès,Girona,Anglès
25027,Anglesola,Lleida,Anglesola
19031,Angón,Guadalajara,Angón
26013,Anguciana,La Rioja,Anguciana
22027,Angüés,Huesca,Angüés
26014,Anguiano,La Rioja,Anguiano
19032,Anguita,Guadalajara,Anguita
09017,Anguix,Burgos,Anguix
39003,Anievas,Cantabria,Anievas
50029,Aniñón,Zaragoza,Aniñón
46039,Anna,Valencia,Anna
20010,Anoeta,Gipuzkoa,Anoeta
19033,Anquela del Ducado,Guadalajara,Anquela del Ducado
19034,Anquela del Pedregal,Guadalajara,Anquela del Pedregal
22028,Ansó,Huesca,Ansó
31016,Ansoáin/Antsoain,Navarra,Ansoáin/Antsoain
04016,Antas,Almería,Antas
27003,Antas de Ulla,Lugo,Antas de Ulla
46040,Antella,Valencia,Antella
29015,Antequera,Málaga,Antequera
35003,Antigua,Las Palmas,Antigua
24005,Antigua (La),León,La Antigua
34012,Antigüedad,Palencia,Antigüedad
22029,Antillón,Huesca,Antillón
20011,Antzuola,Gipuzkoa,Antzuola
31017,Anue,Navarra,Anue
01049,Añana,Álava,Añana
40018,Añe,Segovia,Añe
50030,Añón de Moncayo,Zaragoza,Añón de Moncayo
14006,Añora,Córdoba,Añora
31018,Añorbe,Navarra,Añorbe
45014,Añover de Tajo,Toledo,Añover de Tajo
37030,Añover de Tormes,Salamanca,Añover de Tormes
31019,Aoiz/Agoitz,Navarra,Aoiz/Agoitz
37031,Arabayona de Mógica,Salamanca,Arabayona de Mógica
21007,Aracena,Huelva,Aracena
38004,Arafo,Santa Cruz de Tenerife,Arafo
22032,Aragüés del Puerto,Huesca,Aragüés del Puerto
41011,Arahal,Sevilla,Arahal
40019,Arahuetes,Segovia,Arahuetes
31020,Araitz,Navarra,Araitz
48005,Arakaldo,Bizkaia,Arakaldo
31025,Arakil,Navarra,Arakil
20012,Arama,Gipuzkoa,Arama
01003,Aramaio,Álava,Aramaio
31021,Aranarache/Aranaratxe,Navarra,Aranarache/Aranaratxe
42024,Arancón,Soria,Arancón
09018,Aranda de Duero,Burgos,Aranda de Duero
50031,Aranda de Moncayo,Zaragoza,Aranda de Moncayo
50032,Arándiga,Zaragoza,Arándiga
09019,Arandilla,Burgos,Arandilla
16020,Arandilla del Arroyo,Cuenca,Arandilla del Arroyo
15003,Aranga,A Coruña,Aranga
31023,Aranguren,Navarra,Aranguren
28013,Aranjuez,Madrid,Aranjuez
31024,Arano,Navarra,Arano
31022,Arantza,Navarra,Arantza
48006,Arantzazu,Bizkaia,Arantzazu
19036,Aranzueque,Guadalajara,Aranzueque
12013,Arañuel,Castellón,Arañuel
37032,Arapiles,Salamanca,Arapiles
31026,Aras,Navarra,Aras
46041,Aras de los Olmos,Valencia,Aras de los Olmos
09020,Arauzo de Miel,Burgos,Arauzo de Miel
09021,Arauzo de Salce,Burgos,Arauzo de Salce
09022,Arauzo de Torre,Burgos,Arauzo de Torre
19037,Arbancón,Guadalajara,Arbancón
25029,Arbeca,Lleida,Arbeca
19038,Arbeteta,Guadalajara,Arbeteta
31027,Arbizu,Navarra,Arbizu
36001,Arbo,Pontevedra,Arbo
43016,Arboç (L'),Tarragona,L' Arboç
04017,Arboleas,Almería,Arboleas
43015,Arbolí,Tarragona,Arbolí
17009,Arbúcies,Girona,Arbúcies
16905,Arcas,Cuenca,Arcas
31028,Arce/Artzi,Navarra,Arce/Artzi
37033,Arcediano,Salamanca,Arcediano
49010,Arcenillas,Zamora,Arcenillas
30009,Archena,Murcia,Archena
29016,Árchez,Málaga,Árchez
29017,Archidona,Málaga,Archidona
45015,Arcicóllar,Toledo,Arcicóllar
37034,Arco (El),Salamanca,El Arco
34015,Arconada,Palencia,Arconada
40020,Arcones,Segovia,Arcones
09023,Arcos,Burgos,Arcos
31029,Arcos (Los),Navarra,Los Arcos
42025,Arcos de Jalón,Soria,Arcos de Jalón
11006,Arcos de la Frontera,Cádiz,Arcos de la Frontera
49011,Arcos de la Polvorosa,Zamora,Arcos de la Polvorosa
16022,Arcos de la Sierra,Cuenca,Arcos de la Sierra
44026,Arcos de las Salinas,Teruel,Arcos de las Salinas
29018,Ardales,Málaga,Ardales
50033,Ardisa,Zaragoza,Ardisa
24006,Ardón,León,Ardón
48093,Areatza,Bizkaia,Areatza
31030,Arellano,Navarra,Arellano
22035,Arén,Huesca,Arén
05013,Arenal (El),Ávila,El Arenal
13903,Arenales de San Gregorio,Ciudad Real,Arenales de San Gregorio
29019,Arenas,Málaga,Arenas
39004,Arenas de Iguña,Cantabria,Arenas de Iguña
13018,Arenas de San Juan,Ciudad Real,Arenas de San Juan
05014,Arenas de San Pedro,Ávila,Arenas de San Pedro
18020,Arenas del Rey,Granada,Arenas del Rey
42026,Arenillas,Soria,Arenillas
09024,Arenillas de Riopisuerga,Burgos,Arenillas de Riopisuerga
44027,Arens de Lledó,Teruel,Arens de Lledó
08006,Arenys de Mar,Barcelona,Arenys de Mar
08007,Arenys de Munt,Barcelona,Arenys de Munt
26015,Arenzana de Abajo,La Rioja,Arenzana de Abajo
26016,Arenzana de Arriba,La Rioja,Arenzana de Arriba
15004,Ares,A Coruña,Ares
12014,Ares del Maestrat,Castellón,Ares del Maestrat
31031,Areso,Navarra,Areso
20013,Aretxabaleta,Gipuzkoa,Aretxabaleta
05015,Arevalillo,Ávila,Arevalillo
40021,Arevalillo de Cega,Segovia,Arevalillo de Cega
05016,Arévalo,Ávila,Arévalo
42027,Arévalo de la Sierra,Soria,Arévalo de la Sierra
13019,Argamasilla de Alba,Ciudad Real,Argamasilla de Alba
13020,Argamasilla de Calatrava,Ciudad Real,Argamasilla de Calatrava
28014,Arganda del Rey,Madrid,Arganda del Rey
24007,Arganza,León,Arganza
49012,Argañín,Zamora,Argañín
22036,Argavieso,Huesca,Argavieso
19039,Argecilla,Guadalajara,Argecilla
17010,Argelaguer,Girona,Argelaguer
12015,Argelita,Castellón,Argelita
08008,Argençola,Barcelona,Argençola
44028,Argente,Teruel,Argente
43017,Argentera (L'),Tarragona,L' Argentera
08009,Argentona,Barcelona,Argentona
45016,Argés,Toledo,Argés
39005,Argoños,Cantabria,Argoños
31032,Arguedas,Navarra,Arguedas
22037,Arguis,Huesca,Arguis
16024,Arguisuelas,Cuenca,Arguisuelas
49013,Argujillo,Zamora,Argujillo
31033,Aria,Navarra,Aria
07901,Ariany,Islas Baleares,Ariany
31034,Aribe,Navarra,Aribe
38005,Arico,Santa Cruz de Tenerife,Arico
09025,Arija,Burgos,Arija
44029,Ariño,Teruel,Ariño
50034,Ariza,Zaragoza,Ariza
23006,Arjona,Jaén,Arjona
23007,Arjonilla,Jaén,Arjonilla
09026,Arlanzón,Burgos,Arlanzón
19040,Armallones,Guadalajara,Armallones
31035,Armañanzas,Navarra,Armañanzas
17011,Armentera (L'),Girona,L' Armentera
37035,Armenteros,Salamanca,Armenteros
18021,Armilla,Granada,Armilla
01006,Armiñón,Álava,Armiñón
40022,Armuña,Segovia,Armuña
04018,Armuña de Almanzora,Almería,Armuña de Almanzora
19041,Armuña de Tajuña,Guadalajara,Armuña de Tajuña
26017,Arnedillo,La Rioja,Arnedillo
26018,Arnedo,La Rioja,Arnedo
43018,Arnes,Tarragona,Arnes
32003,Arnoia (A),Ourense,A Arnoia
39006,Arnuero,Cantabria,Arnuero
21008,Aroche,Huelva,Aroche
38006,Arona,Santa Cruz de Tenerife,Arona
49014,Arquillinos,Zamora,Arquillinos
23008,Arquillos,Jaén,Arquillos
49015,Arrabalde,Zamora,Arrabalde
01037,Arraia-Maeztu,Álava,Arraia-Maeztu
16025,Arrancacepas,Cuenca,Arrancacepas
48009,Arrankudiaga,Bizkaia,Arrankudiaga
20055,Arrasate/Mondragón,Gipuzkoa,Arrasate/Mondragón
48914,Arratzu,Bizkaia,Arratzu
01008,Arratzua-Ubarrundia,Álava,Arratzua-Ubarrundia
09027,Arraya de Oca,Burgos,Arraya de Oca
35004,Arrecife,Las Palmas,Arrecife
39007,Arredondo,Cantabria,Arredondo
25031,Arres,Lleida,Arres
29020,Arriate,Málaga,Arriate
48010,Arrieta,Bizkaia,Arrieta
48011,Arrigorriaga,Bizkaia,Arrigorriaga
13021,Arroba de los Montes,Ciudad Real,Arroba de los Montes
31036,Arróniz,Navarra,Arróniz
47010,Arroyo de la Encomienda,Valladolid,Arroyo de la Encomienda
10021,Arroyo de la Luz,Cáceres,Arroyo de la Luz
19042,Arroyo de las Fraguas,Guadalajara,Arroyo de las Fraguas
06012,Arroyo de San Serván,Badajoz,Arroyo de San Serván
23905,Arroyo del Ojanco,Jaén,Arroyo del Ojanco
10023,Arroyomolinos,Cáceres,Arroyomolinos
28015,Arroyomolinos,Madrid,Arroyomolinos
10022,Arroyomolinos de la Vera,Cáceres,Arroyomolinos de la Vera
21009,Arroyomolinos de León,Huelva,Arroyomolinos de León
31037,Arruazu,Navarra,Arruazu
26019,Arrúbal,La Rioja,Arrúbal
25032,Arsèguel,Lleida,Arsèguel
07006,Artà,Islas Baleares,Artà
31038,Artajona,Navarra,Artajona
12016,Artana,Castellón,Artana
31039,Artazu,Navarra,Artazu
48023,Artea,Bizkaia,Artea
15005,Arteixo,A Coruña,Arteixo
35005,Artenara,Las Palmas,Artenara
08010,Artés,Barcelona,Artés
25033,Artesa de Lleida,Lleida,Artesa de Lleida
25034,Artesa de Segre,Lleida,Artesa de Segre
50035,Artieda,Zaragoza,Artieda
48008,Artzentales,Bizkaia,Artzentales
01004,Artziniega,Álava,Artziniega
35006,Arucas,Las Palmas,Arucas
15006,Arzúa,A Coruña,Arzúa
43019,Ascó,Tarragona,Ascó
50036,Asín,Zaragoza,Asín
25036,Aspa,Lleida,Aspa
49016,Aspariegos,Zamora,Aspariegos
01009,Asparrena,Álava,Asparrena
03019,Aspe,Alicante,Aspe
20014,Asteasu,Gipuzkoa,Asteasu
20903,Astigarraga,Gipuzkoa,Astigarraga
39008,Astillero (El),Cantabria,El Astillero
24008,Astorga,León,Astorga
34017,Astudillo,Palencia,Astudillo
49017,Asturianos,Zamora,Asturianos
29021,Atajate,Málaga,Atajate
06013,Atalaya,Badajoz,Atalaya
37037,Atalaya (La),Salamanca,La Atalaya
16026,Atalaya del Cañavate,Cuenca,Atalaya del Cañavate
19043,Atanzón,Guadalajara,Atanzón
09029,Atapuerca,Burgos,Atapuerca
47011,Ataquines,Valladolid,Ataquines
18022,Atarfe,Granada,Atarfe
20015,Ataun,Gipuzkoa,Ataun
28016,Atazar (El),Madrid,El Atazar
50037,Atea,Zaragoza,Atea
50038,Ateca,Zaragoza,Ateca
31040,Atez/Atetz,Navarra,Atez/Atetz
19044,Atienza,Guadalajara,Atienza
48091,Atxondo,Bizkaia,Atxondo
46003,Atzeneta d'Albaida,Valencia,Atzeneta d'Albaida
12001,Atzeneta del Maestrat,Castellón,Atzeneta del Maestrat
03001,Atzúbia (L'),Alicante,L' Atzúbia
48070,Aulesti,Bizkaia,Aulesti
19045,Auñón,Guadalajara,Auñón
31058,Auritz/Burguete,Navarra,Auritz/Burguete
26020,Ausejo,La Rioja,Ausejo
42028,Ausejo de la Sierra,Soria,Ausejo de la Sierra
09030,Ausines (Los),Burgos,Los Ausines
34018,Autilla del Pino,Palencia,Autilla del Pino
34019,Autillo de Campos,Palencia,Autillo de Campos
26021,Autol,La Rioja,Autol
05017,Aveinte,Ávila,Aveinte
05018,Avellaneda,Ávila,Avellaneda
25037,Avellanes i Santa Linya (Les),Lleida,Les Avellanes i Santa Linya
09032,Avellanosa de Muñó,Burgos,Avellanosa de Muñó
08011,Avià,Barcelona,Avià
05019,Ávila,Ávila,Ávila
33004,Avilés,Asturias,Avilés
08012,Avinyó,Barcelona,Avinyó
17012,Avinyonet de Puigventós,Girona,Avinyonet de Puigventós
08013,Avinyonet del Penedès,Barcelona,Avinyonet del Penedès
32004,Avión,Ourense,Avión
01010,Ayala/Aiara,Álava,Ayala/Aiara
21010,Ayamonte,Huelva,Ayamonte
31041,Ayegui/Aiegi,Navarra,Ayegui/Aiegi
22039,Ayerbe,Huesca,Ayerbe
40024,Ayllón,Segovia,Ayllón
02011,Ayna,Albacete,Ayna
12017,Ayódar,Castellón,Ayódar
49018,Ayoó de Vidriales,Zamora,Ayoó de Vidriales
46044,Ayora,Valencia,Ayora
34020,Ayuela,Palencia,Ayuela
31042,Azagra,Navarra,Azagra
44031,Azaila,Teruel,Azaila
22040,Azanuy-Alins,Huesca,Azanuy-Alins
22041,Azara,Huesca,Azara
20017,Azkoitia,Gipuzkoa,Azkoitia
22042,Azlor,Huesca,Azlor
41012,Aznalcázar,Sevilla,Aznalcázar
41013,Aznalcóllar,Sevilla,Aznalcóllar
26022,Azofra,La Rioja,Azofra
20018,Azpeitia,Gipuzkoa,Azpeitia
06014,Azuaga,Badajoz,Azuaga
50039,Azuara,Zaragoza,Azuara
12018,Azuébar,Castellón,Azuébar
31043,Azuelo,Navarra,Azuelo
19046,Azuqueca de Henares,Guadalajara,Azuqueca de Henares
45017,Azután,Toledo,Azután
37038,Babilafuente,Salamanca,Babilafuente
04019,Bacares,Almería,Bacares
06015,Badajoz,Badajoz,Badajoz
08015,Badalona,Barcelona,Badalona
26023,Badarán,La Rioja,Badarán
44032,Bádenas,Teruel,Bádenas
08904,Badia del Vallès,Barcelona,Badia del Vallès
41014,Badolatosa,Sevilla,Badolatosa
50040,Badules,Zaragoza,Badules
22043,Baélls,Huesca,Baélls
14007,Baena,Córdoba,Baena
23009,Baeza,Jaén,Baeza
08016,Bagà,Barcelona,Bagà
44033,Báguena,Teruel,Báguena
50041,Bagüés,Zaragoza,Bagüés
47012,Bahabón,Valladolid,Bahabón
09033,Bahabón de Esgueva,Burgos,Bahabón de Esgueva
19047,Baides,Guadalajara,Baides
23010,Bailén,Jaén,Bailén
22044,Bailo,Huesca,Bailo
36003,Baiona,Pontevedra,Baiona
25039,Baix Pallars,Lleida,Baix Pallars
31044,Bakaiku,Navarra,Bakaiku
48012,Bakio,Bizkaia,Bakio
25040,Balaguer,Lleida,Balaguer
04904,Balanegra,Almería,Balanegra
02012,Balazote,Albacete,Balazote
09034,Balbases (Los),Burgos,Los Balbases
24009,Balboa,León,Balboa
50042,Balconchán,Zaragoza,Balconchán
22045,Baldellou,Huesca,Baldellou
27004,Baleira,Lugo,Baleira
08017,Balenyà,Barcelona,Balenyà
20904,Baliarrain,Gipuzkoa,Baliarrain
02014,Ballestero (El),Albacete,El Ballestero
13022,Ballesteros de Calatrava,Ciudad Real,Ballesteros de Calatrava
22046,Ballobar,Huesca,Ballobar
48090,Balmaseda,Bizkaia,Balmaseda
03020,Balones,Alicante,Balones
02013,Balsa de Ves,Albacete,Balsa de Ves
08018,Balsareny,Barcelona,Balsareny
34022,Baltanás,Palencia,Baltanás
32005,Baltar,Ourense,Baltar
22047,Banastás,Huesca,Banastás
32006,Bande,Ourense,Bande
07007,Banyalbufar,Islas Baleares,Banyalbufar
03021,Banyeres de Mariola,Alicante,Banyeres de Mariola
43020,Banyeres del Penedès,Tarragona,Banyeres del Penedès
17015,Banyoles,Girona,Banyoles
15007,Baña (A),A Coruña,A Baña
26024,Bañares,La Rioja,Bañares
24010,Bañeza (La),León,La Bañeza
37039,Bañobárez,Salamanca,Bañobárez
44034,Bañón,Teruel,Bañón
01011,Baños de Ebro/Mañueta,Álava,Baños de Ebro/Mañueta
23011,Baños de la Encina,Jaén,Baños de la Encina
32007,Baños de Molgas,Ourense,Baños de Molgas
10024,Baños de Montemayor,Cáceres,Baños de Montemayor
26026,Baños de Río Tobía,La Rioja,Baños de Río Tobía
26025,Baños de Rioja,La Rioja,Baños de Rioja
19048,Baños de Tajo,Guadalajara,Baños de Tajo
09035,Baños de Valdearados,Burgos,Baños de Valdearados
19049,Bañuelos,Guadalajara,Bañuelos
09036,Bañuelos de Bureba,Burgos,Bañuelos de Bureba
34024,Baquerín de Campos,Palencia,Baquerín de Campos
16027,Barajas de Melo,Cuenca,Barajas de Melo
48013,Barakaldo,Bizkaia,Barakaldo
27901,Baralla,Lugo,Baralla
31901,Barañáin/Barañain,Navarra,Barañáin/Barañain
42029,Baraona,Soria,Baraona
31045,Barásoain,Navarra,Barásoain
32008,Barbadás,Ourense,Barbadás
37040,Barbadillo,Salamanca,Barbadillo
09037,Barbadillo de Herreros,Burgos,Barbadillo de Herreros
09038,Barbadillo del Mercado,Burgos,Barbadillo del Mercado
09039,Barbadillo del Pez,Burgos,Barbadillo del Pez
37041,Barbalos,Salamanca,Barbalos
31046,Barbarin,Navarra,Barbarin
22048,Barbastro,Huesca,Barbastro
11007,Barbate,Cádiz,Barbate
25041,Barbens,Lleida,Barbens
43021,Barberà de la Conca,Tarragona,Barberà de la Conca
08252,Barberà del Vallès,Barcelona,Barberà del Vallès
50043,Bárboles,Zaragoza,Bárboles
40025,Barbolla,Segovia,Barbolla
22049,Barbués,Huesca,Barbués
22050,Barbuñales,Huesca,Barbuñales
42030,Barca,Soria,Barca
22051,Bárcabo,Huesca,Bárcabo
06016,Barcarrota,Badajoz,Barcarrota
08019,Barcelona,Barcelona,Barcelona
34025,Bárcena de Campos,Palencia,Bárcena de Campos
39009,Bárcena de Cicero,Cantabria,Bárcena de Cicero
39010,Bárcena de Pie de Concha,Cantabria,Bárcena de Pie de Concha
37042,Barceo,Salamanca,Barceo
16029,Barchín del Hoyo,Cuenca,Barchín del Hoyo
47013,Barcial de la Loma,Valladolid,Barcial de la Loma
49019,Barcial del Barco,Zamora,Barcial del Barco
45018,Barcience,Toledo,Barcience
05021,Barco de Ávila (El),Ávila,El Barco de Ávila
32009,Barco de Valdeorras (O),Ourense,O Barco de Valdeorras
42031,Barcones,Soria,Barcones
50044,Bardallur,Zaragoza,Bardallur
39011,Bareyo,Cantabria,Bareyo
45019,Bargas,Toledo,Bargas
31047,Bargota,Navarra,Bargota
31048,Barillas,Navarra,Barillas
24011,Barjas,León,Barjas
38007,Barlovento,Santa Cruz de Tenerife,Barlovento
25042,Baronia de Rialb (La),Lleida,La Baronia de Rialb
12020,Barracas,Castellón,Barracas
44035,Barrachina,Teruel,Barrachina
05022,Barraco (El),Ávila,El Barraco
10025,Barrado,Cáceres,Barrado
02015,Barrax,Albacete,Barrax
27005,Barreiros,Lugo,Barreiros
48014,Barrika,Bizkaia,Barrika
09041,Barrio de Muñó,Burgos,Barrio de Muñó
19050,Barriopedro,Guadalajara,Barriopedro
11008,Barrios (Los),Cádiz,Los Barrios
09043,Barrios de Bureba (Los),Burgos,Los Barrios de Bureba
09044,Barrios de Colina,Burgos,Barrios de Colina
24012,Barrios de Luna (Los),León,Los Barrios de Luna
36002,Barro,Pontevedra,Barro
05023,Barromán,Ávila,Barromán
37044,Barruecopardo,Salamanca,Barruecopardo
34027,Barruelo de Santullán,Palencia,Barruelo de Santullán
47014,Barruelo del Valle,Valladolid,Barruelo del Valle
01013,Barrundia,Álava,Barrundia
46046,Barx,Valencia,Barx
46045,Barxeta,Valencia,Barxeta
31049,Basaburua,Navarra,Basaburua
40026,Basardilla,Segovia,Basardilla
48015,Basauri,Bizkaia,Basauri
17016,Bàscara,Girona,Bàscara
09045,Basconcillos del Tozo,Burgos,Basconcillos del Tozo
34028,Báscones de Ojeda,Palencia,Báscones de Ojeda
09046,Bascuñana,Burgos,Bascuñana
16030,Bascuñana de San Pedro,Cuenca,Bascuñana de San Pedro
25044,Bassella,Lleida,Bassella
37045,Bastida (La),Salamanca,La Bastida
43022,Batea,Tarragona,Batea
06017,Baterno,Badajoz,Baterno
28017,Batres,Madrid,Batres
25045,Bausen,Lleida,Bausen
04020,Bayárcal,Almería,Bayárcal
04021,Bayarque,Almería,Bayarque
42032,Bayubas de Abajo,Soria,Bayubas de Abajo
42033,Bayubas de Arriba,Soria,Bayubas de Arriba
18023,Baza,Granada,Baza
31050,Baztan,Navarra,Baztan
44036,Bea,Teruel,Bea
32010,Beade,Ourense,Beade
16031,Beamud,Cuenca,Beamud
32011,Beariz,Ourense,Beariz
21011,Beas,Huelva,Beas
18024,Beas de Granada,Granada,Beas de Granada
18025,Beas de Guadix,Granada,Beas de Guadix
23012,Beas de Segura,Jaén,Beas de Segura
20019,Beasain,Gipuzkoa,Beasain
05024,Becedas,Ávila,Becedas
05025,Becedillas,Ávila,Becedillas
44037,Beceite,Teruel,Beceite
27006,Becerreá,Lugo,Becerreá
34029,Becerril de Campos,Palencia,Becerril de Campos
28018,Becerril de la Sierra,Madrid,Becerril de la Sierra
47015,Becilla de Valderaduey,Valladolid,Becilla de Valderaduey
04022,Bédar,Almería,Bédar
48092,Bedia,Bizkaia,Bedia
23902,Bedmar y Garcíez,Jaén,Bedmar y Garcíez
23014,Begíjar,Jaén,Begíjar
27007,Begonte,Lugo,Begonte
08020,Begues,Barcelona,Begues
17013,Begur,Girona,Begur
31137,Beintza-Labaien,Navarra,Beintza-Labaien
31051,Beire,Navarra,Beire
04023,Beires,Almería,Beires
20020,Beizama,Gipuzkoa,Beizama
37046,Béjar,Salamanca,Béjar
12022,Bejís,Castellón,Bejís
14008,Belalcázar,Córdoba,Belalcázar
31052,Belascoáin,Navarra,Belascoáin
20021,Belauntza,Gipuzkoa,Belauntza
09047,Belbimbre,Burgos,Belbimbre
50045,Belchite,Zaragoza,Belchite
37047,Beleña,Salamanca,Beleña
46047,Bèlgida,Valencia,Bèlgida
25046,Belianes,Lleida,Belianes
16032,Belinchón,Cuenca,Belinchón
25048,Bell-lloc d'Urgell,Lleida,Bell-lloc d'Urgell
25170,Bellaguarda,Lleida,Bellaguarda
17018,Bellcaire d'Empordà,Girona,Bellcaire d'Empordà
25047,Bellcaire d'Urgell,Lleida,Bellcaire d'Urgell
25049,Bellmunt d'Urgell,Lleida,Bellmunt d'Urgell
43023,Bellmunt del Priorat,Tarragona,Bellmunt del Priorat
44039,Bello,Teruel,Bello
08021,Bellprat,Barcelona,Bellprat
25050,Bellpuig,Lleida,Bellpuig
46048,Bellreguard,Valencia,Bellreguard
46049,Bellús,Valencia,Bellús
43024,Bellvei,Tarragona,Bellvei
25051,Bellver de Cerdanya,Lleida,Bellver de Cerdanya
25052,Bellvís,Lleida,Bellvís
14009,Belmez,Córdoba,Belmez
23015,Bélmez de la Moraleda,Jaén,Bélmez de la Moraleda
16033,Belmonte,Cuenca,Belmonte
34031,Belmonte de Campos,Palencia,Belmonte de Campos
50046,Belmonte de Gracián,Zaragoza,Belmonte de Gracián
33005,Belmonte de Miranda,Asturias,Belmonte de Miranda
44038,Belmonte de San José,Teruel,Belmonte de San José
28019,Belmonte de Tajo,Madrid,Belmonte de Tajo
16034,Belmontejo,Cuenca,Belmontejo
09048,Belorado,Burgos,Belorado
22052,Belver de Cinca,Huesca,Belver de Cinca
49020,Belver de los Montes,Zamora,Belver de los Montes
45020,Belvís de la Jara,Toledo,Belvís de la Jara
10026,Belvís de Monroy,Cáceres,Belvís de Monroy
24014,Bembibre,León,Bembibre
22053,Benabarre,Huesca,Benabarre
41015,Benacazón,Sevilla,Benacazón
29022,Benadalid,Málaga,Benadalid
47016,Benafarces,Valladolid,Benafarces
12024,Benafer,Castellón,Benafer
12025,Benafigos,Castellón,Benafigos
46050,Benagéber,Valencia,Benagéber
46051,Benaguasil,Valencia,Benaguasil
04024,Benahadux,Almería,Benahadux
29023,Benahavís,Málaga,Benahavís
29024,Benalauría,Málaga,Benalauría
29025,Benalmádena,Málaga,Benalmádena
18027,Benalúa,Granada,Benalúa
18028,Benalúa de las Villas,Granada,Benalúa de las Villas
11901,Benalup-Casas Viejas,Cádiz,Benalup-Casas Viejas
29026,Benamargosa,Málaga,Benamargosa
18029,Benamaurel,Granada,Benamaurel
14010,Benamejí,Córdoba,Benamejí
29027,Benamocarra,Málaga,Benamocarra
11009,Benaocaz,Cádiz,Benaocaz
29028,Benaoján,Málaga,Benaoján
29029,Benarrabá,Málaga,Benarrabá
03022,Benasau,Alicante,Benasau
22054,Benasque,Huesca,Benasque
12026,Benassal,Castellón,Benassal
23016,Benatae,Jaén,Benatae
25053,Benavent de Segrià,Lleida,Benavent de Segrià
49021,Benavente,Zamora,Benavente
24015,Benavides,León,Benavides
46052,Benavites,Valencia,Benavites
49022,Benegiles,Zamora,Benegiles
03023,Beneixama,Alicante,Beneixama
46053,Beneixida,Valencia,Beneixida
03024,Benejúzar,Alicante,Benejúzar
46054,Benetússer,Valencia,Benetússer
03025,Benferri,Alicante,Benferri
03026,Beniarbeig,Alicante,Beniarbeig
03027,Beniardá,Alicante,Beniardá
46055,Beniarjó,Valencia,Beniarjó
03028,Beniarrés,Alicante,Beniarrés
46056,Beniatjar,Valencia,Beniatjar
12027,Benicarló,Castellón,Benicarló
12028,Benicasim/Benicàssim,Castellón,Benicasim/Benicàssim
46057,Benicolet,Valencia,Benicolet
46904,Benicull de Xúquer,Valencia,Benicull de Xúquer
03030,Benidoleig,Alicante,Benidoleig
03031,Benidorm,Alicante,Benidorm
30010,Beniel,Murcia,Beniel
46060,Benifaió,Valencia,Benifaió
46059,Benifairó de la Valldigna,Valencia,Benifairó de la Valldigna
46058,Benifairó de les Valls,Valencia,Benifairó de les Valls
43025,Benifallet,Tarragona,Benifallet
03032,Benifallim,Alicante,Benifallim
03033,Benifato,Alicante,Benifato
46061,Beniflá,Valencia,Beniflá
46062,Benigànim,Valencia,Benigànim
03029,Benigembla,Alicante,Benigembla
03034,Benijófar,Alicante,Benijófar
03035,Benilloba,Alicante,Benilloba
03036,Benillup,Alicante,Benillup
03037,Benimantell,Alicante,Benimantell
03038,Benimarfull,Alicante,Benimarfull
03039,Benimassot,Alicante,Benimassot
03040,Benimeli,Alicante,Benimeli
46063,Benimodo,Valencia,Benimodo
46064,Benimuslem,Valencia,Benimuslem
46065,Beniparrell,Valencia,Beniparrell
46066,Benirredrà,Valencia,Benirredrà
03041,Benissa,Alicante,Benissa
43026,Benissanet,Tarragona,Benissanet
