municipio,provincia,municipio_nombre_humano,codigo_ine,linea_costa_provincia,linea_montana_provincia
Almodóvar del Campo,Ciudad Real,Almodóvar del Campo,13015,3,2
Almodóvar del Pinar,Cuenca,Almodóvar del Pinar,16017,2,2
Almodóvar del Río,Córdoba,Almodóvar del Río,14005,2,2
Almogía,Málaga,Almogía,29011,1,2
Almoguera,Guadalajara,Almoguera,19021,0,1
Almohaja,Teruel,Almohaja,44018,2,1
Almoharín,Cáceres,Almoharín,10020,0,3
Almoines,Valencia,Almoines,46034,1,0
Almolda (La),Zaragoza,La Almolda,50022,2,1
Almonacid de la Cuba,Zaragoza,Almonacid de la Cuba,50023,2,1
Almonacid de la Sierra,Zaragoza,Almonacid de la Sierra,50024,2,1
Almonacid de Toledo,Toledo,Almonacid de Toledo,45012,0,2
Almonacid de Zorita,Guadalajara,Almonacid de Zorita,19022,0,1
Almonacid del Marquesado,Cuenca,Almonacid del Marquesado,16018,2,2
Almonaster la Real,Huelva,Almonaster la Real,21004,1,0
Almonte,Huelva,Almonte,21005,1,0
Almoradí,Alicante,Almoradí,03015,1,3
Almorox,Toledo,Almorox,45013,0,2
Almoster,Tarragona,Almoster,43011,1,2
Almudaina,Alicante,Almudaina,03016,1,3
Almudévar,Huesca,Almudévar,22021,2,1
Almunia de Doña Godina (La),Zaragoza,La Almunia de Doña Godina,50025,2,1
Almunia de San Juan,Huesca,Almunia de San Juan,22022,2,1
Almuniente,Huesca,Almuniente,22023,2,1
Almuñécar,Granada,Almuñécar,18017,1,1
Almuradiel,Ciudad Real,Almuradiel,13016,3,2
Almussafes,Valencia,Almussafes,46035,1,0
Alobras,Teruel,Alobras,44019,2,1
Alocén,Guadalajara,Alocén,19023,0,1
Alonsotegi,Bizkaia,Alonsotegi,48912,1,2
Álora,Málaga,Álora,29012,1,2
Alòs de Balaguer,Lleida,Alòs de Balaguer,25022,2,1
Alosno,Huelva,Alosno,21006,1,0
Alovera,Guadalajara,Alovera,19024,0,1
Alozaina,Málaga,Alozaina,29013,1,2
Alp,Girona,Alp,17006,1,1
Alpandeire,Málaga,Alpandeire,29014,1,2
Alpanseque,Soria,Alpanseque,42023,3,1
Alpartir,Zaragoza,Alpartir,50026,2,1
Alpedrete,Madrid,Alpedrete,28010,3,2
Alpens,Barcelona,Alpens,08004,1,2
Alpeñés,Teruel,Alpeñés,44020,2,1
Alpera,Albacete,Alpera,02010,2,2
Alpicat,Lleida,Alpicat,25023,2,1
Alpuente,Valencia,Alpuente,46036,1,0
Alpujarra de la Sierra,Granada,Alpujarra de la Sierra,18904,1,1
Alqueria d'Asnar (L'),Alicante,L' Alqueria d'Asnar,03017,1,3
Alqueria de la Comtessa (L'),Valencia,L' Alqueria de la Comtessa,46037,1,0
Alqueries (Les)/Alquerías del Niño Perdido,Castellón,Les Alqueries/Alquerías del Niño Perdido,12901,1,2
Alquézar,Huesca,Alquézar,22024,2,1
Alquife,Granada,Alquife,18018,1,1
Alsodux,Almería,Alsodux,04015,1,2
Alt Àneu,Lleida,Alt Àneu,25024,2,1
Altable,Burgos,Altable,09013,2,2
Altafulla,Tarragona,Altafulla,43012,1,2
Altarejos,Cuenca,Altarejos,16019,2,2
Altea,Alicante,Altea,03018,1,3
Altorricón,Huesca,Altorricón,22025,2,1
Altos (Los),Burgos,Los Altos,09014,2,2
Altsasu/Alsasua,Navarra,Altsasu/Alsasua,31010,2,2
Altura,Castellón,Altura,12012,1,2
Altzaga,Gipuzkoa,Altzaga,20906,1,2
Altzo,Gipuzkoa,Altzo,20007,1,2
Alustante,Guadalajara,Alustante,19027,0,1
Alzira,Valencia,Alzira,46017,1,0
Amavida,Ávila,Amavida,05012,0,1
Amayuelas de Arriba,Palencia,Amayuelas de Arriba,34009,2,2
Ambel,Zaragoza,Ambel,50027,2,1
Ambite,Madrid,Ambite,28011,3,2
Amer,Girona,Amer,17007,1,1
Ames,A Coruña,Ames,15002,1,3
Améscoa Baja,Navarra,Améscoa Baja,31013,2,2
Ametlla de Mar (L'),Tarragona,L' Ametlla de Mar,43013,1,2
Ametlla del Vallès (L'),Barcelona,L' Ametlla del Vallès,08005,1,2
Ameyugo,Burgos,Ameyugo,09016,2,2
Amezketa,Gipuzkoa,Amezketa,20008,1,2
Amieva,Asturias,Amieva,33003,1,1
Amoeiro,Ourense,Amoeiro,32002,2,2
Amorebieta-Etxano,Bizkaia,Amorebieta-Etxano,48003,1,2
Amoroto,Bizkaia,Amoroto,48004,1,2
Ampolla (L'),Tarragona,L' Ampolla,43906,1,2
Amposta,Tarragona,Amposta,43014,1,2
Ampudia,Palencia,Ampudia,34010,2,2
Ampuero,Cantabria,Ampuero,39002,1,1
Amurrio,Álava,Amurrio,01002,2,2
Amusco,Palencia,Amusco,34011,2,2
Amusquillo,Valladolid,Amusquillo,47009,3,0
Anadón,Teruel,Anadón,44024,2,1
Anaya,Segovia,Anaya,40017,3,1
Anaya de Alba,Salamanca,Anaya de Alba,37029,0,2
Anchuelo,Madrid,Anchuelo,28012,3,2
Anchuras,Ciudad Real,Anchuras,13017,3,2
Ancín/Antzin,Navarra,Ancín/Antzin,31014,2,2
Andavías,Zamora,Andavías,49009,3,2
Andilla,Valencia,Andilla,46038,1,0
Andoain,Gipuzkoa,Andoain,20009,1,2
Andorra,Teruel,Andorra,44025,2,1
Andosilla,Navarra,Andosilla,31015,2,2
Andratx,Illes Balears,Andratx,07005,1,2
Andújar,Jaén,Andújar,23005,2,2
Anento,Zaragoza,Anento,50028,2,1
Anglès,Girona,Anglès,17008,1,1
Anglesola,Lleida,Anglesola,25027,2,1
Angón,Guadalajara,Angón,19031,0,1
Anguciana,La Rioja,Anguciana,26013,2,2
Angüés,Huesca,Angüés,22027,2,1
Anguiano,La Rioja,Anguiano,26014,2,2
Anguita,Guadalajara,Anguita,19032,0,1
Anguix,Burgos,Anguix,09017,2,2
Anievas,Cantabria,Anievas,39003,1,1
Aniñón,Zaragoza,Aniñón,50029,2,1
Anna,Valencia,Anna,46039,1,0
Anoeta,Gipuzkoa,Anoeta,20010,1,2
Anquela del Ducado,Guadalajara,Anquela del Ducado,19033,0,1
Anquela del Pedregal,Guadalajara,Anquela del Pedregal,19034,0,1
Ansó,Huesca,Ansó,22028,2,1
Ansoáin/Antsoain,Navarra,Ansoáin/Antsoain,31016,2,2
Antas,Almería,Antas,04016,1,2
Antas de Ulla,Lugo,Antas de Ulla,27003,1,2
Antella,Valencia,Antella,46040,1,0
Antequera,Málaga,Antequera,29015,1,2
Antigua,Las Palmas,Antigua,35003,1,2
Antigua (La),León,La Antigua,24005,2,1
Antigüedad,Palencia,Antigüedad,34012,2,2
Antillón,Huesca,Antillón,22029,2,1
Antzuola,Gipuzkoa,Antzuola,20011,1,2
Anue,Navarra,Anue,31017,2,2
Añana,Álava,Añana,01049,2,2
Añe,Segovia,Añe,40018,3,1
Añón de Moncayo,Zaragoza,Añón de Moncayo,50030,2,1
Añora,Córdoba,Añora,14006,2,2
Añorbe,Navarra,Añorbe,31018,2,2
Añover de Tajo,Toledo,Añover de Tajo,45014,0,2
Añover de Tormes,Salamanca,Añover de Tormes,37030,0,2
Aoiz/Agoitz,Navarra,Aoiz/Agoitz,31019,2,2
Arabayona de Mógica,Salamanca,Arabayona de Mógica,37031,0,2
Aracena,Huelva,Aracena,21007,1,0
Arafo,Santa Cruz de Tenerife,Arafo,38004,1,2
Aragüés del Puerto,Huesca,Aragüés del Puerto,22032,2,1
Arahal,Sevilla,Arahal,41011,2,0
Arahuetes,Segovia,Arahuetes,40019,3,1
Araitz,Navarra,Araitz,31020,2,2
Arakaldo,Bizkaia,Arakaldo,48005,1,2
Arakil,Navarra,Arakil,31025,2,2
Arama,Gipuzkoa,Arama,20012,1,2
Aramaio,Álava,Aramaio,01003,2,2
Aranarache/Aranaratxe,Navarra,Aranarache/Aranaratxe,31021,2,2
Arancón,Soria,Arancón,42024,3,1
Aranda de Duero,Burgos,Aranda de Duero,09018,2,2
Aranda de Moncayo,Zaragoza,Aranda de Moncayo,50031,2,1
Arándiga,Zaragoza,Arándiga,50032,2,1
Arandilla,Burgos,Arandilla,09019,2,2
Arandilla del Arroyo,Cuenca,Arandilla del Arroyo,16020,2,2
Aranga,A Coruña,Aranga,15003,1,3
Aranguren,Navarra,Aranguren,31023,2,2
Aranjuez,Madrid,Aranjuez,28013,3,2
Arano,Navarra,Arano,31024,2,2
Arantza,Navarra,Arantza,31022,2,2
Arantzazu,Bizkaia,Arantzazu,48006,1,2
Aranzueque,Guadalajara,Aranzueque,19036,0,1
Arañuel,Castellón,Arañuel,12013,1,2
Arapiles,Salamanca,Arapiles,37032,0,2
Aras,Navarra,Aras,31026,2,2
Aras de los Olmos,Valencia,Aras de los Olmos,46041,1,0
Arauzo de Miel,Burgos,Arauzo de Miel,09020,2,2
Arauzo de Salce,Burgos,Arauzo de Salce,09021,2,2
Arauzo de Torre,Burgos,Arauzo de Torre,09022,2,2
Arbancón,Guadalajara,Arbancón,19037,0,1
Arbeca,Lleida,Arbeca,25029,2,1
Arbeteta,Guadalajara,Arbeteta,19038,0,1
Arbizu,Navarra,Arbizu,31027,2,2
Arbo,Pontevedra,Arbo,36001,1,3
Arboç (L'),Tarragona,L' Arboç,43016,1,2
Arboleas,Almería,Arboleas,04017,1,2
Arbolí,Tarragona,Arbolí,43015,1,2
Arbúcies,Girona,Arbúcies,17009,1,1
Arcas,Cuenca,Arcas,16905,2,2
Arce/Artzi,Navarra,Arce/Artzi,31028,2,2
Arcediano,Salamanca,Arcediano,37033,0,2
Arcenillas,Zamora,Arcenillas,49010,3,2
Archena,Murcia,Archena,30009,1,2
Árchez,Málaga,Árchez,29016,1,2
Archidona,Málaga,Archidona,29017,1,2
Arcicóllar,Toledo,Arcicóllar,45015,0,2
Arco (El),Salamanca,El Arco,37034,0,2
Arconada,Palencia,Arconada,34015,2,2
Arcones,Segovia,Arcones,40020,3,1
Arcos,Burgos,Arcos,09023,2,2
Arcos (Los),Navarra,Los Arcos,31029,2,2
Arcos de Jalón,Soria,Arcos de Jalón,42025,3,1
Arcos de la Frontera,Cádiz,Arcos de la Frontera,11006,1,0
Arcos de la Polvorosa,Zamora,Arcos de la Polvorosa,49011,3,2
Arcos de la Sierra,Cuenca,Arcos de la Sierra,16022,2,2
Arcos de las Salinas,Teruel,Arcos de las Salinas,44026,2,1
Ardales,Málaga,Ardales,29018,1,2
Ardisa,Zaragoza,Ardisa,50033,2,1
Ardón,León,Ardón,24006,2,1
Areatza,Bizkaia,Areatza,48093,1,2
Arellano,Navarra,Arellano,31030,2,2
Arén,Huesca,Arén,22035,2,1
Arenal (El),Ávila,El Arenal,05013,0,1
Arenales de San Gregorio,Ciudad Real,Arenales de San Gregorio,13903,3,2
Arenas,Málaga,Arenas,29019,1,2
Arenas de Iguña,Cantabria,Arenas de Iguña,39004,1,1
Arenas de San Juan,Ciudad Real,Arenas de San Juan,13018,3,2
Arenas de San Pedro,Ávila,Arenas de San Pedro,05014,0,1
Arenas del Rey,Granada,Arenas del Rey,18020,1,1
Arenillas,Soria,Arenillas,42026,3,1
Arenillas de Riopisuerga,Burgos,Arenillas de Riopisuerga,09024,2,2
Arens de Lledó,Teruel,Arens de Lledó,44027,2,1
Arenys de Mar,Barcelona,Arenys de Mar,08006,1,2
Arenys de Munt,Barcelona,Arenys de Munt,08007,1,2
Arenzana de Abajo,La Rioja,Arenzana de Abajo,26015,2,2
Arenzana de Arriba,La Rioja,Arenzana de Arriba,26016,2,2
Ares,A Coruña,Ares,15004,1,3
Ares del Maestrat,Castellón,Ares del Maestrat,12014,1,2
Areso,Navarra,Areso,31031,2,2
Aretxabaleta,Gipuzkoa,Aretxabaleta,20013,1,2
Arevalillo,Ávila,Arevalillo,05015,0,1
Arevalillo de Cega,Segovia,Arevalillo de Cega,40021,3,1
Arévalo,Ávila,Arévalo,05016,0,1
Arévalo de la Sierra,Soria,Arévalo de la Sierra,42027,3,1
Argamasilla de Alba,Ciudad Real,Argamasilla de Alba,13019,3,2
Argamasilla de Calatrava,Ciudad Real,Argamasilla de Calatrava,13020,3,2
Arganda del Rey,Madrid,Arganda del Rey,28014,3,2
Arganza,León,Arganza,24007,2,1
Argañín,Zamora,Argañín,49012,3,2
Argavieso,Huesca,Argavieso,22036,2,1
Argecilla,Guadalajara,Argecilla,19039,0,1
Argelaguer,Girona,Argelaguer,17010,1,1
Argelita,Castellón,Argelita,12015,1,2
Argençola,Barcelona,Argençola,08008,1,2
Argente,Teruel,Argente,44028,2,1
Argentera (L'),Tarragona,L' Argentera,43017,1,2
Argentona,Barcelona,Argentona,08009,1,2
Argés,Toledo,Argés,45016,0,2
Argoños,Cantabria,Argoños,39005,1,1
Arguedas,Navarra,Arguedas,31032,2,2
Arguis,Huesca,Arguis,22037,2,1
Arguisuelas,Cuenca,Arguisuelas,16024,2,2
Argujillo,Zamora,Argujillo,49013,3,2
Aria,Navarra,Aria,31033,2,2
Ariany,Illes Balears,Ariany,07901,1,2
Aribe,Navarra,Aribe,31034,2,2
Arico,Santa Cruz de Tenerife,Arico,38005,1,2
Arija,Burgos,Arija,09025,2,2
Ariño,Teruel,Ariño,44029,2,1
Ariza,Zaragoza,Ariza,50034,2,1
Arjona,Jaén,Arjona,23006,2,2
Arjonilla,Jaén,Arjonilla,23007,2,2
Arlanzón,Burgos,Arlanzón,09026,2,2
Armallones,Guadalajara,Armallones,19040,0,1
Armañanzas,Navarra,Armañanzas,31035,2,2
Armentera (L'),Girona,L' Armentera,17011,1,1
Armenteros,Salamanca,Armenteros,37035,0,2
Armilla,Granada,Armilla,18021,1,1
Armiñón,Álava,Armiñón,01006,2,2
Armuña,Segovia,Armuña,40022,3,1
Armuña de Almanzora,Almería,Armuña de Almanzora,04018,1,2
Armuña de Tajuña,Guadalajara,Armuña de Tajuña,19041,0,1
Arnedillo,La Rioja,Arnedillo,26017,2,2
Arnedo,La Rioja,Arnedo,26018,2,2
Arnes,Tarragona,Arnes,43018,1,2
Arnoia (A),Ourense,A Arnoia,32003,2,2
Arnuero,Cantabria,Arnuero,39006,1,1
Aroche,Huelva,Aroche,21008,1,0
Arona,Santa Cruz de Tenerife,Arona,38006,1,2
Arquillinos,Zamora,Arquillinos,49014,3,2
Arquillos,Jaén,Arquillos,23008,2,2
Arrabalde,Zamora,Arrabalde,49015,3,2
Arraia-Maeztu,Álava,Arraia-Maeztu,01037,2,2
Arrancacepas,Cuenca,Arrancacepas,16025,2,2
Arrankudiaga,Bizkaia,Arrankudiaga,48009,1,2
Arrasate/Mondragón,Gipuzkoa,Arrasate/Mondragón,20055,1,2
Arratzu,Bizkaia,Arratzu,48914,1,2
Arratzua-Ubarrundia,Álava,Arratzua-Ubarrundia,01008,2,2
Arraya de Oca,Burgos,Arraya de Oca,09027,2,2
Arrecife,Las Palmas,Arrecife,35004,1,2
Arredondo,Cantabria,Arredondo,39007,1,1
Arres,Lleida,Arres,25031,2,1
Arriate,Málaga,Arriate,29020,1,2
Arrieta,Bizkaia,Arrieta,48010,1,2
Arrigorriaga,Bizkaia,Arrigorriaga,48011,1,2
Arroba de los Montes,Ciudad Real,Arroba de los Montes,13021,3,2
Arróniz,Navarra,Arróniz,31036,2,2
Arroyo de la Encomienda,Valladolid,Arroyo de la Encomienda,47010,3,0
Arroyo de la Luz,Cáceres,Arroyo de la Luz,10021,0,3
Arroyo de las Fraguas,Guadalajara,Arroyo de las Fraguas,19042,0,1
Arroyo de San Serván,Badajoz,Arroyo de San Serván,06012,3,0
Arroyo del Ojanco,Jaén,Arroyo del Ojanco,23905,2,2
Arroyomolinos,Madrid,Arroyomolinos,10023,3,2
Arroyomolinos,Cáceres,Arroyomolinos,28015,0,3
Arroyomolinos de la Vera,Cáceres,Arroyomolinos de la Vera,10022,0,3
Arroyomolinos de León,Huelva,Arroyomolinos de León,21009,1,0
Arruazu,Navarra,Arruazu,31037,2,2
Arrúbal,La Rioja,Arrúbal,26019,2,2
Arsèguel,Lleida,Arsèguel,25032,2,1
Artà,Illes Balears,Artà,07006,1,2
Artajona,Navarra,Artajona,31038,2,2
Artana,Castellón,Artana,12016,1,2
Artazu,Navarra,Artazu,31039,2,2
Artea,Bizkaia,Artea,48023,1,2
Arteixo,A Coruña,Arteixo,15005,1,3
Artenara,Las Palmas,Artenara,35005,1,2
Artés,Barcelona,Artés,08010,1,2
Artesa de Lleida,Lleida,Artesa de Lleida,25033,2,1
Artesa de Segre,Lleida,Artesa de Segre,25034,2,1
Artieda,Zaragoza,Artieda,50035,2,1
Artzentales,Bizkaia,Artzentales,48008,1,2
Artziniega,Álava,Artziniega,01004,2,2
Arucas,Las Palmas,Arucas,35006,1,2
Arzúa,A Coruña,Arzúa,15006,1,3
Ascó,Tarragona,Ascó,43019,1,2
Asín,Zaragoza,Asín,50036,2,1
Aspa,Lleida,Aspa,25036,2,1
Aspariegos,Zamora,Aspariegos,49016,3,2
Asparrena,Álava,Asparrena,01009,2,2
Aspe,Alicante,Aspe,03019,1,3
Asteasu,Gipuzkoa,Asteasu,20014,1,2
Astigarraga,Gipuzkoa,Astigarraga,20903,1,2
Astillero (El),Cantabria,El Astillero,39008,1,1
Astorga,León,Astorga,24008,2,1
Astudillo,Palencia,Astudillo,34017,2,2
Asturianos,Zamora,Asturianos,49017,3,2
Atajate,Málaga,Atajate,29021,1,2
Atalaya,Badajoz,Atalaya,06013,3,0
Atalaya (La),Salamanca,La Atalaya,37037,0,2
Atalaya del Cañavate,Cuenca,Atalaya del Cañavate,16026,2,2
Atanzón,Guadalajara,Atanzón,19043,0,1
Atapuerca,Burgos,Atapuerca,09029,2,2
Ataquines,Valladolid,Ataquines,47011,3,0
Atarfe,Granada,Atarfe,18022,1,1
Ataun,Gipuzkoa,Ataun,20015,1,2
Atazar (El),Madrid,El Atazar,28016,3,2
Atea,Zaragoza,Atea,50037,2,1
Ateca,Zaragoza,Ateca,50038,2,1
Atez/Atetz,Navarra,Atez/Atetz,31040,2,2
Atienza,Guadalajara,Atienza,19044,0,1
Atxondo,Bizkaia,Atxondo,48091,1,2
Atzeneta d'Albaida,Valencia,Atzeneta d'Albaida,46003,1,0
Atzeneta del Maestrat,Castellón,Atzeneta del Maestrat,12001,1,2
Atzúbia (L'),Alicante,L' Atzúbia,03001,1,3
Aulesti,Bizkaia,Aulesti,48070,1,2
Auñón,Guadalajara,Auñón,19045,0,1
Auritz/Burguete,Navarra,Auritz/Burguete,31058,2,2
Ausejo,La Rioja,Ausejo,26020,2,2
Ausejo de la Sierra,Soria,Ausejo de la Sierra,42028,3,1
Ausines (Los),Burgos,Los Ausines,09030,2,2
Autilla del Pino,Palencia,Autilla del Pino,34018,2,2
Autillo de Campos,Palencia,Autillo de Campos,34019,2,2
Autol,La Rioja,Autol,26021,2,2
Aveinte,Ávila,Aveinte,05017,0,1
Avellaneda,Ávila,Avellaneda,05018,0,1
Avellanes i Santa Linya (Les),Lleida,Les Avellanes i Santa Linya,25037,2,1
Avellanosa de Muñó,Burgos,Avellanosa de Muñó,09032,2,2
Avià,Barcelona,Avià,08011,1,2
Ávila,Ávila,Ávila,05019,0,1
Avilés,Asturias,Avilés,33004,1,1
Avinyó,Barcelona,Avinyó,08012,1,2
Avinyonet de Puigventós,Girona,Avinyonet de Puigventós,17012,1,1
Avinyonet del Penedès,Barcelona,Avinyonet del Penedès,08013,1,2
Avión,Ourense,Avión,32004,2,2
Ayala/Aiara,Álava,Ayala/Aiara,01010,2,2
Ayamonte,Huelva,Ayamonte,21010,1,0
Ayegui/Aiegi,Navarra,Ayegui/Aiegi,31041,2,2
Ayerbe,Huesca,Ayerbe,22039,2,1
Ayllón,Segovia,Ayllón,40024,3,1
Ayna,Albacete,Ayna,02011,2,2
Ayódar,Castellón,Ayódar,12017,1,2
Ayoó de Vidriales,Zamora,Ayoó de Vidriales,49018,3,2
Ayora,Valencia,Ayora,46044,1,0
Ayuela,Palencia,Ayuela,34020,2,2
Azagra,Navarra,Azagra,31042,2,2
Azaila,Teruel,Azaila,44031,2,1
Azanuy-Alins,Huesca,Azanuy-Alins,22040,2,1
Azara,Huesca,Azara,22041,2,1
Azkoitia,Gipuzkoa,Azkoitia,20017,1,2
Azlor,Huesca,Azlor,22042,2,1
Aznalcázar,Sevilla,Aznalcázar,41012,2,0
Aznalcóllar,Sevilla,Aznalcóllar,41013,2,0
Azofra,La Rioja,Azofra,26022,2,2
Azpeitia,Gipuzkoa,Azpeitia,20018,1,2
Azuaga,Badajoz,Azuaga,06014,3,0
Azuara,Zaragoza,Azuara,50039,2,1
Azuébar,Castellón,Azuébar,12018,1,2
Azuelo,Navarra,Azuelo,31043,2,2
Azuqueca de Henares,Guadalajara,Azuqueca de Henares,19046,0,1
Azután,Toledo,Azután,45017,0,2
Babilafuente,Salamanca,Babilafuente,37038,0,2
Bacares,Almería,Bacares,04019,1,2
Badajoz,Badajoz,Badajoz,06015,3,0
Badalona,Barcelona,Badalona,08015,1,2
Badarán,La Rioja,Badarán,26023,2,2
Bádenas,Teruel,Bádenas,44032,2,1
Badia del Vallès,Barcelona,Badia del Vallès,08904,1,2
Badolatosa,Sevilla,Badolatosa,41014,2,0
Badules,Zaragoza,Badules,50040,2,1
Baélls,Huesca,Baélls,22043,2,1
Baena,Córdoba,Baena,14007,2,2
Baeza,Jaén,Baeza,23009,2,2
Bagà,Barcelona,Bagà,08016,1,2
Báguena,Teruel,Báguena,44033,2,1
Bagüés,Zaragoza,Bagüés,50041,2,1
Bahabón,Valladolid,Bahabón,47012,3,0
Bahabón de Esgueva,Burgos,Bahabón de Esgueva,09033,2,2
Baides,Guadalajara,Baides,19047,0,1
Bailén,Jaén,Bailén,23010,2,2
Bailo,Huesca,Bailo,22044,2,1
Baiona,Pontevedra,Baiona,36003,1,3
Baix Pallars,Lleida,Baix Pallars,25039,2,1
Bakaiku,Navarra,Bakaiku,31044,2,2
Bakio,Bizkaia,Bakio,48012,1,2
Balaguer,Lleida,Balaguer,25040,2,1
Balanegra,Almería,Balanegra,04904,1,2
Balazote,Albacete,Balazote,02012,2,2
Balbases (Los),Burgos,Los Balbases,09034,2,2
Balboa,León,Balboa,24009,2,1
Balconchán,Zaragoza,Balconchán,50042,2,1
Baldellou,Huesca,Baldellou,22045,2,1
Baleira,Lugo,Baleira,27004,1,2
Balenyà,Barcelona,Balenyà,08017,1,2
Baliarrain,Gipuzkoa,Baliarrain,20904,1,2
Ballestero (El),Albacete,El Ballestero,02014,2,2
Ballesteros de Calatrava,Ciudad Real,Ballesteros de Calatrava,13022,3,2
Ballobar,Huesca,Ballobar,22046,2,1
Balmaseda,Bizkaia,Balmaseda,48090,1,2
Balones,Alicante,Balones,03020,1,3
Balsa de Ves,Albacete,Balsa de Ves,02013,2,2
Balsareny,Barcelona,Balsareny,08018,1,2
Baltanás,Palencia,Baltanás,34022,2,2
Baltar,Ourense,Baltar,32005,2,2
Banastás,Huesca,Banastás,22047,2,1
Bande,Ourense,Bande,32006,2,2
Banyalbufar,Illes Balears,Banyalbufar,07007,1,2
Banyeres de Mariola,Alicante,Banyeres de Mariola,03021,1,3
Banyeres del Penedès,Tarragona,Banyeres del Penedès,43020,1,2
Banyoles,Girona,Banyoles,17015,1,1
Baña (A),A Coruña,A Baña,15007,1,3
Bañares,La Rioja,Bañares,26024,2,2
Bañeza (La),León,La Bañeza,24010,2,1
Bañobárez,Salamanca,Bañobárez,37039,0,2
Bañón,Teruel,Bañón,44034,2,1
Baños de Ebro/Mañueta,Álava,Baños de Ebro/Mañueta,01011,2,2
Baños de la Encina,Jaén,Baños de la Encina,23011,2,2
Baños de Molgas,Ourense,Baños de Molgas,32007,2,2
Baños de Montemayor,Cáceres,Baños de Montemayor,10024,0,3
Baños de Río Tobía,La Rioja,Baños de Río Tobía,26026,2,2
Baños de Rioja,La Rioja,Baños de Rioja,26025,2,2
Baños de Tajo,Guadalajara,Baños de Tajo,19048,0,1
Baños de Valdearados,Burgos,Baños de Valdearados,09035,2,2
Bañuelos,Guadalajara,Bañuelos,19049,0,1
Bañuelos de Bureba,Burgos,Bañuelos de Bureba,09036,2,2
Baquerín de Campos,Palencia,Baquerín de Campos,34024,2,2
Barajas de Melo,Cuenca,Barajas de Melo,16027,2,2
Barakaldo,Bizkaia,Barakaldo,48013,1,2
Baralla,Lugo,Baralla,27901,1,2
Barañáin/Barañain,Navarra,Barañáin/Barañain,31901,2,2
Baraona,Soria,Baraona,42029,3,1
Barásoain,Navarra,Barásoain,31045,2,2
Barbadás,Ourense,Barbadás,32008,2,2
Barbadillo,Salamanca,Barbadillo,37040,0,2
Barbadillo de Herreros,Burgos,Barbadillo de Herreros,09037,2,2
Barbadillo del Mercado,Burgos,Barbadillo del Mercado,09038,2,2
Barbadillo del Pez,Burgos,Barbadillo del Pez,09039,2,2
Barbalos,Salamanca,Barbalos,37041,0,2
Barbarin,Navarra,Barbarin,31046,2,2
Barbastro,Huesca,Barbastro,22048,2,1
Barbate,Cádiz,Barbate,11007,1,0
Barbens,Lleida,Barbens,25041,2,1
Barberà de la Conca,Tarragona,Barberà de la Conca,43021,1,2
Barberà del Vallès,Barcelona,Barberà del Vallès,08252,1,2
Bárboles,Zaragoza,Bárboles,50043,2,1
Barbolla,Segovia,Barbolla,40025,3,1
Barbués,Huesca,Barbués,22049,2,1
Barbuñales,Huesca,Barbuñales,22050,2,1
Barca,Soria,Barca,42030,3,1
Bárcabo,Huesca,Bárcabo,22051,2,1
Barcarrota,Badajoz,Barcarrota,06016,3,0
Barcelona,Barcelona,Barcelona,08019,1,2
Bárcena de Campos,Palencia,Bárcena de Campos,34025,2,2
Bárcena de Cicero,Cantabria,Bárcena de Cicero,39009,1,1
Bárcena de Pie de Concha,Cantabria,Bárcena de Pie de Concha,39010,1,1
Barceo,Salamanca,Barceo,37042,0,2
Barchín del Hoyo,Cuenca,Barchín del Hoyo,16029,2,2
Barcial de la Loma,Valladolid,Barcial de la Loma,47013,3,0
Barcial del Barco,Zamora,Barcial del Barco,49019,3,2
Barcience,Toledo,Barcience,45018,0,2
Barco de Ávila (El),Ávila,El Barco de Ávila,05021,0,1
Barco de Valdeorras (O),Ourense,O Barco de Valdeorras,32009,2,2
Barcones,Soria,Barcones,42031,3,1
Bardallur,Zaragoza,Bardallur,50044,2,1
Bareyo,Cantabria,Bareyo,39011,1,1
Bargas,Toledo,Bargas,45019,0,2
Bargota,Navarra,Bargota,31047,2,2
Barillas,Navarra,Barillas,31048,2,2
Barjas,León,Barjas,24011,2,1
Barlovento,Santa Cruz de Tenerife,Barlovento,38007,1,2
Baronia de Rialb (La),Lleida,La Baronia de Rialb,25042,2,1
Barracas,Castellón,Barracas,12020,1,2
Barrachina,Teruel,Barrachina,44035,2,1
Barraco (El),Ávila,El Barraco,05022,0,1
Barrado,Cáceres,Barrado,10025,0,3
Barrax,Albacete,Barrax,02015,2,2
Barreiros,Lugo,Barreiros,27005,1,2
Barrika,Bizkaia,Barrika,48014,1,2
Barrio de Muñó,Burgos,Barrio de Muñó,09041,2,2
Barriopedro,Guadalajara,Barriopedro,19050,0,1
Barrios (Los),Cádiz,Los Barrios,11008,1,0
Barrios de Bureba (Los),Burgos,Los Barrios de Bureba,09043,2,2
Barrios de Colina,Burgos,Barrios de Colina,09044,2,2
Barrios de Luna (Los),León,Los Barrios de Luna,24012,2,1
Barro,Pontevedra,Barro,36002,1,3
Barromán,Ávila,Barromán,05023,0,1
Barruecopardo,Salamanca,Barruecopardo,37044,0,2
Barruelo de Santullán,Palencia,Barruelo de Santullán,34027,2,2
Barruelo del Valle,Valladolid,Barruelo del Valle,47014,3,0
Barrundia,Álava,Barrundia,01013,2,2
Barx,Valencia,Barx,46046,1,0
Barxeta,Valencia,Barxeta,46045,1,0
Basaburua,Navarra,Basaburua,31049,2,2
