Provincia,Municipio,Localidad,Nombre,Ubicación
MADRID,Navas del Rey,NAVAS DEL REY,SERVICIO DE ATENCIÓN RURAL (SAR),CENTRO SALUD NAVAS DEL REY
MADRID,Paracuellos de Jarama,PARACUELLOS DE JARAMA,SERVICIO DE ATENCIÓN RURAL (SAR),CENTRO SALUD PARACUELLOS DEL JARAMA
MADRID,Perales de Tajuña,PERALES DE TAJUÑA,SERVICIO DE ATENCIÓN RURAL (SAR),CENTRO SALUD PERALES DE TAJUÑA
MADRID,Rascafría,RASCAFRÍA,SERVICIO DE ATENCIÓN RURAL (SAR),CENTRO SALUD RASCAFRÍA
MADRID,Robledo de Chavela,ROBLEDO DE CHAVELA,SERVICIO DE ATENCIÓN RURAL (SAR),CENTRO SALUD ROBLEDO DE CHAVELA
MADRID,"Rozas de Madrid, Las",ROZAS DE MADRID (LAS),SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD LAS ROZAS
MADRID,San Agustín del Guadalix,SAN AGUSTÍN DEL GUADALIX,SERVICIO DE ATENCIÓN RURAL (SAR),CONSULTORIO LOCAL SAN AGUSTÍN DE GUADALIX
MADRID,San Fernando de Henares,SAN FERNANDO DE HENARES,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD SAN FERNANDO II
MADRID,San Martín de la Vega,SAN MARTÍN DE LA VEGA,SERVICIO DE ATENCIÓN RURAL (SAR),CENTRO SALUD SAN MARTÍN DE LA VEGA
MADRID,San Martín de Valdeiglesias,SAN MARTÍN DE VALDEIGLESIAS,SERVICIO DE ATENCIÓN RURAL (SAR),CENTRO SALUD SAN MARTÍN DE VALDEIGLESIAS
MADRID,San Sebastián de los Reyes,SAN SEBASTIÁN DE LOS REYES,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD REYES CATÓLICOS
MADRID,Soto del Real,SOTO DEL REAL,SERVICIO DE ATENCIÓN RURAL (SAR),CENTRO SALUD SOTO DEL REAL
MADRID,Torrelaguna,TORRELAGUNA,SERVICIO DE ATENCIÓN RURAL (SAR),CENTRO SALUD TORRELAGUNA
MADRID,Torrelodones,TORRELODONES,SERVICIO DE ATENCIÓN RURAL (SAR),CENTRO SALUD TORRELODONES
MADRID,Torres de la Alameda,TORRES DE LA ALAMEDA,SERVICIO DE ATENCIÓN RURAL (SAR),CENTRO SALUD TORRES DE LA ALAMEDA
MADRID,Velilla de San Antonio,VELILLA DE SAN ANTONIO,SERVICIO DE ATENCIÓN RURAL (SAR),CONSULTORIO LOCAL VELILLA DE SAN ANTONIO
MADRID,Villa del Prado,VILLA DEL PRADO,SERVICIO DE ATENCIÓN RURAL (SAR),CENTRO SALUD VILLA DEL PRADO
MADRID,Villanueva de la Cañada,VILLANUEVA DE LA CAÑADA,SERVICIO DE ATENCIÓN RURAL (SAR),CENTRO SALUD VILLANUEVA DE LA CAÑADA
MADRID,Villarejo de Salvanés,VILLAREJO DE SALVANÉS,SERVICIO DE ATENCIÓN RURAL (SAR),CENTRO SALUD VILLAREJO DE SALVANÉS
MADRID,Villaviciosa de Odón,VILLAVICIOSA DE ODÓN,SERVICIO DE ATENCIÓN RURAL (SAR),CENTRO SALUD VILLAVICIOSA DE ODÓN
MÁLAGA,Alfarnate,ALFARNATE,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL ALFARNATE
MÁLAGA,Algarrobo,ALGARROBO,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ALGARROBO
MÁLAGA,Algatocín,ALGATOCÍN,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ALGATOCÍN
MÁLAGA,Alhaurín de la Torre,ALHAURÍN DE LA TORRE,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ALHAURÍN DE LA TORRE - "DON JOSÉ MOLINA DÍAZ"
MÁLAGA,Alhaurín el Grande,ALHAURÍN EL GRANDE,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ALHAURÍN EL GRANDE - "DR. FRANCISCO BURGOS CASERO"
MÁLAGA,Almargen,ALMARGEN,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL ALMARGEN
MÁLAGA,Almogía,ALMOGÍA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL ALMOGÍA
MÁLAGA,Álora,ÁLORA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ÁLORA
MÁLAGA,Alozaina,ALOZAINA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ALOZAINA
MÁLAGA,Antequera,VILLANUEVA DE LA CONCEPCIÓN,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL VILLANUEVA DE LA CONCEPCIÓN
MÁLAGA,Archidona,ARCHIDONA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ARCHIDONA
MÁLAGA,Benalmádena,ARROYO DE LA MIEL - BENALMÁDENA COSTA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ARROYO DE LA MIEL - BENALMÁDENA
MÁLAGA,Benamargosa,BENAMARGOSA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD BENAMARGOSA
MÁLAGA,Benaoján,BENAOJÁN,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD BENAOJÁN
MÁLAGA,"Burgo, El",EL BURGO,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL EL BURGO
MÁLAGA,Campillos,CAMPILLOS,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD CAMPILLOS
MÁLAGA,Cañete la Real,CAÑETE LA REAL,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL CAÑETE LA REAL
MÁLAGA,Cártama,ESTACIÓN,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD CÁRTAMA - ESTACIÓN
MÁLAGA,Casabermeja,CASABERMEJA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL CASABERMEJA
MÁLAGA,Coín,COÍN,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD COÍN
MÁLAGA,Colmenar,COLMENAR,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD COLMENAR
MÁLAGA,Cómpeta,CÓMPETA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL CÓMPETA
MÁLAGA,Cortes de la Frontera,CORTES DE LA FRONTERA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL CORTES DE LA FRONTERA
MÁLAGA,Cuevas de San Marcos,CUEVAS DE SAN MARCOS,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL CUEVAS DE SAN MARCOS
MÁLAGA,Estepona,ESTEPONA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ESTEPONA
MÁLAGA,Málaga,MÁLAGA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD PUERTA BLANCA
MÁLAGA,Málaga,MÁLAGA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD EL PALO
MÁLAGA,Málaga,MÁLAGA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD CRUZ DE HUMILLADERO
MÁLAGA,Marbella,SAN PEDRO DE ALCÁNTARA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD SAN PEDRO DE ALCANTARA
MÁLAGA,Marbella,MARBELLA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD LAS ALBARIZAS
MÁLAGA,Mijas,LAS LAGUNAS,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD LAS LAGUNAS
MÁLAGA,Mollina,MOLLINA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD MOLLINA
MÁLAGA,Nerja,NERJA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD NERJA
MÁLAGA,Pizarra,PIZARRA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD PIZARRA
MÁLAGA,Rincón de la Victoria,RINCÓN DE LA VICTORIA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD RINCÓN DE LA VICTORIA
MÁLAGA,Ronda,RONDA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD RONDA-SUR "SANTA BÁRBARA"
MÁLAGA,Torremolinos,TORREMOLINOS,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD SAN MIGUEL
MÁLAGA,Torrox,TORROX,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD TORROX
MÁLAGA,Valle de Abdalajís,VALLE DE ABDALAJÍS,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL VALLE DE ABDALAJÍS
MÁLAGA,Vélez-Málaga,VÉLEZ-MÁLAGA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD VÉLEZ - MÁLAGA SUR
MÁLAGA,Vélez-Málaga,TORRE DEL MAR,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD TORRE DEL MAR
MÁLAGA,Villanueva de Algaidas,VILLANUEVA DE ALGAIDAS,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL VILLANUEVA DE ALGAIDAS
MÁLAGA,Villanueva del Rosario,VILLANUEVA DEL ROSARIO,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL VILLANUEVA DEL ROSARIO
MÁLAGA,Villanueva del Trabuco,VILLANUEVA DEL TRABUCO,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL VILLANUEVA DEL TRABUCO
MÁLAGA,Viñuela,VIÑUELA,SERVICIO DE URGENCIA DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD VIÑUELA
MURCIA,Abanilla,ABANILLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ABANILLA
MURCIA,Abarán,ABARÁN,GUARDIAS DE SÁBADO (GS),CENTRO SALUD ABARÁN
MURCIA,Abarán,ABARÁN,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. ABARAN
MURCIA,Águilas,ÁGUILAS,GUARDIAS DE SÁBADO (GS),CENTRO SALUD ÁGUILAS/NORTE
MURCIA,Águilas,ÁGUILAS,GUARDIAS DE SÁBADO (GS),CENTRO SALUD ÁGUILAS/SUR
MURCIA,Águilas,ÁGUILAS,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. AGUILAS
MURCIA,Alcantarilla,ALCANTARILLA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD ALCANTARILLA/SANGONERA LA SECA
MURCIA,Alcantarilla,ALCANTARILLA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD ALCANTARILLA CASCO
MURCIA,Alcantarilla,ALCANTARILLA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. ALCANTARILLA
MURCIA,"Alcázares, Los",LOS ALCÁZARES,GUARDIAS DE SÁBADO (GS),CENTRO SALUD LOS ALCÁZARES
MURCIA,Alguazas,ALGUAZAS,GUARDIAS DE SÁBADO (GS),CENTRO SALUD ALGUAZAS
MURCIA,Alhama de Murcia,ALHAMA DE MURCIA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD ALHAMA
MURCIA,Alhama de Murcia,ALHAMA DE MURCIA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. ALHAMA
MURCIA,Archena,ARCHENA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD ARCHENA
MURCIA,Archena,ARCHENA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. ARCHENA
MURCIA,Beniel,BENIEL,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BENIEL
MURCIA,Blanca,BLANCA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BLANCA
MURCIA,Bullas,BULLAS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BULLAS
MURCIA,Calasparra,CALASPARRA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CALASPARRA
MURCIA,Campos del Río,CAMPOS DEL RÍO,PUNTO DE ESPECIAL AISLAMIENTO (PEA),CONSULTORIO LOCAL CAMPOS DEL RÍO
MURCIA,Caravaca de la Cruz,BARRANDA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD CARAVACA/BARRANDA
MURCIA,Caravaca de la Cruz,CARAVACA DE LA CRUZ,GUARDIAS DE SÁBADO (GS),CENTRO SALUD CARAVACA CRUZ
MURCIA,Caravaca de la Cruz,CARAVACA DE LA CRUZ,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. CARAVACA DE LA CRUZ
MURCIA,Cartagena,EL ALGAR,GUARDIAS DE SÁBADO (GS),CENTRO SALUD CARTAGENA/MAR MENOR
MURCIA,Cartagena,CARTAGENA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD CARTAGENA/SANTA LUCÍA
MURCIA,Cartagena,CARTAGENA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD CARTAGENA CASCO ANTIGUO
MURCIA,Cartagena,CARTAGENA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD CARTAGENA/ESTE (VIRGEN DE LA CARIDAD)
MURCIA,Cartagena,CARTAGENA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD CARTAGENA/ISAAC PERAL
MURCIA,Cartagena,LOS DOLORES,GUARDIAS DE SÁBADO (GS),CENTRO SALUD CARTAGENA/LOS DOLORES
MURCIA,Cartagena,CARTAGENA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD CARTAGENA/LOS BARREROS
MURCIA,Cartagena,CARTAGENA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD CARTAGENA/SAN ANTON
MURCIA,Cartagena,MOLINOS MARFAGONES,GUARDIAS DE SÁBADO (GS),CENTRO SALUD CARTAGENA/MOLINOS MARFAGONES
MURCIA,Cartagena,CARTAGENA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD CARTAGENA OESTE
MURCIA,Cartagena,CARTAGENA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. CARTAGENA - VIRGEN DE LA CARIDAD
MURCIA,Cartagena,POZO ESTRECHO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CARTAGENA/POZO ESTRECHO
MURCIA,Cartagena,LOS DOLORES,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. CARTAGENA - LOS DOLORES
MURCIA,Cehegín,CEHEGÍN,GUARDIAS DE SÁBADO (GS),CENTRO SALUD CEHEGÍN
MURCIA,Cehegín,CEHEGÍN,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. CEHEGÍN
MURCIA,Ceutí,CEUTÍ,GUARDIAS DE SÁBADO (GS),CENTRO SALUD CEUTÍ
MURCIA,Cieza,CIEZA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD CIEZA/OESTE
MURCIA,Cieza,CIEZA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD CIEZA/ESTE
MURCIA,Cieza,CIEZA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. CIEZA
MURCIA,Fortuna,FORTUNA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD FORTUNA
MURCIA,Fuente Álamo de Murcia,FUENTE ÁLAMO,GUARDIAS DE SÁBADO (GS),CENTRO SALUD FUENTE ÁLAMO
MURCIA,Fuente Álamo de Murcia,FUENTE ÁLAMO DE MURCIA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. FUENTE ALAMO
MURCIA,Jumilla,JUMILLA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD JUMILLA
MURCIA,Jumilla,JUMILLA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. JUMILLA
MURCIA,Librilla,LIBRILLA,PUNTO DE ESPECIAL AISLAMIENTO (PEA),CONSULTORIO LOCAL LIBRILLA
MURCIA,Lorca,LORCA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD LORCA/SUR (SAN JOSÉ)
MURCIA,Lorca,LORCA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD LORCA/SAN DIEGO
MURCIA,Lorca,LORCA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD LORCA CENTRO
MURCIA,Lorca,SUTULLENA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD LORCA/SUTULLENA
MURCIA,Lorca,SUTULLENA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. LORCA - SUTULLENA
MURCIA,Lorca,TOVA,PUNTO DE ESPECIAL AISLAMIENTO (PEA),CONSULTORIO LOCAL TOVA-LA PARROQUIA
MURCIA,Lorca,ALMENDRICOS,PUNTO DE ESPECIAL AISLAMIENTO (PEA),CONSULTORIO LOCAL ALMENDRICOS
MURCIA,Lorca,RAMONETE,PUNTO DE ESPECIAL AISLAMIENTO (PEA),CONSULTORIO LOCAL RAMONETE
MURCIA,Lorca,LORCA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LORCA - LA PACA
MURCIA,Lorquí,LORQUÍ,GUARDIAS DE SÁBADO (GS),CENTRO SALUD LORQUI
MURCIA,Mazarrón,MAZARRÓN,GUARDIAS DE SÁBADO (GS),CENTRO SALUD PUERTO DE MAZARRÓN
MURCIA,Mazarrón,MAZARRÓN,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MAZARRÓN
MURCIA,Mazarrón,MAZARRÓN,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. MAZARRON
MURCIA,Molina de Segura,MOLINA DE SEGURA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MOLINA SUR (JESÚS MARÍN)
MURCIA,Molina de Segura,MOLINA DE SEGURA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MOLINA NORTE (ANTONIO GARCIA)
MURCIA,Molina de Segura,MOLINA DE SEGURA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. MOLINA DE SEGURA
MURCIA,Moratalla,CAÑADA DE LA CRUZ,PUNTO DE ESPECIAL AISLAMIENTO (PEA),CONSULTORIO LOCAL CAÑADA DE LA CRUZ
MURCIA,Moratalla,EL SABINAR,PUNTO DE ESPECIAL AISLAMIENTO (PEA),CONSULTORIO LOCAL EL SABINAR
MURCIA,Moratalla,MORATALLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MORATALLA
MURCIA,Moratalla,BENIZAR,PUNTO DE ESPECIAL AISLAMIENTO (PEA),CONSULTORIO LOCAL BENIZAR
MURCIA,Mula,MULA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MULA
MURCIA,Mula,MULA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. MULA
MURCIA,Murcia,MURCIA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MURCIA CENTRO (SAN JUAN)
MURCIA,Murcia,CABEZO DE TORRES,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MURCIA/CABEZO DE TORRES
MURCIA,Murcia,MURCIA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MURCIA/SANTA MARÍA GRACIA
MURCIA,Murcia,MURCIA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MURCIA/VISTA ALEGRE
MURCIA,Murcia,ALJUCER,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MURCIA/ALJUCER
MURCIA,Murcia,SANGONERA LA VERDE,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MURCIA/SANGONERA LA VERDE
MURCIA,Murcia,LLANO DE BRUJAS,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MURCIA/LLANO DE BRUJAS
MURCIA,Murcia,MURCIA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MURCIA SUR
MURCIA,Murcia,MURCIA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MURCIA/INFANTE
MURCIA,Murcia,MURCIA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MURCIA/BARRIO DEL CARMEN
MURCIA,Murcia,MONTEAGUDO,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MURCIA/MONTEAGUDO
MURCIA,Murcia,PUENTE TOCINOS,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MURCIA/PUENTE TOCINOS
MURCIA,Murcia,ALQUERÍAS,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MURCIA/ALQUERÍAS
MURCIA,Murcia,BENIAJÁN,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MURCIA/BENIAJÁN
MURCIA,Murcia,MURCIA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MURCIA/VISTABELLA
MURCIA,Murcia,MURCIA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MURCIA/EL RANERO
MURCIA,Murcia,ZARANDONA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MURCIA/ZARANDONA
MURCIA,Murcia,ZARANDONA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. MURCIA - ZARAICHE
MURCIA,Murcia,ESPINARDO,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MURCIA/ESPINARDO
MURCIA,Murcia,EL PALMAR,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MURCIA/EL PALMAR
MURCIA,Murcia,ALGEZARES,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MURCIA/ALGEZARES
MURCIA,Murcia,LA ALBERCA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MURCIA/LA ALBERCA
MURCIA,Murcia,NONDUERMAS,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MURCIA/NONDUERMAS
MURCIA,Murcia,LA ÑORA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MURCIA/LA ÑORA
MURCIA,Murcia,MURCIA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD MURCIA/SAN ANDRÉS
MURCIA,Murcia,MURCIA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. MURCIA/INFANTE
MURCIA,Murcia,MURCIA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. MURCIA/SAN ANDRÉS
MURCIA,Murcia,CORVERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MURCIA / CORVERA
MURCIA,Murcia,ALGEZARES,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. ALGEZARES
MURCIA,Puerto Lumbreras,PUERTO LUMBRERAS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PUERTO LUMBRERAS
MURCIA,San Javier,SAN JAVIER,GUARDIAS DE SÁBADO (GS),CENTRO SALUD SAN JAVIER
MURCIA,San Javier,SAN JAVIER,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. SAN JAVIER
MURCIA,San Javier,LA MANGA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LA MANGA-COSTA CALIDA
MURCIA,San Pedro del Pinatar,SAN PEDRO DEL PINATAR,GUARDIAS DE SÁBADO (GS),CENTRO SALUD SAN PEDRO DEL PINATAR
MURCIA,San Pedro del Pinatar,SAN PEDRO DEL PINATAR,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P SAN PEDRO DEL PINATAR
MURCIA,Santomera,SANTOMERA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD SANTOMERA
MURCIA,Santomera,SANTOMERA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. SANTOMERA
MURCIA,Torre-Pacheco,TORRE-PACHECO,GUARDIAS DE SÁBADO (GS),CENTRO SALUD TORRE PACHECO / OESTE / ANTONIO COZAR
MURCIA,Torre-Pacheco,TORRE-PACHECO,GUARDIAS DE SÁBADO (GS),CENTRO SALUD TORRE PACHECO/ESTE
MURCIA,Torre-Pacheco,TORRE-PACHECO,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. TORRE PACHECO
MURCIA,"Torres de Cotillas, Las",LAS TORRES DE COTILLAS,GUARDIAS DE SÁBADO (GS),CENTRO SALUD LAS TORRES DE COTILLAS
MURCIA,"Torres de Cotillas, Las",LAS TORRES DE COTILLAS,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. TORRES DE COTILLAS
MURCIA,Totana,TOTANA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD TOTANA/SUR
MURCIA,Totana,TOTANA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD TOTANA/NORTE
MURCIA,Totana,TOTANA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. TOTANA
MURCIA,"Unión, La",LA UNIÓN,GUARDIAS DE SÁBADO (GS),CENTRO SALUD LA UNIÓN
MURCIA,"Unión, La",PORTMÁN,PUNTO DE ESPECIAL AISLAMIENTO (PEA),CONSULTORIO LOCAL PORTMAN
MURCIA,"Unión, La",UNIÓN (LA),SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. LA UNION
MURCIA,Yecla,YECLA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD YECLA/OESTE (FRANCISCO PALAO MOLINA)
MURCIA,Yecla,YECLA,GUARDIAS DE SÁBADO (GS),CENTRO SALUD YECLA/ESTE (MARIANO YAGO)
MURCIA,Yecla,YECLA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),S.U.A.P. YECLA
NAVARRA,Abárzuza/Abartzuza,ABÁRZUZA,PUNTO DE ATENCIÓN CONTINUADA (PAC) RURAL ESPECIAL,CONSULTORIO LOCAL ABÁRZUZA
NAVARRA,Allo,ALLO,PUNTO DE ATENCIÓN CONTINUADA (PAC) RURAL,CENTRO SALUD ALLO
